Date,interest_rate,exchange_rate,interest_rate_MA30,exchange_rate_MA30
2000-06-07,5.21,1.18,4.903666666666666,1.336
2000-06-08,4.15,1.15,4.919,1.331
2000-06-09,5.36,1.4,4.980666666666666,1.3383333333333334
2000-06-10,5.27,1.25,5.014333333333334,1.3323333333333334
2000-06-11,4.59,1.26,4.993333333333334,1.3263333333333334
2000-06-12,4.7,1.39,4.975,1.3266666666666667
2000-06-13,5.56,1.34,4.962666666666666,1.331
2000-06-14,5.32,1.29,4.975333333333333,1.338
2000-06-15,6.37,1.16,5.051333333333333,1.3329999999999997
2000-06-16,4.99,1.38,5.0376666666666665,1.3343333333333334
2000-06-17,3.73,1.22,4.9559999999999995,1.3323333333333334
2000-06-18,5.39,1.28,4.998333333333334,1.3273333333333333
2000-06-19,5.8,1.25,5.029999999999999,1.3236666666666668
2000-06-20,5.59,1.28,5.015666666666666,1.319
2000-06-21,5.04,1.27,5.014333333333334,1.315333333333333
2000-06-22,4.3,1.26,4.992333333333334,1.3123333333333336
2000-06-23,4.45,1.35,5.018000000000001,1.3126666666666666
2000-06-24,4.59,1.42,5.0023333333333335,1.3143333333333334
2000-06-25,5.01,1.24,4.998333333333334,1.3073333333333332
2000-06-26,4.39,1.32,4.972333333333333,1.307
2000-06-27,4.84,1.26,4.964666666666667,1.3053333333333332
2000-06-28,5.3,1.23,5.003,1.299
2000-06-29,5.05,1.11,5.078666666666666,1.294
2000-06-30,5.3,1.11,5.104,1.2866666666666666
2000-07-01,5.53,1.29,5.117,1.2853333333333334
2000-07-02,4.85,1.45,5.0729999999999995,1.2863333333333336
2000-07-03,4.84,1.51,5.058000000000001,1.2876666666666667
2000-07-04,5.37,1.26,5.048333333333334,1.287
2000-07-05,5.44,1.3,5.025333333333333,1.2846666666666668
2000-07-06,4.1,1.37,5.014333333333334,1.286
2000-07-07,5.35,1.42,5.019,1.294
2000-07-08,5.85,1.27,5.075666666666666,1.2979999999999998
2000-07-09,4.56,1.32,5.049,1.2953333333333332
2000-07-10,5.42,1.23,5.054,1.2946666666666669
2000-07-11,4.35,1.25,5.046,1.2943333333333336
2000-07-12,4.63,1.3,5.043666666666667,1.2913333333333334
2000-07-13,5.65,1.33,5.046666666666667,1.291
2000-07-14,5.04,1.34,5.037333333333334,1.2926666666666666
2000-07-15,4.71,1.25,4.982,1.2956666666666667
2000-07-16,6.54,1.34,5.033666666666666,1.2943333333333333
2000-07-17,5.33,1.48,5.087000000000001,1.3030000000000002
2000-07-18,6.34,1.31,5.118666666666667,1.304
2000-07-19,5.63,1.31,5.113,1.306
2000-07-20,5.01,1.16,5.093666666666667,1.302
2000-07-21,5.33,1.25,5.1033333333333335,1.3013333333333335
2000-07-22,4.16,1.31,5.098666666666667,1.303
2000-07-23,6.24,1.15,5.158333333333332,1.2963333333333333
2000-07-24,4.69,1.09,5.161666666666667,1.2853333333333334
2000-07-25,5.36,1.14,5.173333333333333,1.282
2000-07-26,4.38,1.29,5.173,1.281
2000-07-27,3.43,1.29,5.126,1.282
2000-07-28,4.58,1.37,5.102,1.2866666666666666
2000-07-29,3.83,1.16,5.061333333333334,1.2883333333333333
2000-07-30,4.09,1.06,5.021,1.2866666666666666
2000-07-31,4.81,1.22,4.997,1.2843333333333333
2000-08-01,4.47,1.22,4.984333333333334,1.2766666666666666
2000-08-02,4.73,1.33,4.980666666666666,1.2706666666666666
2000-08-03,5.41,1.31,4.981999999999999,1.2723333333333333
2000-08-04,5.15,1.19,4.972333333333333,1.2686666666666666
2000-08-05,4.35,1.31,4.980666666666666,1.2666666666666666
2000-08-06,5.12,1.31,4.973,1.2630000000000001
2000-08-07,5.47,1.39,4.960333333333334,1.2670000000000001
2000-08-08,4.95,1.3,4.973333333333334,1.2663333333333333
2000-08-09,5.64,1.17,4.980666666666666,1.2643333333333333
2000-08-10,5.45,1.23,5.017333333333334,1.2636666666666665
2000-08-11,5.57,1.32,5.048666666666667,1.2643333333333333
2000-08-12,4.86,1.05,5.022333333333333,1.2550000000000001
2000-08-13,3.61,1.16,4.974666666666667,1.2489999999999999
2000-08-14,5.4,1.32,4.9976666666666665,1.2513333333333334
2000-08-15,5.38,1.21,4.9590000000000005,1.247
2000-08-16,6.96,1.18,5.013333333333333,1.2369999999999999
2000-08-17,5.21,1.29,4.975666666666666,1.2363333333333333
2000-08-18,5.94,1.25,4.986,1.2343333333333333
2000-08-19,4.99,1.22,4.985333333333333,1.2363333333333333
2000-08-20,5.21,1.3,4.981333333333334,1.238
2000-08-21,4.26,1.14,4.984666666666667,1.2323333333333335
2000-08-22,4.54,1.23,4.928,1.2349999999999999
2000-08-23,5.14,1.17,4.943,1.2376666666666667
2000-08-24,2.97,1.17,4.863333333333333,1.2386666666666666
2000-08-25,4.63,1.13,4.871666666666667,1.2333333333333334
2000-08-26,3.01,1.21,4.857666666666666,1.2306666666666668
2000-08-27,4.43,1.2,4.852666666666666,1.225
2000-08-28,4.25,1.02,4.866666666666666,1.2203333333333333
2000-08-29,5.35,1.22,4.908666666666666,1.2256666666666665
2000-08-30,4.49,1.3,4.898,1.2283333333333333
2000-08-31,4.15,1.18,4.887333333333333,1.227
2000-09-01,3.73,1.19,4.854,1.2223333333333335
2000-09-02,5.29,1.32,4.85,1.2226666666666666
2000-09-03,4.29,1.28,4.8213333333333335,1.2256666666666667
2000-09-04,4.34,1.04,4.821000000000001,1.2166666666666666
2000-09-05,3.91,1.04,4.780666666666667,1.2076666666666667
2000-09-06,4.44,1.12,4.746333333333334,1.1986666666666665
2000-09-07,4.82,1.22,4.742,1.1960000000000002
2000-09-08,3.71,1.12,4.677666666666667,1.1943333333333332
2000-09-09,4.35,1.18,4.641,1.1926666666666668
2000-09-10,4.18,1.24,4.594666666666667,1.1900000000000002
2000-09-11,3.13,1.26,4.537000000000001,1.1969999999999998
2000-09-12,4.11,1.26,4.5536666666666665,1.2003333333333333
2000-09-13,4.95,1.25,4.538666666666667,1.198
2000-09-14,4.08,1.33,4.495333333333333,1.2020000000000002
2000-09-15,4.15,1.25,4.401666666666667,1.2043333333333335
2000-09-16,4.79,1.34,4.387666666666666,1.206
2000-09-17,5.58,1.23,4.375666666666666,1.2053333333333334
2000-09-18,4.34,1.17,4.354,1.2036666666666667
2000-09-19,4.13,1.21,4.3180000000000005,1.2006666666666665
2000-09-20,4.25,1.14,4.317666666666667,1.2006666666666665
2000-09-21,4.1,1.03,4.303,1.194
2000-09-22,3.5,1.08,4.248333333333333,1.1909999999999998
2000-09-23,4.37,1.03,4.295,1.1863333333333335
2000-09-24,5.7,1.23,4.330666666666667,1.1896666666666667
2000-09-25,5.58,1.38,4.416333333333333,1.1953333333333334
2000-09-26,3.87,1.23,4.397666666666666,1.1963333333333332
2000-09-27,5.52,1.28,4.4399999999999995,1.2049999999999998
2000-09-28,5.26,1.34,4.437,1.209
2000-09-29,6.01,1.33,4.487666666666667,1.21
2000-09-30,5.94,1.05,4.547333333333333,1.2056666666666667
2000-10-01,6.23,1.18,4.630666666666667,1.2053333333333334
2000-10-02,5.87,1.21,4.65,1.2016666666666667
2000-10-03,4.31,1.21,4.650666666666666,1.1993333333333331
2000-10-04,5.0,1.24,4.672666666666666,1.206
2000-10-05,5.84,1.4,4.736999999999999,1.218
2000-10-06,5.33,1.29,4.766666666666667,1.2236666666666667
2000-10-07,5.0,1.14,4.772666666666667,1.2209999999999999
2000-10-08,5.75,1.16,4.8406666666666665,1.2223333333333335
2000-10-09,5.1,1.21,4.865666666666667,1.2233333333333334
2000-10-10,5.12,1.28,4.897,1.2246666666666666
2000-10-11,5.76,1.3,4.984666666666667,1.226
2000-10-12,5.21,1.17,5.021333333333334,1.223
2000-10-13,4.39,1.0,5.002666666666666,1.2146666666666668
2000-10-14,4.75,1.21,5.025,1.2106666666666663
2000-10-15,5.14,1.22,5.058000000000001,1.2096666666666667
2000-10-16,4.54,1.19,5.049666666666667,1.2046666666666668
2000-10-17,4.24,1.26,5.005,1.2056666666666664
2000-10-18,4.08,1.24,4.996333333333333,1.208
2000-10-19,3.45,1.15,4.973666666666667,1.206
2000-10-20,3.74,1.22,4.956666666666666,1.2086666666666666
2000-10-21,4.35,1.22,4.965000000000001,1.2149999999999999
2000-10-22,4.36,1.19,4.993666666666667,1.2186666666666668
2000-10-23,4.53,1.26,4.999,1.2263333333333333
2000-10-24,4.42,1.34,4.956333333333333,1.2300000000000002
2000-10-25,5.48,1.09,4.953,1.2203333333333333
2000-10-26,3.99,1.25,4.957,1.2209999999999999
2000-10-27,3.62,1.21,4.893666666666666,1.2186666666666668
2000-10-28,3.59,1.29,4.837999999999999,1.2169999999999999
2000-10-29,3.91,1.21,4.768,1.213
2000-10-30,4.55,1.18,4.721666666666667,1.2173333333333332
2000-10-31,5.59,1.34,4.700333333333333,1.2226666666666666
2000-11-01,4.92,1.21,4.668666666666667,1.2226666666666666
2000-11-02,4.49,1.19,4.674666666666667,1.2220000000000002
2000-11-03,5.22,1.21,4.682,1.221
2000-11-04,6.25,1.27,4.695666666666667,1.2166666666666666
2000-11-05,3.7,1.27,4.641333333333333,1.2160000000000002
2000-11-06,5.41,1.27,4.655,1.2203333333333333
2000-11-07,4.76,1.41,4.622,1.2286666666666666
2000-11-08,4.68,1.26,4.6080000000000005,1.2303333333333333
2000-11-09,4.86,1.21,4.599333333333333,1.2280000000000002
2000-11-10,4.32,1.2,4.551333333333333,1.2246666666666666
2000-11-11,3.67,1.37,4.5,1.2313333333333332
2000-11-12,4.22,1.22,4.4943333333333335,1.2386666666666666
2000-11-13,3.7,1.17,4.459333333333333,1.2373333333333334
2000-11-14,3.51,1.36,4.405,1.242
2000-11-15,4.18,1.44,4.393,1.2503333333333333
2000-11-16,4.71,1.42,4.408666666666667,1.2556666666666667
2000-11-17,4.18,1.27,4.412,1.2566666666666668
2000-11-18,4.45,1.36,4.445333333333334,1.2636666666666667
2000-11-19,5.31,1.33,4.4976666666666665,1.2673333333333334
2000-11-20,4.63,1.34,4.507000000000001,1.2713333333333334
2000-11-21,3.19,1.21,4.468,1.2719999999999998
2000-11-22,3.56,1.1,4.435666666666666,1.2666666666666666
2000-11-23,3.32,1.21,4.399,1.2623333333333333
2000-11-24,5.63,1.16,4.404,1.2646666666666666
2000-11-25,5.49,1.34,4.453999999999999,1.2676666666666667
2000-11-26,5.13,1.34,4.504333333333334,1.2719999999999998
2000-11-27,4.96,1.33,4.55,1.2733333333333334
2000-11-28,3.98,1.23,4.552333333333334,1.274
2000-11-29,4.39,1.21,4.547,1.275
2000-11-30,4.4,1.18,4.507333333333333,1.2696666666666665
2000-12-01,5.2,1.39,4.516666666666667,1.2756666666666667
2000-12-02,5.02,1.18,4.5343333333333335,1.2753333333333332
2000-12-03,5.75,1.12,4.5520000000000005,1.272333333333333
2000-12-04,4.85,1.25,4.505333333333334,1.2716666666666667
2000-12-05,4.57,1.3,4.5343333333333335,1.2726666666666666
2000-12-06,5.89,1.22,4.550333333333333,1.2710000000000001
2000-12-07,5.37,1.26,4.570666666666667,1.2659999999999998
2000-12-08,4.26,1.27,4.556666666666667,1.2663333333333333
2000-12-09,4.56,1.17,4.546666666666667,1.2650000000000001
2000-12-10,4.93,1.23,4.567000000000001,1.2659999999999998
2000-12-11,4.29,1.26,4.587666666666666,1.2623333333333333
2000-12-12,4.5,1.22,4.5969999999999995,1.2623333333333333
2000-12-13,4.55,1.24,4.625333333333333,1.2646666666666666
2000-12-14,3.54,1.42,4.626333333333333,1.2666666666666666
2000-12-15,2.95,1.35,4.585333333333334,1.2636666666666667
2001-01-18,5.24,1.35,4.603,1.2613333333333334
2001-01-19,4.51,1.36,4.614,1.2643333333333335
2001-01-20,3.88,1.27,4.595,1.2613333333333332
2001-01-21,3.66,1.3,4.54,1.2603333333333333
2001-01-22,4.93,1.29,4.55,1.2586666666666668
2001-01-23,5.16,1.27,4.615666666666667,1.2606666666666666
2001-01-24,5.65,1.38,4.685333333333333,1.27
2001-01-25,5.84,1.33,4.769333333333333,1.274
2001-01-26,4.23,1.37,4.722666666666666,1.2810000000000001
2001-01-27,4.23,1.25,4.680666666666667,1.278
2001-01-28,4.12,1.23,4.647,1.2743333333333335
2001-01-29,3.91,1.29,4.612,1.273
2001-01-30,4.19,1.32,4.619,1.276
2001-01-31,3.07,1.15,4.575,1.274
2001-02-01,3.15,1.18,4.533333333333333,1.274
2001-02-02,4.54,1.15,4.511333333333334,1.2659999999999998
2001-02-03,5.17,1.27,4.516333333333334,1.269
2001-02-04,4.74,1.07,4.482666666666666,1.2673333333333334
2001-02-05,5.22,1.12,4.495,1.2630000000000001
2001-02-06,4.43,1.17,4.490333333333334,1.2586666666666666
2001-02-07,3.75,1.26,4.419,1.26
2001-02-08,3.01,1.27,4.340333333333334,1.2603333333333333
2001-02-09,3.71,1.28,4.322,1.2606666666666666
2001-02-10,4.83,1.26,4.331,1.2636666666666665
2001-02-11,3.66,1.32,4.288666666666667,1.2666666666666666
2001-02-12,4.92,1.29,4.309666666666667,1.2676666666666667
2001-02-13,4.54,1.47,4.310999999999999,1.276
2001-02-14,4.12,1.4,4.296666666666667,1.2813333333333332
2001-02-15,3.67,1.35,4.301,1.279
2001-02-16,3.69,1.2,4.325666666666667,1.274
2001-02-17,4.38,1.3,4.297,1.2723333333333333
2001-02-18,5.11,1.32,4.317000000000001,1.271
2001-02-19,3.24,1.31,4.2956666666666665,1.2723333333333333
2001-02-20,4.1,1.27,4.310333333333333,1.2713333333333334
2001-02-21,4.39,1.23,4.292333333333334,1.2693333333333332
2001-02-22,3.39,1.34,4.233333333333333,1.271666666666667
2001-02-23,3.85,1.41,4.173333333333334,1.2726666666666666
2001-02-24,4.43,1.31,4.126333333333333,1.272
2001-02-25,4.98,1.16,4.151333333333333,1.2650000000000001
2001-02-26,3.74,1.21,4.135,1.2636666666666667
2001-02-27,4.13,1.19,4.1353333333333335,1.2623333333333333
2001-02-28,3.8,1.24,4.131666666666667,1.2606666666666666
2001-03-01,3.3,1.25,4.101999999999999,1.2583333333333333
2001-03-02,3.41,1.33,4.113333333333333,1.2643333333333333
2001-03-03,4.24,1.36,4.149666666666667,1.2703333333333333
2001-03-04,4.65,1.25,4.153333333333333,1.2736666666666667
2001-03-05,4.49,1.36,4.1306666666666665,1.2766666666666666
2001-03-06,4.03,1.37,4.107,1.2866666666666666
2001-03-07,3.23,1.29,4.040666666666667,1.2923333333333333
2001-03-08,3.8,1.24,4.019666666666667,1.2946666666666669
2001-03-09,5.13,1.3,4.065666666666667,1.296
2001-03-10,5.33,1.26,4.143,1.2956666666666665
2001-03-11,5.28,1.38,4.195333333333333,1.299
2001-03-12,3.83,1.29,4.162,1.3
2001-03-13,4.09,1.24,4.176333333333333,1.2973333333333334
2001-03-14,3.69,1.26,4.1353333333333335,1.2963333333333333
2001-03-15,3.99,1.45,4.117,1.2956666666666667
2001-03-16,4.06,1.39,4.114999999999999,1.2953333333333332
2001-03-17,3.84,1.31,4.120666666666667,1.294
2001-03-18,4.35,1.25,4.142666666666667,1.2956666666666665
2001-03-19,3.63,1.32,4.117666666666667,1.2963333333333333
2001-03-20,3.53,1.37,4.065,1.2980000000000003
2001-03-21,4.15,1.18,4.0953333333333335,1.2936666666666667
2001-03-22,4.33,1.19,4.103,1.291
2001-03-23,3.52,1.29,4.074,1.293
2001-03-24,3.3,1.36,4.071,1.2936666666666667
2001-03-25,4.86,1.26,4.104666666666667,1.2886666666666666
2001-03-26,4.77,1.35,4.116,1.2899999999999998
2001-03-27,4.96,1.3,4.115333333333334,1.2946666666666669
2001-03-28,3.79,1.41,4.117,1.3013333333333332
2001-03-29,4.69,1.36,4.135666666666667,1.307
2001-03-30,3.85,1.25,4.137333333333333,1.3073333333333332
2001-03-31,4.15,1.29,4.1656666666666675,1.3086666666666666
2001-04-01,5.35,1.42,4.230333333333333,1.3116666666666668
2001-04-02,4.98,1.18,4.255,1.3056666666666668
2001-04-03,3.36,1.25,4.212,1.3056666666666668
2001-04-04,3.92,1.32,4.1930000000000005,1.3043333333333333
2001-04-05,4.23,1.31,4.199666666666666,1.3023333333333333
2001-04-06,4.66,1.24,4.247333333333334,1.3006666666666669
2001-04-07,3.13,1.3,4.225,1.3026666666666666
2001-04-08,4.44,1.37,4.202,1.305
2001-04-09,4.86,1.28,4.186333333333334,1.3056666666666668
2001-04-10,4.1,1.17,4.147,1.2986666666666666
2001-04-11,4.23,1.18,4.160333333333333,1.2950000000000002
2001-04-12,4.84,1.29,4.185333333333333,1.2966666666666666
2001-04-13,4.28,1.37,4.205,1.3003333333333333
2001-04-14,4.43,1.36,4.219666666666667,1.2973333333333334
2001-04-15,3.35,1.35,4.196,1.2959999999999998
2001-04-16,2.82,1.21,4.162,1.2926666666666666
2001-04-17,3.89,1.14,4.1466666666666665,1.2890000000000001
2001-04-18,4.87,1.19,4.188,1.2846666666666666
2001-04-19,5.6,1.25,4.257,1.2806666666666664
2001-04-20,5.1,1.34,4.288666666666667,1.286
2001-04-21,4.57,1.34,4.296666666666667,1.2910000000000001
2001-04-22,4.35,1.25,4.324333333333333,1.2896666666666667
2001-04-23,4.51,1.47,4.3646666666666665,1.2933333333333334
2001-04-24,4.63,1.39,4.357,1.297666666666667
2001-04-25,3.75,1.33,4.3229999999999995,1.2970000000000002
2001-04-26,3.48,1.16,4.273666666666667,1.2923333333333331
2001-04-27,2.56,1.13,4.232666666666667,1.2830000000000001
2001-04-28,4.37,1.22,4.2219999999999995,1.2783333333333333
2001-04-29,4.25,1.25,4.235333333333333,1.2783333333333333
2001-04-30,4.63,1.4,4.251333333333333,1.282
2001-05-01,3.86,1.34,4.201666666666666,1.2793333333333334
2001-05-02,4.09,1.42,4.172,1.2873333333333334
2001-05-03,5.13,1.31,4.231,1.2893333333333332
2001-05-04,5.02,1.37,4.267666666666667,1.2910000000000001
2001-05-05,3.79,1.33,4.253,1.2916666666666667
2001-05-06,4.24,1.21,4.239,1.2906666666666666
2001-05-07,5.05,1.29,4.303,1.2903333333333333
2001-05-08,4.41,1.32,4.3020000000000005,1.2886666666666668
2001-05-09,4.74,1.36,4.298,1.2913333333333334
2001-05-10,4.82,1.26,4.322,1.2943333333333333
2001-05-11,4.64,1.22,4.335666666666667,1.2956666666666665
2001-05-12,4.66,1.32,4.329666666666666,1.2966666666666666
2001-05-13,3.75,1.33,4.311999999999999,1.2953333333333334
2001-05-14,3.53,1.21,4.281999999999999,1.290333333333333
2001-05-15,4.07,1.19,4.306,1.2850000000000001
2001-05-16,3.79,1.25,4.338333333333334,1.2863333333333336
2001-05-17,3.9,1.24,4.338666666666667,1.2896666666666665
2001-05-18,5.12,1.25,4.3469999999999995,1.2916666666666667
2001-05-19,5.25,1.38,4.335333333333334,1.296
2001-05-20,3.83,1.33,4.293,1.2956666666666665
2001-05-21,5.27,1.32,4.316333333333334,1.2949999999999997
2001-05-22,4.27,1.31,4.313666666666666,1.297
2001-05-23,4.1,1.25,4.3,1.2896666666666665
2001-05-24,4.6,1.35,4.299,1.2883333333333333
2001-05-25,4.73,1.26,4.331666666666666,1.286
2001-05-26,3.46,1.19,4.331,1.287
2001-05-27,3.57,1.24,4.3646666666666665,1.2906666666666666
2001-05-28,3.22,1.38,4.326333333333333,1.296
2001-05-29,6.02,1.33,4.3853333333333335,1.2986666666666666
2001-05-30,2.55,1.21,4.316,1.2923333333333333
2001-05-31,4.65,1.42,4.342333333333333,1.2950000000000002
2001-06-01,3.96,1.21,4.337999999999999,1.288
2001-06-02,4.38,1.31,4.313000000000001,1.288
2001-06-03,3.88,1.31,4.275,1.286
2001-06-04,4.56,1.33,4.300666666666667,1.286
2001-06-05,3.98,1.24,4.292,1.287
2001-06-06,5.04,1.21,4.291666666666667,1.2843333333333333
2001-06-07,4.28,1.31,4.287333333333334,1.2839999999999998
2001-06-08,3.49,1.3,4.245666666666667,1.282
2001-06-09,4.67,1.2,4.240666666666667,1.28
2001-06-10,5.01,1.19,4.252999999999999,1.2790000000000001
2001-06-11,3.83,1.28,4.225333333333333,1.277666666666667
2001-06-12,3.57,1.33,4.219333333333333,1.2776666666666665
