Date,population_million,urbanization_pct,population_million_MA30,urbanization_pct_MA30
2000-06-03,41.12,55.51,41.105000000000004,55.971333333333334
2000-06-04,41.15,55.96,41.10933333333334,55.998333333333335
2000-06-05,41.41,55.0,41.11333333333333,56.04233333333333
2000-06-06,41.5,55.39,41.133,56.03666666666666
2000-06-07,41.05,55.51,41.129666666666665,56.03933333333334
2000-06-08,40.9,54.85,41.13333333333333,56.093
2000-06-09,40.98,56.74,41.13966666666667,56.02633333333334
2000-06-10,41.34,56.56,41.16,55.994666666666674
2000-06-11,41.29,53.38,41.16266666666666,55.928666666666665
2000-06-12,41.43,50.91,41.168,55.75633333333334
2000-06-13,41.21,52.37,41.17166666666667,55.72333333333333
2000-06-14,41.22,52.3,41.16433333333334,55.66566666666667
2000-06-15,41.05,51.14,41.14933333333333,55.57233333333333
2000-06-16,41.39,53.32,41.14933333333333,55.43133333333333
2000-06-17,41.02,54.81,41.16033333333334,55.49633333333334
2000-06-18,41.51,57.14,41.17966666666667,55.611
2000-06-19,41.29,54.62,41.17266666666667,55.644000000000005
2000-06-20,41.27,53.84,41.175333333333334,55.580666666666666
2000-06-21,41.12,53.65,41.184333333333335,55.419000000000004
2000-06-22,41.0,54.81,41.18133333333333,55.452666666666666
2000-06-23,40.97,53.62,41.187666666666665,55.43633333333333
2000-06-24,41.03,53.39,41.17999999999999,55.26933333333333
2000-06-25,41.07,53.05,41.18233333333333,55.03066666666666
2000-06-26,40.98,53.65,41.18066666666667,54.830000000000005
2000-06-27,41.6,52.71,41.19266666666667,54.650666666666666
2000-06-28,41.26,53.55,41.198,54.49066666666667
2000-06-29,41.31,54.98,41.20033333333333,54.474000000000004
2000-06-30,41.17,58.88,41.20133333333333,54.473333333333336
2000-07-01,41.19,56.71,41.20466666666667,54.47633333333333
2000-07-02,41.43,56.88,41.20866666666666,54.507666666666665
2000-07-03,41.51,55.65,41.22166666666667,54.51233333333333
2000-07-04,41.58,55.92,41.236,54.510999999999996
2000-07-05,41.21,54.33,41.22933333333334,54.48866666666666
2000-07-06,40.93,54.97,41.21033333333333,54.474666666666664
2000-07-07,40.88,53.14,41.20466666666667,54.39566666666667
2000-07-08,40.95,55.36,41.20633333333333,54.41266666666666
2000-07-09,40.88,53.6,41.202999999999996,54.30799999999999
2000-07-10,41.15,55.34,41.19666666666667,54.26733333333333
2000-07-11,41.55,57.26,41.205333333333336,54.39666666666667
2000-07-12,41.14,53.55,41.19566666666667,54.48466666666666
2000-07-13,41.09,56.23,41.19166666666667,54.61333333333334
2000-07-14,41.1,52.73,41.187666666666665,54.62766666666666
2000-07-15,41.39,56.95,41.199,54.821333333333335
2000-07-16,41.09,53.15,41.18899999999999,54.815666666666665
2000-07-17,41.09,54.49,41.19133333333333,54.80499999999999
2000-07-18,41.58,56.66,41.193666666666665,54.789
2000-07-19,41.41,56.93,41.19766666666667,54.866
2000-07-20,41.1,56.59,41.192,54.95766666666667
2000-07-21,41.15,55.68,41.193000000000005,55.025333333333336
2000-07-22,40.78,56.37,41.18566666666667,55.07733333333333
2000-07-23,41.09,55.68,41.18966666666667,55.146
2000-07-24,41.21,54.95,41.19566666666667,55.198
2000-07-25,41.1,52.32,41.196666666666665,55.17366666666667
2000-07-26,41.46,54.61,41.212666666666664,55.20566666666666
2000-07-27,41.27,56.15,41.20166666666667,55.32033333333333
2000-07-28,41.39,56.85,41.206,55.43033333333333
2000-07-29,41.22,58.83,41.203,55.55866666666667
2000-07-30,41.22,56.76,41.20466666666667,55.48800000000001
2000-07-31,41.14,53.65,41.202999999999996,55.385999999999996
2000-08-01,41.1,51.51,41.19200000000001,55.206999999999994
2000-08-02,41.02,54.23,41.175666666666665,55.159666666666666
2000-08-03,40.98,56.21,41.15566666666667,55.169333333333334
2000-08-04,41.12,57.53,41.15266666666666,55.275999999999996
2000-08-05,41.09,55.63,41.158,55.298
2000-08-06,41.46,57.48,41.17733333333333,55.44266666666667
2000-08-07,41.51,55.38,41.196,55.443333333333335
2000-08-08,41.05,54.42,41.201666666666675,55.47066666666667
2000-08-09,41.26,50.66,41.205333333333336,55.31466666666667
2000-08-10,41.15,55.31,41.192,55.24966666666667
2000-08-11,41.1,57.03,41.190666666666665,55.36566666666667
2000-08-12,40.93,56.76,41.18533333333333,55.38333333333333
2000-08-13,40.97,54.59,41.181000000000004,55.44533333333333
2000-08-14,41.07,55.94,41.17033333333333,55.41166666666666
2000-08-15,40.95,55.96,41.16566666666667,55.50533333333333
2000-08-16,41.0,52.32,41.16266666666666,55.433
2000-08-17,41.02,51.56,41.144,55.263
2000-08-18,41.09,55.63,41.13333333333333,55.21966666666666
2000-08-19,41.46,59.21,41.14533333333334,55.307
2000-08-20,41.24,54.73,41.148333333333326,55.275333333333336
2000-08-21,41.24,52.9,41.163666666666664,55.159666666666666
2000-08-22,41.31,53.72,41.17100000000001,55.09433333333333
2000-08-23,41.12,57.21,41.168,55.169666666666664
2000-08-24,41.09,57.89,41.167666666666676,55.355333333333334
2000-08-25,41.36,55.87,41.16433333333334,55.397333333333336
2000-08-26,41.38,52.98,41.168000000000006,55.291666666666664
2000-08-27,41.19,54.57,41.16133333333333,55.21566666666667
2000-08-28,41.48,52.79,41.169999999999995,55.014333333333326
2000-08-29,41.36,54.06,41.17466666666667,54.92433333333334
2000-08-30,40.98,58.79,41.16933333333334,55.09566666666667
2000-08-31,41.53,55.27,41.18366666666667,55.221000000000004
2000-09-01,41.02,52.45,41.18366666666667,55.16166666666667
2000-09-02,40.78,56.62,41.177,55.175333333333334
2000-09-03,41.19,54.25,41.17933333333334,55.066
2000-09-04,41.46,56.93,41.19166666666667,55.10933333333333
2000-09-05,41.14,54.71,41.181000000000004,55.017
2000-09-06,41.17,54.81,41.16966666666667,54.998000000000005
2000-09-07,41.17,53.77,41.17366666666666,54.97633333333333
2000-09-08,41.21,52.04,41.172,55.02233333333333
2000-09-09,41.07,54.35,41.16933333333334,54.99033333333333
2000-09-10,41.31,54.21,41.17633333333333,54.89633333333333
2000-09-11,41.5,53.29,41.19533333333334,54.78066666666667
2000-09-12,41.43,56.9,41.210666666666675,54.85766666666667
2000-09-13,41.17,55.32,41.214000000000006,54.837
2000-09-14,41.27,53.21,41.224666666666664,54.74533333333333
2000-09-15,41.24,52.47,41.23266666666667,54.75033333333333
2000-09-16,40.98,51.72,41.23133333333333,54.75566666666667
2000-09-17,41.1,54.5,41.23166666666667,54.717999999999996
2000-09-18,41.48,57.15,41.23233333333333,54.64933333333333
2000-09-19,41.6,57.99,41.24433333333334,54.758
2000-09-20,41.05,52.21,41.23800000000001,54.73500000000001
2000-09-21,41.22,57.43,41.235,54.858666666666664
2000-09-22,41.22,54.66,41.23833333333334,54.77366666666667
2000-09-23,41.02,56.64,41.236,54.73199999999999
2000-09-24,41.24,51.55,41.232,54.588
2000-09-25,41.02,55.75,41.22,54.68033333333334
2000-09-26,40.83,52.52,41.208,54.612
2000-09-27,40.76,54.06,41.184,54.654333333333334
2000-09-28,40.74,55.51,41.16333333333333,54.702666666666666
2000-09-29,41.1,58.03,41.16733333333333,54.67733333333333
2000-09-30,41.7,54.56,41.173,54.653666666666666
2000-10-01,41.27,53.1,41.181333333333335,54.675333333333334
2000-10-02,41.44,56.69,41.20333333333333,54.677666666666674
2000-10-03,41.21,59.91,41.20399999999999,54.86633333333334
2000-10-04,41.07,59.72,41.191,54.95933333333333
2000-10-05,41.1,55.15,41.18966666666667,54.974000000000004
2000-10-06,41.63,52.88,41.205,54.909666666666666
2000-10-07,41.51,54.62,41.21633333333333,54.938
2000-10-08,41.02,53.58,41.21000000000001,54.989333333333335
2000-10-09,40.91,55.09,41.20466666666666,55.013999999999996
2000-10-10,41.24,52.69,41.20233333333333,54.96333333333334
2000-10-11,41.0,54.28,41.18566666666666,54.99633333333333
2000-10-12,40.52,54.57,41.15533333333333,54.91866666666667
2000-10-13,41.22,53.14,41.157000000000004,54.846
2000-10-14,41.0,52.97,41.148,54.838
2000-10-15,41.27,56.59,41.149,54.97533333333333
2000-10-16,41.38,55.26,41.162333333333336,55.093333333333334
2000-10-17,41.07,52.42,41.16133333333333,55.024
2000-10-18,40.98,54.49,41.14466666666667,54.93533333333333
2000-10-19,40.79,59.68,41.117666666666665,54.99166666666667
2000-10-20,41.34,55.12,41.12733333333333,55.08866666666666
2000-10-21,41.05,53.92,41.12166666666667,54.97166666666667
2000-10-22,41.07,53.82,41.11666666666667,54.943666666666665
2000-10-23,41.29,56.09,41.12566666666667,54.92533333333334
2000-10-24,41.27,56.08,41.126666666666665,55.07633333333333
2000-10-25,41.34,55.07,41.13733333333334,55.053666666666665
2000-10-26,41.53,52.79,41.16066666666667,55.062666666666665
2000-10-27,41.39,53.65,41.181666666666665,55.049
2000-10-28,41.29,53.91,41.2,54.995666666666665
2000-10-29,41.03,55.48,41.19766666666666,54.910666666666664
2000-10-30,41.15,54.35,41.17933333333334,54.90366666666667
2000-10-31,41.14,55.75,41.175,54.992
2000-11-01,41.0,56.45,41.16033333333334,54.984
2000-11-02,41.14,55.72,41.158,54.84433333333333
2000-11-03,40.95,57.58,41.154,54.773
2000-11-04,41.17,54.21,41.156333333333336,54.74166666666667
2000-11-05,41.12,54.23,41.13933333333333,54.78666666666667
2000-11-06,40.97,54.76,41.12133333333334,54.791333333333334
2000-11-07,41.21,51.77,41.12766666666666,54.731
2000-11-08,40.86,53.26,41.126,54.67
2000-11-09,40.95,55.29,41.11633333333334,54.75666666666667
2000-11-10,41.36,57.53,41.12833333333334,54.865
2000-11-11,41.09,54.06,41.147333333333336,54.848
2000-11-12,43.0,56.91,41.20666666666667,54.97366666666667
2000-11-13,41.41,55.31,41.220333333333336,55.05166666666666
2000-11-14,41.21,56.69,41.218333333333334,55.055
2000-11-15,41.17,56.01,41.21133333333333,55.080000000000005
2000-11-16,41.26,55.92,41.217666666666666,55.19666666666667
2000-11-17,41.36,53.74,41.230333333333334,55.17166666666667
2000-11-18,41.58,55.8,41.25666666666667,55.04233333333333
2000-11-19,40.81,58.28,41.239000000000004,55.147666666666666
2000-11-20,41.22,53.62,41.24466666666667,55.13766666666666
2000-11-21,41.63,56.71,41.263333333333335,55.234
2000-11-22,41.53,57.53,41.27133333333334,55.282
2000-11-23,41.19,55.09,41.26866666666667,55.249
2000-11-24,41.14,53.36,41.26199999999999,55.192
2000-11-25,41.09,57.5,41.24733333333333,55.349000000000004
2000-11-26,41.29,57.19,41.24400000000001,55.467
2000-11-27,41.48,54.2,41.25033333333333,55.476666666666674
2000-11-28,41.27,55.84,41.25833333333334,55.48866666666667
2000-11-29,41.09,55.97,41.25633333333334,55.54266666666667
2000-11-30,41.32,58.59,41.26233333333333,55.63733333333333
2000-12-01,41.26,54.64,41.270999999999994,55.577
2000-12-02,41.55,55.53,41.284666666666666,55.57066666666667
2000-12-03,41.27,53.41,41.29533333333334,55.431666666666665
2000-12-04,41.32,54.18,41.300333333333334,55.43066666666666
2000-12-05,41.14,52.86,41.301,55.385
2000-12-06,40.93,52.37,41.29966666666667,55.30533333333333
2000-12-07,41.19,53.68,41.299,55.369
2000-12-08,41.26,53.92,41.312333333333335,55.391
2000-12-09,41.19,52.86,41.32033333333334,55.309999999999995
2000-12-10,41.15,55.5,41.313333333333325,55.242333333333335
2000-12-11,41.36,54.42,41.32233333333333,55.254333333333335
2000-12-12,40.91,55.75,41.25266666666666,55.21566666666667
2000-12-13,41.05,54.64,41.24066666666666,55.193333333333335
2000-12-14,41.21,54.09,41.24066666666667,55.10666666666667
2000-12-15,41.21,56.88,41.242,55.135666666666665
2001-01-05,43.0,61.0,41.3,55.30499999999999
2001-01-06,43.0,61.0,41.35466666666666,55.547
2001-01-07,43.0,61.0,41.402,55.72033333333333
2001-01-08,43.0,61.0,41.475,55.811
2001-01-09,43.0,61.0,41.53433333333333,56.057
2001-01-10,43.0,61.0,41.58,56.2
2001-01-11,43.0,61.0,41.629,56.315666666666665
2001-01-12,43.0,61.0,41.68933333333334,56.51266666666666
2001-01-13,43.0,61.0,41.751333333333335,56.76733333333333
2001-01-14,43.0,61.0,41.815000000000005,56.884
2001-01-18,41.32,53.32,41.815999999999995,56.755
2001-01-19,41.09,55.12,41.803000000000004,56.785666666666664
2001-01-20,41.48,54.32,41.809999999999995,56.735
2001-01-21,40.78,56.52,41.79966666666667,56.75333333333333
2001-01-22,41.31,56.5,41.79933333333334,56.68366666666667
2001-01-23,41.24,51.62,41.79866666666667,56.583
2001-01-24,41.7,56.03,41.80366666666667,56.599666666666664
2001-01-25,41.7,52.76,41.818000000000005,56.577999999999996
2001-01-26,41.44,57.34,41.821999999999996,56.68333333333333
2001-01-27,41.43,55.92,41.83166666666667,56.785333333333334
2001-01-28,41.29,54.03,41.843666666666664,56.84066666666667
2001-01-29,40.95,52.86,41.83566666666666,56.81333333333334
2001-01-30,40.93,55.82,41.824666666666666,56.876666666666665
2001-01-31,41.38,58.33,41.830999999999996,57.059
2001-02-01,41.34,53.7,41.83733333333334,56.999
2001-02-02,41.32,54.04,41.836,56.98633333333333
2001-02-03,41.03,52.64,41.84,56.882666666666665
2001-02-04,41.26,56.69,41.847,56.951
2001-02-05,41.41,54.83,41.85366666666667,56.97566666666667
2001-02-06,41.07,54.44,41.849000000000004,56.894333333333336
2001-02-07,41.15,53.67,41.787333333333336,56.65
2001-02-08,41.05,52.13,41.72233333333334,56.35433333333334
2001-02-09,41.15,55.44,41.660666666666664,56.169000000000004
2001-02-10,41.44,56.01,41.608666666666664,56.00266666666667
2001-02-11,41.58,55.38,41.56133333333334,55.815333333333335
2001-02-12,41.34,55.91,41.506,55.64566666666667
2001-02-13,41.5,55.03,41.456,55.44666666666667
2001-02-14,41.68,55.53,41.412000000000006,55.26433333333333
2001-02-15,41.39,53.6,41.358333333333334,55.01766666666666
2001-02-16,41.48,51.91,41.30766666666667,54.714666666666666
2001-02-17,41.19,52.52,41.303333333333335,54.687999999999995
2001-02-18,41.43,54.47,41.31466666666667,54.666333333333334
2001-02-19,41.31,54.86,41.309,54.684333333333335
2001-02-20,41.07,53.15,41.318666666666665,54.572
2001-02-21,40.9,55.56,41.305,54.54066666666667
2001-02-22,40.93,57.96,41.294666666666664,54.751999999999995
2001-02-23,41.38,55.96,41.284,54.74966666666667
2001-02-24,41.09,54.3,41.26366666666666,54.801
2001-02-25,41.27,55.58,41.258,54.742333333333335
2001-02-26,41.15,56.83,41.248666666666665,54.772666666666666
2001-02-27,41.21,52.68,41.246,54.727666666666664
2001-02-28,41.07,51.79,41.25,54.692
2001-03-01,41.26,53.72,41.260999999999996,54.62199999999999
2001-03-02,40.95,54.18,41.24666666666667,54.483666666666664
2001-03-03,40.98,50.03,41.23466666666666,54.36133333333333
2001-03-04,40.98,50.45,41.223333333333336,54.24166666666667
2001-03-05,41.17,53.38,41.227999999999994,54.266333333333336
2001-03-06,41.27,54.83,41.22833333333334,54.20433333333334
2001-03-07,41.39,54.74,41.227666666666664,54.20133333333333
2001-03-08,41.31,53.39,41.23566666666667,54.16633333333333
2001-03-09,41.22,53.15,41.23799999999999,54.149
2001-03-10,41.43,53.91,41.25066666666667,54.208333333333336
2001-03-11,41.17,54.78,41.25133333333334,54.18633333333333
2001-03-12,41.27,54.47,41.24566666666667,54.135
2001-03-13,41.41,55.09,41.239999999999995,54.12533333333333
2001-03-14,41.14,55.03,41.233333333333334,54.096
2001-03-15,41.31,53.8,41.227,54.05499999999999
2001-03-16,41.36,52.11,41.21633333333333,53.941
2001-03-17,41.56,52.3,41.222,53.897666666666666
2001-03-18,41.65,53.36,41.227666666666664,53.946
2001-03-19,41.39,53.94,41.23433333333333,53.99333333333333
2001-03-20,41.03,53.15,41.221,53.949333333333335
2001-03-21,41.0,52.18,41.21066666666666,53.86000000000001
2001-03-22,41.29,55.67,41.217999999999996,53.943999999999996
2001-03-23,41.6,54.38,41.24133333333334,53.90466666666667
2001-03-24,41.17,54.56,41.24933333333333,53.791333333333334
2001-03-25,41.02,50.81,41.23733333333333,53.61966666666667
2001-03-26,41.05,54.42,41.236000000000004,53.623666666666665
2001-03-27,41.21,53.19,41.234,53.544000000000004
2001-03-28,41.0,53.24,41.229,53.42433333333334
2001-03-29,41.05,53.41,41.22366666666667,53.44866666666667
2001-03-30,41.34,54.56,41.23266666666667,53.541000000000004
2001-03-31,41.36,54.52,41.236,53.567666666666675
2001-04-01,41.26,53.36,41.24633333333334,53.540333333333336
2001-04-02,41.22,55.68,41.25433333333333,53.72866666666667
2001-04-03,41.14,51.94,41.25966666666667,53.778333333333336
2001-04-04,41.26,52.21,41.26266666666667,53.73933333333333
2001-04-05,40.95,55.6,41.251999999999995,53.765
2001-04-06,41.58,57.07,41.25833333333333,53.842666666666666
2001-04-07,41.43,53.0,41.26233333333334,53.82966666666666
2001-04-08,41.24,55.02,41.263000000000005,53.892
2001-04-09,41.15,51.51,41.25366666666666,53.812
2001-04-10,41.24,52.5,41.25599999999999,53.736
2001-04-11,41.46,52.97,41.26233333333333,53.686
2001-04-12,41.67,55.26,41.271,53.69166666666667
2001-04-13,41.65,54.97,41.288,53.68966666666667
2001-04-14,41.51,54.08,41.29466666666667,53.699
2001-04-15,41.24,52.85,41.29066666666666,53.72366666666667
2001-04-16,41.0,54.3,41.272,53.790333333333336
2001-04-17,41.02,53.46,41.251000000000005,53.793666666666674
2001-04-18,41.07,53.38,41.24033333333333,53.775
2001-04-19,41.32,54.57,41.25,53.82233333333333
2001-04-20,41.38,52.42,41.26266666666667,53.83033333333333
2001-04-21,41.27,54.57,41.26200000000001,53.79366666666667
2001-04-22,41.31,53.74,41.25233333333333,53.77233333333333
2001-04-23,41.38,54.42,41.25933333333334,53.76766666666666
2001-04-24,41.55,52.71,41.27700000000001,53.831
2001-04-25,41.36,53.97,41.28733333333333,53.816
2001-04-26,41.22,56.04,41.28766666666666,53.910999999999994
2001-04-27,40.71,50.69,41.278000000000006,53.826
2001-04-28,41.32,52.45,41.287,53.794000000000004
2001-04-29,41.24,55.31,41.28366666666667,53.818999999999996
2001-04-30,41.46,54.26,41.287000000000006,53.81033333333333
2001-05-01,41.34,52.52,41.28966666666666,53.782333333333334
2001-05-02,41.55,50.81,41.30066666666667,53.62
2001-05-03,41.6,52.47,41.316,53.63766666666666
2001-05-04,41.41,51.75,41.321000000000005,53.62233333333334
2001-05-05,41.44,51.99,41.337333333333326,53.501999999999995
2001-05-06,40.9,52.78,41.31466666666667,53.359
2001-05-07,41.38,53.0,41.312999999999995,53.359
2001-05-08,40.95,56.81,41.30333333333333,53.41866666666667
2001-05-09,41.1,55.21,41.30166666666667,53.542
2001-05-10,40.93,54.06,41.291333333333334,53.59400000000001
2001-05-11,41.31,53.7,41.28633333333334,53.61833333333333
2001-05-12,41.62,51.44,41.284666666666666,53.491
2001-05-13,41.29,50.11,41.27266666666666,53.329
2001-05-14,40.86,54.91,41.251,53.35666666666667
2001-05-15,41.31,54.11,41.25333333333333,53.39866666666667
2001-05-16,41.41,53.12,41.267,53.35933333333333
2001-05-17,41.53,57.5,41.284,53.494
2001-05-18,41.32,58.18,41.29233333333333,53.654
2001-05-19,41.26,54.16,41.290333333333336,53.640333333333324
2001-05-20,40.74,55.46,41.269,53.74166666666667
2001-05-21,41.05,54.42,41.26166666666666,53.736666666666665
2001-05-22,41.24,57.46,41.25933333333333,53.860666666666674
2001-05-23,41.29,57.12,41.25633333333333,53.95066666666666
2001-05-24,41.29,53.44,41.24766666666666,53.975
2001-05-25,41.31,54.06,41.246,53.977999999999994
2001-05-26,40.93,53.84,41.23633333333333,53.90466666666667
2001-05-27,41.38,53.41,41.25866666666666,53.99533333333333
2001-05-28,41.27,57.51,41.257,54.163999999999994
2001-05-29,41.17,58.23,41.25466666666667,54.26133333333333
2001-05-30,41.43,55.92,41.25366666666666,54.31666666666667
2001-05-31,41.58,48.97,41.26166666666667,54.19833333333334
2001-06-01,41.09,48.5,41.24633333333333,54.12133333333334
2001-06-02,41.21,52.5,41.233333333333334,54.12233333333334
2001-06-03,41.48,54.5,41.23566666666667,54.214000000000006
2001-06-04,41.07,54.03,41.223333333333336,54.282000000000004
2001-06-05,41.21,54.93,41.233666666666664,54.35366666666667
2001-06-06,40.62,53.94,41.208333333333336,54.385
2001-06-07,40.88,54.9,41.206,54.321333333333335
2001-06-08,41.36,53.41,41.21466666666666,54.26133333333334
2001-06-09,41.32,53.87,41.22766666666667,54.254999999999995
2001-06-10,41.65,53.72,41.239,54.25566666666667
