Date,inflation_rate,unemployment_rate,inflation_rate_MA30,unemployment_rate_MA30
2000-05-27,3.18,6.0,2.8320000000000003,5.684
2000-05-28,2.44,3.54,2.852,5.557333333333333
2000-05-29,2.36,4.94,2.817,5.547
2000-05-30,1.6,6.21,2.774333333333333,5.5713333333333335
2000-05-31,3.05,5.76,2.7856666666666663,5.5776666666666666
2000-06-01,3.3,7.16,2.7700000000000005,5.644
2000-06-02,3.49,5.53,2.7976666666666667,5.644333333333333
2000-06-03,2.88,5.9,2.812,5.677333333333333
2000-06-04,2.49,5.37,2.821,5.624
2000-06-05,3.13,6.36,2.8366666666666664,5.626666666666667
2000-06-06,2.59,6.27,2.81,5.672666666666667
2000-06-07,2.24,5.61,2.7746666666666666,5.669333333333333
2000-06-08,2.69,6.22,2.7786666666666666,5.6803333333333335
2000-06-09,3.11,7.09,2.7689999999999997,5.737333333333334
2000-06-10,2.84,6.2,2.792333333333333,5.779333333333333
2000-06-11,2.16,5.49,2.774,5.815
2000-06-12,2.67,7.31,2.7766666666666664,5.890666666666666
2000-06-13,3.18,5.01,2.7803333333333335,5.9110000000000005
2000-06-14,2.21,5.48,2.7776666666666667,5.882666666666666
2000-06-15,2.05,5.56,2.7496666666666667,5.870333333333333
2000-06-16,1.69,5.65,2.684333333333333,5.888333333333334
2000-06-17,1.73,6.02,2.6426666666666665,5.871666666666667
2000-06-18,2.58,4.91,2.655666666666667,5.858333333333333
2000-06-19,2.88,5.4,2.6753333333333336,5.865333333333334
2000-06-20,3.3,4.59,2.686666666666667,5.787999999999999
2000-06-21,3.22,4.46,2.691666666666667,5.712
2000-06-22,2.76,5.68,2.6653333333333338,5.659666666666666
2000-06-23,2.52,6.21,2.6763333333333335,5.6543333333333345
2000-06-24,2.51,6.24,2.685,5.686333333333334
2000-06-25,2.4,6.93,2.6416666666666666,5.77
2000-06-26,3.13,5.62,2.6399999999999997,5.757333333333333
2000-06-27,2.79,5.9,2.6516666666666664,5.836
2000-06-28,3.31,5.88,2.683333333333333,5.867333333333334
2000-06-29,3.13,4.57,2.7343333333333333,5.812666666666667
2000-06-30,2.79,5.96,2.725666666666667,5.819333333333334
2000-07-01,2.56,5.47,2.7009999999999996,5.763000000000001
2000-07-02,3.53,5.06,2.7023333333333333,5.747333333333334
2000-07-03,2.8,7.07,2.699666666666667,5.786333333333333
2000-07-04,2.65,5.4,2.7049999999999996,5.787333333333334
2000-07-05,2.69,4.91,2.6903333333333332,5.739
2000-07-06,3.3,4.38,2.7139999999999995,5.676
2000-07-07,2.61,7.07,2.7263333333333337,5.724666666666666
2000-07-08,2.73,4.95,2.7276666666666665,5.682333333333333
2000-07-09,2.34,4.07,2.702,5.581666666666666
2000-07-10,2.36,6.8,2.686,5.6016666666666675
2000-07-11,2.59,6.73,2.7003333333333335,5.643
2000-07-12,3.04,6.62,2.7126666666666663,5.62
2000-07-13,2.54,6.76,2.691333333333333,5.678333333333333
2000-07-14,2.46,6.42,2.6996666666666664,5.709666666666667
2000-07-15,3.01,5.61,2.731666666666667,5.711333333333333
2000-07-16,3.0,4.98,2.7753333333333337,5.689000000000001
2000-07-17,2.71,5.63,2.808,5.676
2000-07-18,4.07,6.43,2.857666666666667,5.726666666666666
2000-07-19,3.71,6.38,2.885333333333333,5.759333333333333
2000-07-20,3.3,6.18,2.8853333333333335,5.812333333333332
2000-07-21,3.89,4.89,2.907666666666666,5.826666666666667
2000-07-22,2.07,5.85,2.8846666666666665,5.832333333333334
2000-07-23,2.61,5.22,2.8876666666666666,5.799333333333333
2000-07-24,2.12,5.98,2.874666666666667,5.790666666666667
2000-07-25,3.06,6.84,2.896666666666667,5.7876666666666665
2000-07-26,2.18,7.17,2.865,5.839333333333333
2000-07-27,2.14,7.43,2.8433333333333333,5.8903333333333325
2000-07-28,3.02,6.0,2.8336666666666663,5.894333333333333
2000-07-29,1.99,3.67,2.795666666666667,5.864333333333334
2000-07-30,2.04,6.74,2.770666666666666,5.890333333333333
2000-07-31,1.99,5.72,2.751666666666667,5.898666666666667
2000-08-01,1.23,7.02,2.675,5.9639999999999995
2000-08-02,1.66,6.45,2.6369999999999996,5.943333333333333
2000-08-03,2.81,5.46,2.642333333333333,5.945333333333333
2000-08-04,2.83,5.27,2.647,5.957333333333334
2000-08-05,1.87,5.86,2.599333333333333,6.006666666666667
2000-08-06,2.64,5.67,2.600333333333333,5.96
2000-08-07,3.2,5.74,2.616,5.9863333333333335
2000-08-08,3.4,5.46,2.6513333333333335,6.032666666666667
2000-08-09,3.13,6.05,2.677,6.007666666666666
2000-08-10,2.67,5.48,2.679666666666667,5.965999999999999
2000-08-11,3.09,6.5,2.6813333333333333,5.962
2000-08-12,2.64,6.92,2.6846666666666663,5.967333333333333
2000-08-13,2.28,7.98,2.6786666666666665,6.019333333333333
2000-08-14,3.42,6.44,2.692333333333333,6.047
2000-08-15,2.55,5.84,2.677333333333333,6.075666666666666
2000-08-16,3.94,5.25,2.7183333333333337,6.063
2000-08-17,3.54,6.65,2.7006666666666663,6.070333333333334
2000-08-18,3.47,8.06,2.6926666666666668,6.126333333333333
2000-08-19,3.27,7.17,2.691666666666667,6.1593333333333335
2000-08-20,2.55,7.13,2.6470000000000002,6.233999999999999
2000-08-21,2.24,4.17,2.6526666666666667,6.178
2000-08-22,2.44,5.06,2.647,6.172666666666667
2000-08-23,3.95,5.74,2.7079999999999997,6.164666666666666
2000-08-24,2.92,5.22,2.7033333333333336,6.110666666666668
2000-08-25,2.09,8.46,2.7003333333333335,6.153666666666666
2000-08-26,1.67,5.88,2.6846666666666668,6.102
2000-08-27,2.86,6.5,2.6793333333333336,6.118666666666667
2000-08-28,2.81,5.73,2.706666666666666,6.187333333333333
2000-08-29,2.24,6.43,2.7133333333333334,6.1770000000000005
2000-08-30,2.13,5.46,2.7179999999999995,6.168333333333333
2000-08-31,2.24,7.44,2.7516666666666665,6.182333333333333
2000-09-01,3.43,6.93,2.8106666666666666,6.198333333333333
2000-09-02,3.32,5.79,2.8276666666666666,6.209333333333333
2000-09-03,2.39,5.6,2.813,6.2203333333333335
2000-09-04,3.32,7.85,2.8613333333333335,6.286666666666666
2000-09-05,2.82,6.77,2.8673333333333333,6.323333333333333
2000-09-06,2.72,5.03,2.8513333333333333,6.299666666666666
2000-09-07,2.14,6.37,2.809333333333333,6.33
2000-09-08,2.19,5.8,2.778,6.321666666666667
2000-09-09,2.72,5.14,2.7796666666666665,6.310333333333333
2000-09-10,3.09,5.66,2.7796666666666665,6.282333333333333
2000-09-11,2.23,6.25,2.766,6.26
2000-09-12,2.61,5.01,2.777,6.1610000000000005
2000-09-13,3.25,6.41,2.771333333333333,6.16
2000-09-14,2.02,7.34,2.7536666666666667,6.21
2000-09-15,2.49,5.73,2.7053333333333334,6.226
2000-09-16,2.56,5.1,2.6726666666666667,6.174333333333333
2000-09-17,3.13,6.81,2.6613333333333333,6.132666666666666
2000-09-18,2.78,6.18,2.645,6.099666666666667
2000-09-19,2.66,5.63,2.6486666666666663,6.049666666666667
2000-09-20,3.09,5.14,2.677,6.082
2000-09-21,3.07,7.87,2.698,6.175666666666666
2000-09-22,2.1,7.14,2.6363333333333334,6.222333333333333
2000-09-23,2.41,5.58,2.619333333333333,6.234333333333333
2000-09-24,4.01,5.21,2.683333333333333,6.126
2000-09-25,2.88,5.63,2.7236666666666665,6.117666666666667
2000-09-26,2.07,4.81,2.697333333333333,6.061333333333334
2000-09-27,2.04,5.15,2.671666666666667,6.042
2000-09-28,2.02,6.31,2.664333333333333,6.037999999999999
2000-09-29,3.86,6.15,2.722,6.061000000000001
2000-09-30,3.36,6.57,2.759333333333333,6.032
2000-10-01,2.66,5.66,2.7336666666666667,5.9896666666666665
2000-10-02,2.94,5.9,2.7210000000000005,5.993333333333334
2000-10-03,3.48,6.4,2.7573333333333334,6.02
2000-10-04,4.02,6.54,2.780666666666667,5.976333333333333
2000-10-05,3.68,4.99,2.8093333333333335,5.917000000000001
2000-10-06,3.85,6.79,2.8470000000000004,5.975666666666667
2000-10-07,3.15,6.3,2.880666666666667,5.973333333333334
2000-10-08,3.9,5.96,2.9376666666666664,5.978666666666666
2000-10-09,2.78,5.93,2.9396666666666667,6.005
2000-10-10,2.52,6.54,2.920666666666667,6.0343333333333335
2000-10-11,2.83,7.25,2.9406666666666665,6.067666666666667
2000-10-12,2.53,6.92,2.938,6.131333333333333
2000-10-13,2.39,5.81,2.9093333333333335,6.1113333333333335
2000-10-14,3.09,6.1,2.9450000000000003,6.069999999999999
2000-10-15,2.51,6.5,2.9456666666666664,6.095666666666667
2000-10-16,2.74,7.17,2.9516666666666667,6.164666666666666
2000-10-17,2.61,6.0,2.9343333333333335,6.137666666666666
2000-10-18,2.56,5.19,2.927,6.104666666666666
2000-10-19,2.63,6.63,2.926,6.138000000000001
2000-10-20,2.53,6.23,2.9073333333333333,6.174333333333333
2000-10-21,2.34,6.86,2.8830000000000005,6.140666666666666
2000-10-22,2.39,7.13,2.8926666666666665,6.140333333333333
2000-10-23,2.71,6.52,2.9026666666666667,6.171666666666667
2000-10-24,1.78,5.09,2.828333333333333,6.167666666666666
2000-10-25,1.86,6.54,2.7943333333333333,6.1979999999999995
2000-10-26,1.7,6.17,2.7820000000000005,6.243333333333334
2000-10-27,2.22,4.91,2.788,6.235333333333333
2000-10-28,2.4,7.16,2.8006666666666664,6.2636666666666665
2000-10-29,2.07,6.49,2.741,6.275
2000-10-30,2.83,5.83,2.7233333333333336,6.250333333333333
2000-10-31,3.33,5.8,2.7456666666666663,6.255
2000-11-01,1.97,6.82,2.713333333333333,6.285666666666667
2000-11-02,2.75,7.03,2.689,6.306666666666667
2000-11-03,3.55,7.26,2.673333333333333,6.330666666666667
2000-11-04,3.27,7.56,2.659666666666667,6.416333333333332
2000-11-05,2.08,7.56,2.6006666666666667,6.441999999999999
2000-11-06,3.15,7.05,2.6006666666666667,6.467
2000-11-07,3.38,5.35,2.5833333333333335,6.446666666666667
2000-11-08,2.79,5.83,2.5836666666666663,6.443333333333333
2000-11-09,3.77,5.63,2.6253333333333333,6.413
2000-11-10,2.89,4.64,2.6273333333333335,6.326
2000-11-11,2.33,4.53,2.6206666666666667,6.246333333333333
2000-11-12,2.32,5.63,2.618333333333333,6.240333333333333
2000-11-13,2.96,6.73,2.614,6.261333333333334
2000-11-14,3.12,5.57,2.634333333333333,6.230333333333333
2000-11-15,3.12,5.95,2.647,6.189666666666667
2000-11-16,2.96,5.83,2.6586666666666665,6.184
2000-11-17,2.51,5.85,2.6569999999999996,6.206
2000-11-18,2.5,6.91,2.6526666666666667,6.215333333333333
2000-11-19,2.65,7.18,2.6566666666666667,6.247
2000-11-20,3.16,7.83,2.6839999999999997,6.2793333333333345
2000-11-21,2.81,5.09,2.698,6.211333333333332
2000-11-22,2.08,7.3,2.677,6.237333333333334
2000-11-23,1.99,4.51,2.6839999999999997,6.218
2000-11-24,3.28,4.86,2.731333333333333,6.162000000000001
2000-11-25,2.86,5.65,2.77,6.144666666666667
2000-11-26,2.61,5.08,2.783,6.150333333333333
2000-11-27,3.41,6.35,2.816666666666667,6.123333333333333
2000-11-28,2.46,6.45,2.8296666666666668,6.122
2000-11-29,3.35,6.1,2.847,6.131
2000-11-30,2.5,6.56,2.8193333333333332,6.156333333333333
2000-12-01,2.98,5.94,2.853,6.127
2000-12-02,2.41,4.96,2.841666666666667,6.058000000000001
2000-12-03,2.64,6.24,2.8113333333333332,6.024
2000-12-04,2.39,6.02,2.7819999999999996,5.972666666666667
2000-12-05,2.66,6.91,2.801333333333333,5.951
2000-12-06,3.68,6.2,2.8190000000000004,5.922666666666667
2000-12-07,3.28,5.22,2.8156666666666665,5.918333333333334
2000-12-08,2.16,5.48,2.7946666666666666,5.906666666666666
2000-12-09,1.73,5.73,2.7266666666666666,5.909999999999999
2000-12-10,2.07,7.36,2.699333333333333,6.000666666666667
2000-12-11,2.86,6.55,2.7169999999999996,6.0680000000000005
2000-12-12,3.13,6.55,2.744,6.098666666666667
2000-12-13,3.28,6.0,2.7546666666666666,6.074333333333333
2000-12-14,2.49,5.44,2.7336666666666667,6.069999999999999
2000-12-15,2.24,4.1,2.704333333333333,6.008333333333334
2001-01-18,3.11,6.22,2.7093333333333334,6.021333333333333
2001-01-19,2.78,6.61,2.7183333333333333,6.046666666666667
2001-01-20,2.47,8.72,2.7173333333333334,6.107
2001-01-21,2.56,7.94,2.7143333333333333,6.132333333333333
2001-01-22,3.84,6.1,2.737,6.074666666666666
2001-01-23,3.29,7.12,2.753,6.142333333333334
2001-01-24,2.51,6.14,2.767333333333333,6.103666666666667
2001-01-25,3.8,5.7,2.8276666666666666,6.1433333333333335
2001-01-26,2.74,5.11,2.8096666666666668,6.151666666666667
2001-01-27,1.56,4.37,2.7663333333333338,6.108999999999999
2001-01-28,2.14,4.88,2.750666666666667,6.102333333333334
2001-01-29,2.2,7.02,2.7103333333333333,6.124666666666667
2001-01-30,3.05,6.55,2.73,6.128
2001-01-31,2.47,5.46,2.700666666666667,6.1066666666666665
2001-02-01,1.24,7.05,2.658666666666667,6.123
2001-02-02,2.06,5.71,2.628,6.115333333333334
2001-02-03,3.26,5.38,2.6563333333333334,6.129333333333333
2001-02-04,3.15,6.37,2.6733333333333333,6.1336666666666675
2001-02-05,2.54,8.97,2.6783333333333337,6.232
2001-02-06,2.21,8.0,2.6633333333333336,6.2683333333333335
2001-02-07,2.44,6.75,2.622,6.286666666666666
2001-02-08,1.79,7.98,2.5723333333333334,6.378666666666666
2001-02-09,1.59,6.89,2.5533333333333337,6.425666666666667
2001-02-10,2.1,5.49,2.5656666666666665,6.417666666666666
2001-02-11,1.55,5.98,2.5483333333333333,6.371666666666667
2001-02-12,2.68,6.56,2.5423333333333336,6.372000000000001
2001-02-13,3.23,4.47,2.5456666666666665,6.302666666666667
2001-02-14,2.86,6.21,2.5316666666666663,6.309666666666667
2001-02-15,2.69,5.48,2.5383333333333336,6.311000000000001
2001-02-16,2.56,5.03,2.549,6.3420000000000005
2001-02-17,3.11,4.68,2.549,6.2906666666666675
2001-02-18,4.57,5.82,2.6086666666666667,6.264333333333334
2001-02-19,2.22,6.2,2.6003333333333334,6.1803333333333335
2001-02-20,3.01,5.8,2.6153333333333335,6.109
2001-02-21,4.53,6.32,2.6383333333333336,6.116333333333333
2001-02-22,2.75,5.87,2.620333333333334,6.074666666666667
2001-02-23,2.24,5.11,2.6113333333333335,6.040333333333333
2001-02-24,3.48,5.67,2.600666666666667,6.039333333333333
2001-02-25,3.21,5.41,2.616333333333333,6.049333333333333
2001-02-26,1.82,6.67,2.625,6.126
2001-02-27,2.49,6.87,2.636666666666667,6.192333333333333
2001-02-28,3.45,4.43,2.6783333333333337,6.106
2001-03-01,2.78,4.26,2.669333333333334,6.0296666666666665
2001-03-02,2.64,7.06,2.675,6.083
2001-03-03,3.48,5.06,2.7496666666666667,6.016666666666667
2001-03-04,3.21,5.62,2.788,6.0136666666666665
2001-03-05,2.05,6.89,2.747666666666667,6.063999999999999
2001-03-06,1.8,5.98,2.7026666666666666,6.051
2001-03-07,1.18,4.69,2.6573333333333333,5.908333333333333
2001-03-08,2.04,4.49,2.6516666666666664,5.791333333333333
2001-03-09,3.01,5.27,2.670666666666667,5.742
2001-03-10,3.45,7.7,2.726,5.732666666666668
2001-03-11,4.25,6.85,2.8146666666666667,5.731333333333334
2001-03-12,2.9,7.24,2.841333333333333,5.789666666666666
2001-03-13,3.06,6.61,2.8916666666666666,5.810666666666666
2001-03-14,2.12,5.48,2.8729999999999998,5.774666666666666
2001-03-15,2.36,4.54,2.8440000000000003,5.777
2001-03-16,2.24,6.34,2.8233333333333333,5.781333333333334
2001-03-17,3.23,6.86,2.841333333333333,5.827333333333333
2001-03-18,4.07,6.4,2.8916666666666666,5.873
2001-03-19,1.7,7.07,2.844666666666667,5.9526666666666666
2001-03-20,3.07,6.71,2.7946666666666666,5.982333333333333
2001-03-21,2.76,4.94,2.8126666666666664,5.940333333333333
2001-03-22,2.87,5.38,2.808,5.926333333333333
2001-03-23,1.5,5.95,2.707,5.914000000000001
2001-03-24,1.94,7.14,2.6799999999999997,5.956333333333333
2001-03-25,3.07,5.97,2.707666666666667,5.985
2001-03-26,3.32,5.31,2.7023333333333333,5.973
2001-03-27,3.35,5.95,2.7070000000000003,5.991
2001-03-28,1.98,6.51,2.712333333333333,5.985666666666668
2001-03-29,2.49,6.79,2.7123333333333335,5.9830000000000005
2001-03-30,2.19,7.42,2.6703333333333332,6.082666666666666
2001-03-31,1.8,6.25,2.6376666666666666,6.149
2001-04-01,2.8,6.11,2.643,6.117333333333334
2001-04-02,2.96,4.54,2.625666666666667,6.1
2001-04-03,1.99,6.07,2.585,6.114999999999999
2001-04-04,1.89,4.64,2.5796666666666668,6.040000000000001
2001-04-05,2.02,4.86,2.587,6.002666666666666
2001-04-06,3.06,5.14,2.6496666666666666,6.017666666666667
2001-04-07,1.52,4.57,2.6323333333333334,6.020333333333332
2001-04-08,2.05,6.34,2.6003333333333334,6.056
2001-04-09,2.79,7.25,2.578333333333333,6.0409999999999995
2001-04-10,3.35,5.5,2.548333333333333,5.9959999999999996
2001-04-11,2.85,5.56,2.546666666666667,5.9399999999999995
2001-04-12,2.78,5.01,2.5373333333333337,5.886666666666667
2001-04-13,2.38,4.22,2.546,5.844666666666667
2001-04-14,3.21,4.72,2.5743333333333336,5.850666666666666
2001-04-15,3.05,4.07,2.6013333333333337,5.775
2001-04-16,2.39,5.5,2.5733333333333333,5.729666666666668
2001-04-17,2.76,5.55,2.529666666666666,5.701333333333333
2001-04-18,2.09,5.46,2.542666666666667,5.647666666666667
2001-04-19,3.46,6.15,2.5556666666666668,5.6290000000000004
2001-04-20,3.9,4.36,2.5936666666666666,5.609666666666667
2001-04-21,3.02,5.23,2.5986666666666665,5.604666666666668
2001-04-22,2.33,4.86,2.6263333333333336,5.5683333333333325
2001-04-23,1.9,5.45,2.625,5.5120000000000005
2001-04-24,1.79,5.37,2.582333333333333,5.492
2001-04-25,2.23,5.66,2.546,5.503666666666667
2001-04-26,1.86,5.28,2.496333333333333,5.481333333333334
2001-04-27,1.25,5.94,2.472,5.4623333333333335
2001-04-28,2.22,6.83,2.463,5.463666666666667
2001-04-29,2.49,3.28,2.473,5.325666666666667
2001-04-30,3.44,6.94,2.5276666666666667,5.348666666666667
2001-05-01,2.75,6.25,2.5260000000000002,5.3533333333333335
2001-05-02,2.54,5.25,2.512,5.377
2001-05-03,3.54,7.81,2.5636666666666668,5.4350000000000005
2001-05-04,2.74,5.42,2.592,5.461
2001-05-05,2.02,6.28,2.592,5.508333333333334
2001-05-06,3.03,5.05,2.591,5.505333333333334
2001-05-07,2.9,5.81,2.637,5.546666666666667
2001-05-08,2.24,5.16,2.643333333333333,5.507333333333333
2001-05-09,2.44,5.09,2.631666666666667,5.435333333333333
2001-05-10,2.3,6.7,2.5966666666666662,5.475333333333333
2001-05-11,2.14,5.88,2.573,5.486000000000001
2001-05-12,3.5,5.78,2.597,5.511666666666668
2001-05-13,3.02,6.94,2.618333333333333,5.602333333333334
2001-05-14,2.77,5.31,2.603666666666667,5.622000000000001
2001-05-15,3.31,4.42,2.612333333333333,5.633666666666667
2001-05-16,2.36,4.07,2.6113333333333335,5.585999999999999
2001-05-17,3.75,4.76,2.644333333333334,5.559666666666668
2001-05-18,3.23,3.82,2.6823333333333332,5.505
2001-05-19,2.91,5.97,2.6639999999999997,5.499
2001-05-20,2.31,5.04,2.6109999999999998,5.5216666666666665
2001-05-21,2.93,4.47,2.608,5.496333333333333
2001-05-22,2.6,5.34,2.6169999999999995,5.512333333333333
2001-05-23,1.79,6.97,2.6133333333333337,5.563
2001-05-24,2.64,6.15,2.6416666666666666,5.589
2001-05-25,2.78,6.26,2.6600000000000006,5.608999999999999
2001-05-26,1.77,6.77,2.6570000000000005,5.658666666666667
2001-05-27,2.82,5.99,2.7093333333333334,5.660333333333332
2001-05-28,1.81,5.36,2.6956666666666664,5.6113333333333335
2001-05-29,2.77,5.4,2.705,5.682
2001-05-30,1.77,6.26,2.6493333333333333,5.6593333333333335
2001-05-31,3.14,6.65,2.6623333333333337,5.672666666666667
2001-06-01,2.62,6.68,2.6649999999999996,5.7203333333333335
2001-06-02,2.2,7.05,2.6203333333333334,5.694999999999999
2001-06-03,1.77,6.42,2.588,5.7283333333333335
2001-06-04,3.07,5.63,2.6229999999999998,5.706666666666666
2001-06-05,2.0,7.16,2.5886666666666667,5.777
2001-06-06,2.63,5.51,2.5796666666666668,5.7669999999999995
2001-06-07,2.4,5.24,2.585,5.769666666666667
2001-06-08,1.22,6.05,2.5443333333333333,5.801666666666667
