Date,interest_rate,exchange_rate,interest_rate_MA30,exchange_rate_MA30
2000-07-09,5.51,1.21,4.577,1.2773333333333334
2000-07-10,5.91,1.2,4.619,1.275
2000-07-11,4.74,1.23,4.6419999999999995,1.2706666666666668
2000-07-12,5.46,1.28,4.670000000000001,1.2683333333333335
2000-07-13,4.87,1.19,4.650333333333333,1.2603333333333333
2000-07-14,3.83,1.15,4.615333333333334,1.2546666666666666
2000-07-15,4.47,1.16,4.612666666666667,1.2486666666666666
2000-07-16,5.05,1.2,4.638333333333334,1.2513333333333334
2000-07-17,6.33,1.1,4.750666666666666,1.2453333333333334
2000-07-18,6.12,1.26,4.785333333333333,1.244
2000-07-19,5.62,1.23,4.848666666666667,1.2489999999999999
2000-07-20,4.84,1.24,4.913666666666667,1.2493333333333334
2000-07-21,5.82,1.27,4.981,1.248
2000-07-22,5.58,1.19,5.002333333333334,1.2433333333333332
2000-07-23,5.78,1.07,5.028666666666667,1.234333333333333
2000-07-24,4.38,1.14,5.023333333333334,1.2316666666666665
2000-07-25,6.0,1.18,5.095000000000001,1.228
2000-07-26,5.19,1.21,5.143666666666666,1.2206666666666666
2000-07-27,4.6,1.15,5.089666666666667,1.218
2000-07-28,4.53,1.11,5.068,1.218
2000-07-29,5.9,1.22,5.082666666666667,1.215666666666667
2000-07-30,5.39,1.15,5.101666666666666,1.212
2000-07-31,5.83,1.23,5.112333333333334,1.212
2000-08-01,6.02,1.16,5.138333333333333,1.2073333333333334
2000-08-02,5.32,1.29,5.195000000000001,1.212
2000-08-03,5.27,1.24,5.284,1.2116666666666667
2000-08-04,3.96,1.23,5.2909999999999995,1.2086666666666666
2000-08-05,5.69,1.22,5.2956666666666665,1.2056666666666667
2000-08-06,6.39,1.18,5.308333333333334,1.2026666666666666
2000-08-07,6.2,1.35,5.3533333333333335,1.2013333333333334
2000-08-08,3.13,1.21,5.274,1.2013333333333334
2000-08-09,4.42,1.08,5.224333333333334,1.1973333333333334
2000-08-10,4.66,1.03,5.221666666666667,1.1906666666666665
2000-08-11,5.02,1.26,5.206999999999999,1.19
2000-08-12,4.61,1.24,5.198333333333334,1.1916666666666667
2000-08-13,6.55,1.12,5.289,1.1906666666666665
2000-08-14,4.52,1.15,5.290666666666667,1.190333333333333
2000-08-15,5.19,1.25,5.295333333333333,1.1920000000000002
2000-08-16,4.02,1.22,5.218333333333334,1.1960000000000002
2000-08-17,4.1,1.17,5.151,1.193
2000-08-18,4.83,1.19,5.124666666666667,1.1916666666666667
2000-08-19,4.94,1.22,5.128,1.191
2000-08-20,5.02,1.16,5.101333333333333,1.1873333333333334
2000-08-21,4.46,1.21,5.063999999999999,1.188
2000-08-22,4.81,1.18,5.031666666666666,1.1916666666666667
2000-08-23,5.95,1.21,5.084,1.194
2000-08-24,5.77,1.19,5.076333333333333,1.1943333333333332
2000-08-25,6.96,1.12,5.1353333333333335,1.1913333333333334
2000-08-26,6.31,1.29,5.192333333333334,1.1960000000000002
2000-08-27,5.65,1.17,5.229666666666666,1.1980000000000002
2000-08-28,5.58,1.04,5.218999999999999,1.192
2000-08-29,5.49,1.21,5.222333333333334,1.194
2000-08-30,5.63,1.18,5.2156666666666665,1.1923333333333335
2000-08-31,5.65,1.08,5.203333333333334,1.1896666666666667
2000-09-01,5.44,1.08,5.207333333333334,1.1826666666666665
2000-09-02,4.35,1.04,5.176666666666667,1.1759999999999997
2000-09-03,3.76,1.21,5.17,1.1753333333333333
2000-09-04,4.68,1.21,5.136333333333334,1.175
2000-09-05,4.97,1.24,5.0889999999999995,1.177
2000-09-06,4.58,1.07,5.035,1.1676666666666666
2000-09-07,4.47,1.21,5.079666666666667,1.1676666666666666
2000-09-08,5.33,1.18,5.109999999999999,1.171
2000-09-09,4.34,1.23,5.099333333333333,1.1776666666666666
2000-09-10,5.16,1.17,5.104,1.1746666666666667
2000-09-11,4.83,1.17,5.1113333333333335,1.1723333333333334
2000-09-12,6.03,1.31,5.094,1.1786666666666668
2000-09-13,4.58,1.26,5.096,1.1823333333333332
2000-09-14,6.19,1.34,5.129333333333333,1.1853333333333331
2000-09-15,4.68,1.27,5.151333333333333,1.187
2000-09-16,4.1,1.16,5.151333333333333,1.1866666666666668
2000-09-17,4.89,1.1,5.153333333333333,1.1836666666666666
2000-09-18,5.55,1.22,5.173666666666666,1.1836666666666666
2000-09-19,4.81,1.17,5.166666666666667,1.1840000000000002
2000-09-20,4.82,1.11,5.1786666666666665,1.1806666666666668
2000-09-21,3.98,1.11,5.151,1.1783333333333335
2000-09-22,5.17,1.09,5.125,1.1743333333333335
2000-09-23,5.17,1.16,5.105,1.1733333333333333
2000-09-24,5.77,1.29,5.065333333333332,1.1789999999999998
2000-09-25,5.1,1.17,5.025,1.175
2000-09-26,5.38,1.13,5.016000000000001,1.1736666666666666
2000-09-27,5.01,1.19,4.997,1.1786666666666668
2000-09-28,5.62,1.06,5.001333333333333,1.1736666666666666
2000-09-29,4.61,1.09,4.9673333333333325,1.1706666666666665
2000-09-30,4.39,1.15,4.925333333333333,1.1729999999999998
2000-10-01,3.73,1.02,4.868333333333333,1.171
2000-10-02,4.97,1.2,4.888999999999999,1.1763333333333332
2000-10-03,5.47,1.24,4.946,1.1773333333333333
2000-10-04,5.1,1.09,4.959999999999999,1.1733333333333333
2000-10-05,4.51,1.18,4.9446666666666665,1.1713333333333333
2000-10-06,4.73,1.14,4.949666666666666,1.1736666666666666
2000-10-07,4.35,1.16,4.945666666666666,1.172
2000-10-08,2.87,1.09,4.863666666666666,1.169
2000-10-09,3.24,1.16,4.827,1.1666666666666667
2000-10-10,4.44,1.11,4.803,1.1646666666666665
2000-10-11,4.62,1.04,4.796,1.1603333333333332
2000-10-12,6.16,1.24,4.800333333333333,1.1580000000000001
2000-10-13,6.45,1.06,4.862666666666667,1.1513333333333333
2000-10-14,4.83,1.26,4.817333333333334,1.1486666666666667
2000-10-15,5.83,1.08,4.855666666666666,1.1423333333333332
2000-10-16,5.19,1.07,4.8919999999999995,1.1393333333333333
2000-10-17,4.81,1.08,4.889333333333332,1.1386666666666665
2000-10-18,3.67,1.17,4.826666666666667,1.137
2000-10-19,5.59,1.19,4.852666666666667,1.1376666666666668
2000-10-20,6.29,1.14,4.901666666666667,1.1386666666666665
2000-10-21,5.86,1.26,4.964333333333333,1.1436666666666668
2000-10-22,4.9,1.2,4.955333333333333,1.147333333333333
2000-10-23,3.53,1.11,4.900666666666666,1.1456666666666666
2000-10-24,3.71,1.26,4.832,1.1446666666666667
2000-10-25,5.14,1.0,4.833333333333333,1.139
2000-10-26,5.06,1.28,4.822666666666666,1.144
2000-10-27,4.44,1.29,4.803666666666667,1.1473333333333333
2000-10-28,4.53,1.27,4.767333333333332,1.1543333333333332
2000-10-29,5.0,1.33,4.780333333333333,1.1623333333333332
2000-10-30,3.4,1.14,4.747333333333333,1.162
2000-10-31,5.74,1.18,4.814333333333334,1.1673333333333331
2000-11-01,5.45,1.15,4.830333333333333,1.1656666666666669
2000-11-02,4.51,1.09,4.798333333333334,1.1606666666666667
2000-11-03,5.07,1.21,4.7973333333333334,1.1646666666666665
2000-11-04,4.36,1.12,4.792333333333333,1.1626666666666665
2000-11-05,3.83,1.09,4.762333333333333,1.161
2000-11-06,4.86,1.0,4.7793333333333345,1.1556666666666666
2000-11-07,3.65,1.21,4.8053333333333335,1.1596666666666666
2000-11-08,5.45,1.27,4.8790000000000004,1.1633333333333333
2000-11-09,3.94,1.34,4.862333333333334,1.171
2000-11-10,5.14,1.39,4.879666666666666,1.1826666666666668
2000-11-11,4.53,1.07,4.825333333333333,1.177
2000-11-12,3.4,1.25,4.723666666666667,1.1833333333333333
2000-11-13,5.06,1.2,4.731333333333334,1.1813333333333333
2000-11-14,6.09,1.3,4.74,1.1886666666666668
2000-11-15,5.2,1.24,4.740333333333333,1.1943333333333332
2000-11-16,4.07,1.1,4.715666666666667,1.195
2000-11-17,5.7,1.21,4.783333333333333,1.1963333333333332
2000-11-18,5.13,1.22,4.768,1.1973333333333331
2000-11-19,3.77,1.15,4.684,1.1976666666666669
2000-11-20,4.42,1.12,4.635999999999999,1.193
2000-11-21,4.67,1.19,4.628333333333334,1.1926666666666668
2000-11-22,3.84,1.04,4.638666666666667,1.1903333333333335
2000-11-23,5.24,1.19,4.689666666666667,1.188
2000-11-24,5.08,1.36,4.687666666666668,1.2
2000-11-25,5.52,1.18,4.703,1.1966666666666665
2000-11-26,5.2,1.23,4.7283333333333335,1.1946666666666665
2000-11-27,5.33,1.26,4.755,1.1943333333333332
2000-11-28,4.58,1.22,4.7410000000000005,1.1906666666666668
2000-11-29,5.55,1.31,4.812666666666667,1.1963333333333332
2000-11-30,4.35,1.35,4.766333333333334,1.2020000000000002
2000-12-01,5.23,1.19,4.759,1.2033333333333331
2000-12-02,4.28,1.42,4.751333333333333,1.2143333333333333
2000-12-03,4.99,1.34,4.748666666666667,1.2186666666666668
2000-12-04,5.83,1.2,4.797666666666667,1.2213333333333334
2000-12-05,4.71,1.14,4.827,1.2229999999999999
2000-12-06,3.26,1.36,4.773666666666666,1.2349999999999999
2000-12-07,4.58,1.22,4.804666666666667,1.2353333333333332
2000-12-08,4.44,1.23,4.771,1.2340000000000002
2000-12-09,4.57,1.35,4.792,1.2343333333333333
2000-12-10,4.92,1.21,4.784666666666667,1.2283333333333333
2000-12-11,5.5,1.25,4.817000000000001,1.2343333333333333
2000-12-12,5.71,1.16,4.894,1.2313333333333332
2000-12-13,4.82,1.22,4.886,1.232
2000-12-14,4.89,1.14,4.846,1.2266666666666666
2000-12-15,4.15,1.26,4.811000000000001,1.2273333333333334
2001-01-18,4.94,1.24,4.84,1.232
2001-01-19,5.36,1.23,4.828666666666667,1.2326666666666668
2001-01-20,5.0,1.26,4.824333333333334,1.2340000000000002
2001-01-21,3.67,1.26,4.821,1.2376666666666667
2001-01-22,3.71,1.12,4.7973333333333334,1.2376666666666665
2001-01-23,4.94,1.0,4.806333333333333,1.2313333333333332
2001-01-24,4.68,1.22,4.834333333333334,1.2373333333333334
2001-01-25,5.18,1.25,4.832333333333334,1.2393333333333334
2001-01-26,4.4,1.21,4.809666666666667,1.2343333333333333
2001-01-27,3.48,1.1,4.741666666666666,1.2316666666666665
2001-01-28,3.42,1.05,4.682333333333333,1.2256666666666667
2001-01-29,4.23,1.17,4.645666666666667,1.2226666666666668
2001-01-30,5.38,1.24,4.672333333333333,1.2233333333333332
2001-01-31,6.9,1.27,4.717333333333333,1.2220000000000002
2001-02-01,4.52,1.32,4.723,1.221
2001-02-02,5.04,1.19,4.716666666666667,1.221
2001-02-03,4.63,1.25,4.7283333333333335,1.2153333333333334
2001-02-04,4.3,1.05,4.705333333333333,1.2056666666666664
2001-02-05,3.87,1.11,4.640000000000001,1.2026666666666668
2001-02-06,3.49,1.12,4.599333333333333,1.2020000000000002
2001-02-07,3.51,1.16,4.607666666666668,1.1953333333333334
2001-02-08,3.74,1.24,4.579666666666666,1.1960000000000002
2001-02-09,5.09,1.2,4.601333333333333,1.195
2001-02-10,4.92,1.09,4.613,1.1863333333333332
2001-02-11,5.03,1.32,4.616666666666666,1.19
2001-02-12,4.65,1.25,4.588333333333333,1.19
2001-02-13,5.03,1.3,4.565666666666667,1.1946666666666668
2001-02-14,4.81,1.18,4.565333333333332,1.1933333333333336
2001-02-15,4.21,1.35,4.542666666666666,1.2003333333333333
2001-02-16,4.44,1.23,4.552333333333333,1.1993333333333334
2001-02-17,4.56,1.24,4.539666666666666,1.1993333333333334
2001-02-18,4.27,1.27,4.503333333333333,1.2006666666666665
2001-02-19,4.98,1.21,4.502666666666666,1.199
2001-02-20,5.63,1.18,4.568,1.1963333333333332
2001-02-21,5.49,1.23,4.6273333333333335,1.2
2001-02-22,4.37,1.15,4.608333333333333,1.2049999999999998
2001-02-23,4.11,1.26,4.589333333333332,1.2063333333333333
2001-02-24,4.26,1.19,4.558666666666667,1.2043333333333333
2001-02-25,4.46,1.19,4.560666666666666,1.2036666666666667
2001-02-26,4.79,1.24,4.604333333333334,1.2083333333333333
2001-02-27,4.99,1.3,4.656666666666666,1.2166666666666666
2001-02-28,4.17,1.3,4.654666666666667,1.2209999999999999
2001-03-01,4.71,1.18,4.632333333333333,1.219
2001-03-02,4.97,1.19,4.5680000000000005,1.2163333333333333
2001-03-03,5.51,1.17,4.601,1.2113333333333332
2001-03-04,3.97,1.25,4.565333333333333,1.2133333333333334
2001-03-05,4.15,1.33,4.549333333333334,1.2160000000000002
2001-03-06,5.46,1.18,4.587999999999999,1.2203333333333335
2001-03-07,5.21,1.21,4.632666666666666,1.2236666666666665
2001-03-08,4.06,1.22,4.651666666666667,1.227
2001-03-09,4.85,1.27,4.696333333333333,1.2306666666666668
2001-03-10,5.15,1.29,4.743333333333334,1.2323333333333333
2001-03-11,3.52,1.25,4.691000000000001,1.2339999999999998
2001-03-12,3.44,1.15,4.641666666666667,1.236
2001-03-13,3.77,1.14,4.599666666666666,1.23
2001-03-14,4.27,1.25,4.587,1.23
2001-03-15,4.83,1.28,4.580333333333334,1.2293333333333332
2001-03-16,3.42,1.12,4.534000000000001,1.2273333333333334
2001-03-17,3.48,1.17,4.509666666666666,1.2213333333333334
2001-03-18,4.19,1.16,4.501333333333333,1.219
2001-03-19,4.27,1.22,4.491666666666666,1.2183333333333333
2001-03-20,5.59,1.29,4.535666666666667,1.219
2001-03-21,4.58,1.38,4.522333333333334,1.2246666666666668
2001-03-22,3.91,1.1,4.465000000000001,1.222
2001-03-23,5.6,1.25,4.468666666666667,1.2226666666666663
2001-03-24,4.52,1.38,4.473666666666666,1.2303333333333333
2001-03-25,4.01,1.28,4.4703333333333335,1.231
2001-03-26,4.96,1.23,4.493666666666666,1.2323333333333333
2001-03-27,5.65,1.18,4.533333333333333,1.2319999999999998
2001-03-28,5.57,1.09,4.559333333333333,1.227
2001-03-29,4.45,1.22,4.541333333333333,1.2243333333333333
2001-03-30,3.21,1.27,4.509333333333333,1.2233333333333334
2001-03-31,3.62,1.23,4.473,1.225
2001-04-01,4.76,1.33,4.465999999999999,1.2296666666666667
2001-04-02,3.9,1.4,4.412333333333334,1.2373333333333334
2001-04-03,4.41,1.39,4.4270000000000005,1.242
2001-04-04,4.59,1.18,4.441666666666666,1.2369999999999999
2001-04-05,4.23,1.27,4.400666666666666,1.2399999999999998
2001-04-06,3.54,1.31,4.345,1.2433333333333334
2001-04-07,4.01,1.27,4.343333333333334,1.2449999999999999
2001-04-08,3.69,1.15,4.304666666666667,1.241
2001-04-09,4.33,1.3,4.277333333333333,1.2413333333333334
2001-04-10,4.55,1.22,4.3116666666666665,1.2403333333333333
2001-04-11,4.39,1.08,4.343333333333334,1.238
2001-04-12,5.0,1.15,4.384333333333333,1.2383333333333335
2001-04-13,3.94,1.24,4.373333333333333,1.238
2001-04-14,3.97,1.25,4.344666666666667,1.2369999999999999
2001-04-15,4.57,1.18,4.383,1.2389999999999999
2001-04-16,5.51,1.21,4.450666666666667,1.2403333333333333
2001-04-17,4.84,1.15,4.472333333333334,1.2399999999999998
2001-04-18,5.35,1.27,4.508333333333334,1.2416666666666667
2001-04-19,3.91,1.4,4.452333333333333,1.2453333333333334
2001-04-20,4.14,1.21,4.437666666666668,1.2396666666666667
2001-04-21,4.95,1.19,4.472333333333333,1.2426666666666668
2001-04-22,5.17,1.25,4.458,1.2426666666666668
2001-04-23,4.51,1.23,4.457666666666667,1.2376666666666667
2001-04-24,4.1,1.29,4.460666666666667,1.238
2001-04-25,4.23,1.29,4.436333333333334,1.24
2001-04-26,4.49,1.21,4.397666666666667,1.241
2001-04-27,4.0,1.2,4.3453333333333335,1.2446666666666666
2001-04-28,4.76,1.29,4.355666666666666,1.247
2001-04-29,4.64,1.26,4.403333333333333,1.2466666666666666
2001-04-30,3.6,1.25,4.402666666666667,1.2473333333333334
2001-05-01,4.32,1.23,4.388,1.244
2001-05-02,3.06,1.23,4.36,1.2383333333333333
2001-05-03,4.25,1.18,4.354666666666668,1.2313333333333334
2001-05-04,4.57,1.2,4.354,1.232
2001-05-05,3.81,1.18,4.34,1.2289999999999999
2001-05-06,3.81,1.33,4.349,1.2296666666666667
2001-05-07,3.64,1.36,4.336666666666667,1.2326666666666668
2001-05-08,3.12,1.22,4.317666666666667,1.2349999999999999
2001-05-09,4.4,1.2,4.319999999999999,1.2316666666666665
2001-05-10,2.91,1.27,4.265333333333333,1.2333333333333334
2001-05-11,3.82,1.25,4.246333333333333,1.239
2001-05-12,3.32,1.2,4.190333333333333,1.2406666666666666
2001-05-13,4.19,1.19,4.198666666666666,1.239
2001-05-14,3.61,1.11,4.1866666666666665,1.2343333333333333
2001-05-15,3.24,1.34,4.142333333333334,1.239666666666667
2001-05-16,3.34,1.33,4.07,1.2436666666666667
2001-05-17,5.01,1.16,4.075666666666667,1.244
2001-05-18,4.24,1.23,4.038666666666667,1.2426666666666668
2001-05-19,3.67,1.38,4.030666666666667,1.242
2001-05-20,5.32,1.29,4.07,1.2446666666666666
2001-05-21,4.08,1.32,4.041,1.2489999999999999
2001-05-22,4.86,1.35,4.030666666666667,1.2523333333333333
2001-05-23,5.58,1.25,4.066333333333334,1.253
2001-05-24,5.55,1.23,4.1146666666666665,1.2510000000000001
2001-05-25,4.78,1.21,4.133,1.2483333333333335
2001-05-26,4.28,1.18,4.126,1.2473333333333334
2001-05-27,4.73,1.23,4.150333333333333,1.2483333333333335
2001-05-28,5.04,1.21,4.159666666666667,1.2456666666666665
2001-05-29,4.5,1.19,4.155,1.2433333333333332
