Date,inflation_rate,unemployment_rate,inflation_rate_MA30,unemployment_rate_MA30
2000-03-05,4.66,7.37,3.2903333333333338,6.8469999999999995
2000-03-06,4.5,8.99,3.302,6.941666666666666
2000-03-07,3.93,4.81,3.3286666666666664,6.876666666666667
2000-03-08,3.13,6.78,3.353666666666667,6.858333333333333
2000-03-09,2.37,6.54,3.3329999999999997,6.829666666666666
2000-03-10,3.28,7.16,3.312,6.797666666666666
2000-03-11,3.53,8.31,3.2866666666666666,6.799333333333333
2000-03-12,2.84,6.57,3.2680000000000002,6.817333333333333
2000-03-13,2.75,7.9,3.247333333333333,6.873666666666667
2000-03-14,2.82,6.62,3.216333333333333,6.818666666666667
2000-03-15,2.04,8.18,3.2163333333333335,6.899666666666667
2000-03-16,1.62,7.45,3.1959999999999997,6.918333333333333
2000-03-17,2.99,6.13,3.2026666666666666,6.876333333333333
2000-03-18,3.39,7.3,3.216666666666667,6.874
2000-03-19,3.88,6.4,3.2826666666666666,6.880333333333334
2000-03-20,3.18,6.12,3.2950000000000004,6.861000000000001
2000-03-21,3.9,8.16,3.3296666666666668,6.888000000000001
2000-03-22,2.64,7.67,3.3463333333333334,6.960999999999999
2000-03-23,2.29,5.59,3.317,6.944999999999999
2000-03-24,2.35,7.97,3.2616666666666663,6.990666666666667
2000-03-25,2.63,8.52,3.199333333333333,7.060333333333333
2000-03-26,3.35,4.68,3.166,6.975333333333333
2000-03-27,3.61,6.7,3.147,6.964
2000-03-28,2.88,7.26,3.1723333333333334,6.998
2000-03-29,2.61,6.62,3.1636666666666664,6.975666666666667
2000-03-30,3.46,6.53,3.1566666666666667,6.965999999999999
2000-03-31,3.49,5.61,3.167333333333333,6.946666666666667
2000-04-01,3.62,5.19,3.186,6.9190000000000005
2000-04-02,4.07,5.81,3.1973333333333334,6.849000000000001
2000-04-03,3.88,6.52,3.189666666666667,6.848666666666667
2000-04-04,1.72,7.44,3.091666666666667,6.851
2000-04-05,2.24,6.99,3.0163333333333333,6.7843333333333335
2000-04-06,2.8,5.3,2.978666666666667,6.800666666666667
2000-04-07,2.13,4.77,2.9453333333333336,6.733666666666666
2000-04-08,3.27,6.18,2.9753333333333334,6.721666666666667
2000-04-09,3.6,6.36,2.9859999999999998,6.694999999999999
2000-04-10,3.96,5.98,3.0003333333333333,6.617333333333334
2000-04-11,2.77,6.49,2.9979999999999998,6.6146666666666665
2000-04-12,1.58,5.46,2.959,6.533333333333333
2000-04-13,2.64,5.92,2.9530000000000003,6.510000000000001
2000-04-14,2.66,7.57,2.9736666666666665,6.4896666666666665
2000-04-15,2.02,6.15,2.9870000000000005,6.4463333333333335
2000-04-16,3.31,6.52,2.9976666666666665,6.459333333333333
2000-04-17,2.91,5.67,2.981666666666667,6.405
2000-04-18,1.62,5.36,2.9063333333333334,6.370333333333333
2000-04-19,3.0,4.88,2.900333333333333,6.329
2000-04-20,3.51,5.59,2.8873333333333333,6.243333333333333
2000-04-21,3.35,7.47,2.911,6.236666666666666
2000-04-22,2.51,6.37,2.9183333333333334,6.262666666666666
2000-04-23,2.92,4.72,2.9373333333333336,6.154333333333333
2000-04-24,3.55,5.84,2.9680000000000004,6.0649999999999995
2000-04-25,3.49,7.91,2.9726666666666666,6.172666666666666
2000-04-26,2.84,7.4,2.947,6.196
2000-04-27,2.8,7.48,2.9443333333333332,6.203333333333333
2000-04-28,3.22,7.98,2.9646666666666666,6.248666666666667
2000-04-29,2.91,7.38,2.9463333333333335,6.277
2000-04-30,2.91,4.85,2.927,6.251666666666666
2000-05-01,2.43,8.08,2.887333333333333,6.348
2000-05-02,3.08,7.56,2.854333333333334,6.406333333333333
2000-05-03,3.45,6.6,2.8399999999999994,6.409000000000001
2000-05-04,3.37,7.27,2.895,6.403333333333333
2000-05-05,2.55,8.59,2.905333333333333,6.456666666666666
2000-05-06,3.24,7.54,2.9200000000000004,6.531333333333333
2000-05-07,2.76,7.44,2.941,6.620333333333334
2000-05-08,3.45,6.24,2.947,6.622333333333333
2000-05-09,4.27,8.48,2.969333333333333,6.6930000000000005
2000-05-10,2.05,8.23,2.905666666666667,6.768
2000-05-11,2.88,6.66,2.9093333333333335,6.773666666666666
2000-05-12,2.84,5.83,2.9513333333333334,6.7860000000000005
2000-05-13,3.75,6.64,2.9883333333333337,6.81
2000-05-14,2.51,5.45,2.9833333333333334,6.739333333333334
2000-05-15,3.82,5.95,3.0433333333333334,6.732666666666666
2000-05-16,2.53,5.7,3.0173333333333336,6.705333333333334
2000-05-17,3.13,6.18,3.0246666666666666,6.722333333333333
2000-05-18,3.91,8.26,3.101,6.819000000000001
2000-05-19,2.84,6.28,3.095666666666667,6.865666666666667
2000-05-20,3.31,8.54,3.089,6.964
2000-05-21,2.23,7.18,3.051666666666667,6.954333333333334
2000-05-22,3.49,5.88,3.0843333333333334,6.938000000000001
2000-05-23,3.24,6.69,3.0949999999999998,7.003666666666667
2000-05-24,3.63,6.67,3.097666666666667,7.031333333333333
2000-05-25,2.36,7.1,3.0600000000000005,7.004333333333333
2000-05-26,3.48,7.28,3.0813333333333333,7.000333333333333
2000-05-27,2.97,7.16,3.087,6.989666666666667
2000-05-28,2.04,6.84,3.0476666666666667,6.951666666666666
2000-05-29,1.71,7.54,3.0076666666666663,6.957
2000-05-30,2.99,8.27,3.0103333333333335,7.071
2000-05-31,3.1,8.31,3.0326666666666666,7.078666666666666
2000-06-01,2.37,7.4,3.009,7.073333333333333
2000-06-02,2.83,7.02,2.9883333333333337,7.0873333333333335
2000-06-03,2.17,5.8,2.9483333333333333,7.038333333333333
2000-06-04,2.75,7.11,2.955,6.989000000000001
2000-06-05,3.69,6.89,2.9699999999999998,6.9673333333333325
2000-06-06,3.06,6.48,2.98,6.935333333333333
2000-06-07,2.04,4.61,2.933,6.881
2000-06-08,2.96,6.73,2.8893333333333335,6.822666666666667
2000-06-09,3.66,6.47,2.9429999999999996,6.764
2000-06-10,3.37,5.02,2.9593333333333334,6.709333333333333
2000-06-11,2.19,5.88,2.9376666666666664,6.710999999999999
2000-06-12,3.28,7.11,2.9219999999999997,6.7266666666666675
2000-06-13,2.62,6.88,2.925666666666667,6.774333333333333
2000-06-14,3.89,6.38,2.928,6.788666666666667
2000-06-15,2.51,6.1,2.927333333333333,6.801999999999999
2000-06-16,4.18,6.57,2.9623333333333335,6.815
2000-06-17,3.89,8.16,2.961666666666667,6.8116666666666665
2000-06-18,3.39,7.51,2.98,6.852666666666666
2000-06-19,4.07,5.7,3.005333333333333,6.758
2000-06-20,3.71,5.6,3.0546666666666673,6.705333333333333
2000-06-21,3.0,6.54,3.0383333333333336,6.727333333333333
2000-06-22,1.62,7.29,2.9843333333333333,6.747333333333333
2000-06-23,1.63,5.3,2.917666666666667,6.701666666666667
2000-06-24,1.19,7.83,2.8786666666666667,6.725999999999999
2000-06-25,1.99,6.12,2.829,6.687333333333333
2000-06-26,3.29,8.71,2.839666666666667,6.739
2000-06-27,3.27,8.63,2.880666666666667,6.798666666666667
2000-06-28,4.0,6.8,2.9570000000000003,6.774
2000-06-29,4.01,6.64,2.9909999999999997,6.719666666666667
2000-06-30,3.63,7.54,3.008666666666667,6.694000000000001
2000-07-01,3.75,7.47,3.054666666666667,6.6963333333333335
2000-07-02,3.0,7.15,3.0603333333333333,6.700666666666666
2000-07-03,2.95,5.52,3.0863333333333336,6.691333333333334
2000-07-04,3.33,5.68,3.1056666666666666,6.643666666666666
2000-07-05,4.26,6.17,3.1246666666666667,6.619666666666666
2000-07-06,3.82,5.23,3.15,6.578
2000-07-07,3.04,6.24,3.183333333333333,6.632333333333333
2000-07-08,3.6,5.08,3.2046666666666668,6.577333333333333
2000-07-09,3.24,5.91,3.1906666666666665,6.558666666666666
2000-07-10,3.58,5.62,3.197666666666666,6.578666666666667
2000-07-11,3.75,5.79,3.2496666666666667,6.575666666666667
2000-07-12,2.59,6.18,3.2266666666666666,6.544666666666667
2000-07-13,3.68,4.72,3.262,6.472666666666667
2000-07-14,2.29,5.59,3.2086666666666663,6.4463333333333335
2000-07-15,1.76,6.7,3.183666666666667,6.466333333333334
2000-07-16,1.59,6.46,3.0973333333333333,6.462666666666666
2000-07-17,3.2,6.82,3.074333333333333,6.418
2000-07-18,3.67,5.7,3.0836666666666663,6.357666666666668
2000-07-19,2.47,5.9,3.030333333333333,6.364333333333333
2000-07-20,2.94,7.13,3.004666666666666,6.415333333333334
2000-07-21,3.15,6.18,3.0096666666666665,6.403333333333333
2000-07-22,2.87,8.64,3.0513333333333335,6.448333333333334
2000-07-23,3.0,7.92,3.097,6.535666666666667
2000-07-24,3.25,6.97,3.1656666666666666,6.507000000000001
2000-07-25,2.93,6.47,3.197,6.518666666666666
2000-07-26,1.94,6.31,3.1519999999999997,6.438666666666666
2000-07-27,1.98,7.5,3.109,6.401
2000-07-28,1.68,7.29,3.0316666666666667,6.417333333333334
2000-07-29,2.15,7.64,2.9696666666666665,6.450666666666667
2000-07-30,3.64,7.22,2.9699999999999998,6.4399999999999995
2000-07-31,2.73,6.64,2.936,6.412333333333334
2000-08-01,3.85,8.89,2.9643333333333333,6.4703333333333335
2000-08-02,1.94,7.64,2.9306666666666668,6.5409999999999995
2000-08-03,2.77,6.75,2.912,6.576666666666666
2000-08-04,2.64,7.23,2.858,6.612
2000-08-05,2.23,5.52,2.805,6.621666666666666
2000-08-06,2.66,6.11,2.7923333333333336,6.617333333333334
2000-08-07,4.18,8.1,2.8116666666666665,6.718
2000-08-08,4.71,6.67,2.860666666666667,6.743333333333334
2000-08-09,3.39,6.14,2.854333333333334,6.760666666666666
2000-08-10,2.65,7.04,2.8176666666666668,6.802333333333333
2000-08-11,2.31,6.46,2.808333333333333,6.8116666666666665
2000-08-12,1.92,5.23,2.7496666666666667,6.828666666666666
2000-08-13,3.23,6.01,2.781,6.842666666666667
2000-08-14,2.77,7.47,2.8146666666666667,6.868333333333334
2000-08-15,3.6,8.26,2.8816666666666664,6.928333333333333
2000-08-16,4.25,7.05,2.9166666666666665,6.936000000000001
2000-08-17,3.33,7.65,2.905333333333333,7.001
2000-08-18,1.79,6.85,2.8826666666666667,7.0326666666666675
2000-08-19,2.45,7.92,2.866333333333333,7.058999999999999
2000-08-20,3.34,7.22,2.872666666666667,7.093666666666667
2000-08-21,3.46,7.47,2.892333333333333,7.054666666666666
2000-08-22,3.95,6.4,2.924,7.0040000000000004
2000-08-23,4.08,6.59,2.9516666666666667,6.991333333333333
2000-08-24,2.73,7.18,2.9450000000000003,7.015000000000001
2000-08-25,3.42,5.57,2.994333333333334,6.990333333333334
2000-08-26,4.25,9.13,3.0700000000000003,7.044666666666667
2000-08-27,3.02,8.12,3.1146666666666665,7.072333333333333
2000-08-28,3.96,5.15,3.175,6.989333333333334
2000-08-29,3.56,6.97,3.1723333333333334,6.981
2000-08-30,2.23,7.07,3.155666666666667,6.995333333333333
2000-08-31,3.65,7.1,3.149,6.935666666666666
2000-09-01,2.44,8.28,3.1656666666666666,6.957
2000-09-02,3.66,8.05,3.195333333333333,7.000333333333334
2000-09-03,3.01,8.0,3.207666666666667,7.026
2000-09-04,2.78,5.78,3.2259999999999995,7.034666666666667
2000-09-05,3.41,5.38,3.251,7.0103333333333335
2000-09-06,2.34,6.25,3.1896666666666667,6.948666666666667
2000-09-07,3.09,5.91,3.1356666666666664,6.923333333333333
2000-09-08,3.29,6.56,3.1323333333333334,6.937333333333333
2000-09-09,3.02,6.57,3.1446666666666667,6.921666666666667
2000-09-10,2.37,8.09,3.146666666666667,6.976
2000-09-11,2.66,8.59,3.1713333333333336,7.088
2000-09-12,3.3,7.96,3.1736666666666666,7.1530000000000005
2000-09-13,2.89,7.98,3.1776666666666666,7.17
2000-09-14,3.31,8.13,3.168,7.165666666666667
2000-09-15,3.37,6.48,3.138666666666667,7.146666666666666
2000-09-16,2.99,5.6,3.1273333333333335,7.078333333333333
2000-09-17,3.34,6.29,3.1790000000000003,7.059666666666667
2000-09-18,2.07,6.35,3.166333333333333,7.007333333333333
2000-09-19,2.6,5.43,3.1416666666666666,6.947666666666667
2000-09-20,4.37,6.63,3.1719999999999997,6.919666666666667
2000-09-21,3.67,5.24,3.1626666666666665,6.881
2000-09-22,3.71,4.85,3.1503333333333337,6.8229999999999995
2000-09-23,2.08,7.49,3.1286666666666667,6.833333333333333
2000-09-24,3.06,7.69,3.1166666666666667,6.904
2000-09-25,3.85,5.99,3.103333333333333,6.799333333333333
2000-09-26,3.85,7.04,3.131,6.763333333333334
2000-09-27,3.56,8.81,3.1176666666666666,6.8853333333333335
2000-09-28,2.99,6.53,3.098666666666667,6.870666666666667
2000-09-29,2.26,5.55,3.0996666666666663,6.819999999999999
2000-09-30,2.66,5.98,3.0666666666666673,6.7826666666666675
2000-10-01,3.13,6.0,3.0896666666666666,6.706666666666667
2000-10-02,4.32,5.15,3.1116666666666664,6.609999999999999
2000-10-03,2.85,5.7,3.106333333333333,6.533333333333333
2000-10-04,2.81,6.79,3.107333333333334,6.566999999999999
2000-10-05,4.07,5.23,3.1293333333333333,6.561999999999999
2000-10-06,4.6,6.75,3.204666666666667,6.578666666666666
2000-10-07,3.49,7.32,3.2180000000000004,6.625666666666667
2000-10-08,3.46,7.1,3.2236666666666665,6.643666666666666
2000-10-09,3.17,5.84,3.228666666666667,6.6193333333333335
2000-10-10,2.77,4.86,3.2419999999999995,6.511666666666667
2000-10-11,4.76,7.15,3.312,6.463666666666667
2000-10-12,3.45,6.72,3.317,6.422333333333333
2000-10-13,3.53,6.64,3.3383333333333334,6.377666666666667
2000-10-14,3.19,7.02,3.3343333333333334,6.3406666666666665
2000-10-15,2.74,7.3,3.313333333333333,6.368
2000-10-16,3.08,6.28,3.3163333333333336,6.390666666666666
2000-10-17,2.73,5.08,3.296,6.350333333333333
2000-10-18,3.83,5.53,3.3546666666666667,6.3229999999999995
2000-10-19,4.9,9.42,3.4313333333333333,6.456
2000-10-20,4.22,9.25,3.4263333333333335,6.543333333333334
2000-10-21,3.37,7.53,3.4163333333333337,6.619666666666666
2000-10-22,2.37,7.54,3.3716666666666666,6.709333333333333
2000-10-23,2.16,6.75,3.3743333333333334,6.684666666666667
2000-10-24,3.43,8.01,3.3866666666666663,6.695333333333333
2000-10-25,3.56,7.33,3.3770000000000002,6.74
2000-10-26,3.18,7.7,3.354666666666667,6.762
2000-10-27,2.45,7.87,3.3176666666666668,6.730666666666666
2000-10-28,1.94,6.59,3.2826666666666666,6.732666666666666
2000-10-29,2.56,6.28,3.292666666666667,6.757000000000001
2000-10-30,3.13,7.39,3.308333333333333,6.803999999999999
2000-10-31,2.45,6.35,3.2856666666666667,6.815666666666667
2000-11-01,3.1,5.48,3.245,6.826666666666667
2000-11-02,3.09,6.5,3.253,6.8533333333333335
2000-11-03,3.09,5.84,3.262333333333333,6.821666666666667
2000-11-04,2.8,7.44,3.22,6.895333333333334
2000-11-05,2.28,6.62,3.1426666666666665,6.891000000000001
2000-11-06,2.58,7.92,3.1123333333333334,6.911
2000-11-07,3.32,8.31,3.107666666666667,6.951333333333333
2000-11-08,3.1,7.54,3.1053333333333337,7.007999999999999
2000-11-09,2.23,4.39,3.0873333333333335,6.992333333333334
2000-11-10,2.8,5.87,3.022,6.949666666666667
2000-11-11,2.45,6.89,2.9886666666666666,6.955333333333333
2000-11-12,3.55,7.62,2.989333333333333,6.9879999999999995
2000-11-13,3.38,6.97,2.9956666666666667,6.9863333333333335
2000-11-14,3.54,5.81,3.0223333333333335,6.9366666666666665
2000-11-15,3.2,6.65,3.0263333333333335,6.949
2000-11-16,2.01,6.75,3.0023333333333335,7.004666666666667
2000-11-17,2.76,8.45,2.966666666666667,7.102
2000-11-18,3.17,6.93,2.909,7.019
2000-11-19,3.3,4.71,2.878333333333333,6.867666666666667
2000-11-20,2.27,5.7,2.841666666666667,6.806666666666667
2000-11-21,3.23,4.29,2.8703333333333334,6.698333333333333
2000-11-22,1.93,4.9,2.8626666666666667,6.636666666666667
2000-11-23,1.52,4.24,2.799,6.511
2000-11-24,2.19,7.52,2.753333333333333,6.517333333333334
2000-11-25,2.77,8.11,2.7396666666666665,6.531000000000001
2000-11-26,2.67,6.04,2.7470000000000003,6.47
2000-11-27,3.19,5.61,2.7886666666666664,6.437333333333333
2000-11-28,2.79,6.47,2.7963333333333336,6.443666666666667
2000-11-29,3.73,6.01,2.816333333333333,6.397666666666667
2000-11-30,3.31,5.62,2.8449999999999998,6.373333333333333
2000-12-01,2.99,5.81,2.841333333333333,6.384333333333333
2000-12-02,2.49,8.23,2.8213333333333335,6.441999999999999
2000-12-03,3.54,8.26,2.8363333333333336,6.522666666666667
2000-12-04,2.8,7.22,2.836333333333333,6.515333333333333
2000-12-05,2.17,7.55,2.8326666666666664,6.546333333333333
2000-12-06,3.18,7.66,2.8526666666666665,6.5376666666666665
2000-12-07,3.83,6.93,2.869666666666667,6.491666666666666
2000-12-08,2.65,6.57,2.8546666666666662,6.459333333333333
2000-12-09,3.55,6.03,2.8986666666666667,6.513999999999999
2000-12-10,3.87,7.18,2.9343333333333335,6.557666666666666
2000-12-11,3.8,6.72,2.9793333333333334,6.5520000000000005
2000-12-12,3.04,6.4,2.9623333333333335,6.511333333333334
2000-12-13,2.91,6.34,2.9466666666666663,6.490333333333334
2000-12-14,2.63,7.51,2.9163333333333337,6.547
2000-12-15,2.32,7.11,2.887,6.562333333333333
2001-01-18,2.85,7.38,2.9149999999999996,6.583333333333333
2001-01-19,2.54,7.01,2.9076666666666666,6.535333333333333
2001-01-20,3.22,6.28,2.9093333333333335,6.5136666666666665
2001-01-21,3.19,6.89,2.905666666666667,6.586333333333332
2001-01-22,3.46,7.19,2.945333333333333,6.636
2001-01-23,2.44,6.09,2.919,6.696
2001-01-24,2.63,6.29,2.942333333333333,6.742333333333334
2001-01-25,3.12,6.02,2.9956666666666667,6.801666666666666
2001-01-26,3.15,6.47,3.027666666666667,6.766666666666666
2001-01-27,2.75,8.48,3.027,6.779
2001-01-28,4.67,8.85,3.093666666666666,6.8726666666666665
2001-01-29,2.15,7.62,3.0589999999999997,6.939666666666667
2001-01-30,2.77,5.69,3.058333333333333,6.913666666666667
2001-01-31,3.15,5.97,3.039,6.912333333333334
2001-02-01,1.81,6.41,2.989,6.938666666666666
2001-02-02,2.23,6.55,2.9636666666666667,6.963333333333334
2001-02-03,2.71,6.5,2.9709999999999996,6.905666666666667
2001-02-04,3.96,9.13,2.985,6.934666666666667
2001-02-05,3.84,5.7,3.0196666666666667,6.8839999999999995
2001-02-06,2.44,6.8,3.0286666666666666,6.859
2001-02-07,2.54,7.22,3.0073333333333334,6.844333333333334
2001-02-08,2.48,6.98,2.962333333333333,6.846
2001-02-09,2.91,6.51,2.9710000000000005,6.844
2001-02-10,4.25,6.35,2.994333333333333,6.854666666666668
2001-02-11,2.81,6.69,2.9590000000000005,6.838333333333334
2001-02-12,3.61,9.13,2.9526666666666666,6.918666666666667
2001-02-13,3.85,6.66,2.9796666666666667,6.927333333333333
2001-02-14,3.73,4.79,3.007,6.875666666666666
2001-02-15,2.29,5.29,2.9956666666666663,6.801666666666667
2001-02-16,1.39,5.96,2.9646666666666666,6.763333333333333
2001-02-17,2.28,5.87,2.945666666666667,6.712999999999999
2001-02-18,2.36,6.72,2.9396666666666667,6.703333333333333
2001-02-19,3.64,7.12,2.9536666666666664,6.731333333333334
2001-02-20,3.17,6.57,2.9530000000000003,6.720666666666667
2001-02-21,2.48,7.6,2.9203333333333332,6.734333333333334
2001-02-22,1.6,5.8,2.892333333333333,6.724666666666667
2001-02-23,2.21,7.33,2.8783333333333334,6.759333333333333
2001-02-24,1.89,6.42,2.8373333333333335,6.772666666666667
2001-02-25,1.84,7.53,2.7936666666666663,6.808000000000001
2001-02-26,2.0,7.53,2.768666666666667,6.776333333333333
2001-02-27,1.9,7.55,2.6763333333333335,6.7330000000000005
2001-02-28,2.44,6.91,2.686,6.709333333333333
2001-03-01,2.51,6.75,2.677333333333334,6.744666666666666
2001-03-02,2.69,7.5,2.662,6.7956666666666665
2001-03-03,2.98,5.26,2.701,6.757333333333333
2001-03-04,2.77,5.86,2.7190000000000003,6.734333333333334
2001-03-05,2.39,4.55,2.7083333333333335,6.6693333333333324
2001-03-06,3.42,4.86,2.6903333333333337,6.527
2001-03-07,3.4,5.89,2.6756666666666664,6.533333333333333
2001-03-08,2.27,6.25,2.6700000000000004,6.515
2001-03-09,2.69,7.3,2.675,6.517666666666667
2001-03-10,2.84,6.54,2.6870000000000003,6.503
2001-03-11,3.54,4.91,2.7079999999999997,6.449666666666666
2001-03-12,2.29,7.02,2.6426666666666665,6.4719999999999995
2001-03-13,2.59,4.78,2.635333333333333,6.408333333333333
2001-03-14,2.81,4.82,2.6086666666666662,6.264666666666667
2001-03-15,2.96,5.77,2.579,6.235
2001-03-16,3.58,6.23,2.574,6.283
2001-03-17,3.39,7.15,2.610666666666667,6.345
2001-03-18,3.13,6.45,2.6686666666666667,6.3613333333333335
2001-03-19,3.15,4.13,2.697666666666667,6.303333333333333
2001-03-20,3.53,4.0,2.736666666666667,6.212666666666666
2001-03-21,4.07,7.42,2.751,6.222666666666667
2001-03-22,1.85,5.19,2.707,6.176666666666667
2001-03-23,2.88,4.87,2.7203333333333335,6.085666666666667
2001-03-24,3.12,6.02,2.771,6.093
2001-03-25,3.46,5.88,2.8126666666666664,6.044666666666667
2001-03-26,3.67,5.66,2.872,6.019333333333334
2001-03-27,3.78,6.97,2.936666666666667,6.000666666666667
2001-03-28,2.84,6.53,2.9646666666666666,5.967333333333333
2001-03-29,3.48,7.19,3.017333333333333,5.955333333333333
2001-03-30,2.17,7.71,3.0083333333333333,5.982
2001-03-31,2.35,6.78,3.0029999999999997,5.9830000000000005
2001-04-01,2.21,8.27,2.987,6.008666666666667
2001-04-02,1.88,6.49,2.950333333333333,6.049666666666667
2001-04-03,3.99,7.07,2.991,6.09
2001-04-04,4.52,6.28,3.062,6.147666666666667
2001-04-05,3.32,4.41,3.0586666666666664,6.132666666666666
2001-04-06,2.04,5.12,3.0133333333333336,6.107
2001-04-07,3.13,6.4,3.042,6.112
2001-04-08,3.26,6.35,3.061,6.080333333333333
2001-04-09,2.54,8.23,3.051,6.136666666666667
2001-04-10,2.45,6.66,3.0146666666666664,6.195000000000001
2001-04-11,3.73,7.35,3.0626666666666664,6.206
2001-04-12,3.21,8.27,3.0833333333333335,6.322333333333333
2001-04-13,2.42,7.21,3.070333333333333,6.402
2001-04-14,3.57,5.7,3.0906666666666665,6.399666666666666
2001-04-15,4.58,4.73,3.124,6.349666666666667
2001-04-16,4.02,5.14,3.145,6.282666666666667
2001-04-17,3.01,7.99,3.141,6.3340000000000005
2001-04-18,2.48,7.99,3.1186666666666665,6.462666666666667
2001-04-19,3.44,8.22,3.115666666666667,6.603333333333334
2001-04-20,2.83,7.07,3.0743333333333336,6.591666666666667
2001-04-21,3.6,6.26,3.1326666666666667,6.6273333333333335
2001-04-22,3.56,6.21,3.155333333333333,6.672
2001-04-23,2.51,7.65,3.1350000000000002,6.726333333333334
2001-04-24,1.75,5.57,3.0780000000000003,6.715999999999999
2001-04-25,1.81,6.35,3.0159999999999996,6.739
2001-04-26,1.27,5.4,2.9323333333333332,6.6866666666666665
2001-04-27,3.11,6.82,2.9413333333333336,6.696333333333333
2001-04-28,3.89,7.24,2.955,6.6979999999999995
2001-04-29,3.49,7.5,2.999,6.691
2001-04-30,2.15,7.3,2.9923333333333337,6.708333333333333
2001-05-01,2.72,6.86,3.009333333333333,6.661333333333333
2001-05-02,2.52,7.61,3.030666666666667,6.698666666666667
2001-05-03,2.11,5.66,2.9679999999999995,6.651666666666667
2001-05-04,2.87,5.7,2.913,6.632333333333333
2001-05-05,3.46,6.02,2.917666666666667,6.686000000000001
2001-05-06,3.22,6.35,2.957,6.727
2001-05-07,3.03,7.93,2.9536666666666664,6.7780000000000005
2001-05-08,2.68,7.49,2.9343333333333335,6.816
2001-05-09,4.49,6.47,2.9993333333333334,6.757333333333334
2001-05-10,3.92,7.69,3.0483333333333333,6.791666666666667
2001-05-11,2.82,5.77,3.018,6.739
2001-05-12,2.93,7.76,3.008666666666667,6.722
2001-05-13,4.64,7.5,3.082666666666667,6.731666666666667
2001-05-14,2.88,6.64,3.0596666666666663,6.763000000000001
2001-05-15,1.69,8.63,2.963333333333333,6.893
2001-05-16,1.94,7.64,2.8939999999999997,6.976333333333334
2001-05-17,2.66,8.35,2.8823333333333334,6.988333333333333
2001-05-18,2.63,7.25,2.8873333333333333,6.963666666666667
2001-05-19,2.63,5.69,2.8603333333333336,6.879333333333333
2001-05-20,2.85,5.7,2.8609999999999998,6.833666666666667
2001-05-21,2.9,5.72,2.8376666666666663,6.815666666666667
2001-05-22,2.53,6.39,2.8033333333333332,6.821666666666667
2001-05-23,1.96,4.47,2.7850000000000006,6.7156666666666665
2001-05-24,3.15,4.23,2.8316666666666666,6.671
2001-05-25,4.07,6.68,2.9070000000000005,6.682
2001-05-26,3.51,5.14,2.9816666666666665,6.673333333333333
2001-05-27,2.41,4.66,2.9583333333333335,6.601333333333334
2001-05-28,2.76,5.77,2.9206666666666665,6.552333333333333
2001-05-29,3.15,5.91,2.9093333333333335,6.499333333333333
2001-05-30,3.06,4.72,2.9396666666666667,6.413333333333332
2001-05-31,2.35,5.66,2.927333333333333,6.373333333333334
2001-06-01,2.51,6.24,2.927,6.3276666666666666
2001-06-02,3.47,7.38,2.9723333333333333,6.385
2001-06-03,3.43,8.44,2.9909999999999997,6.476333333333333
2001-06-04,1.94,8.44,2.9403333333333337,6.5569999999999995
2001-06-05,2.41,7.62,2.9133333333333336,6.599333333333333
