Date,population_million,urbanization_pct,population_million_MA30,urbanization_pct_MA30
2000-03-21,26.5,55.59,26.5,53.872
2000-03-22,26.5,55.07,26.5,53.861999999999995
2000-03-23,26.5,55.21,26.5,53.891
2000-03-24,26.5,51.99,26.5,53.90566666666667
2000-03-25,26.5,51.77,26.5,53.922000000000004
2000-03-26,26.5,53.66,26.5,53.92733333333334
2000-03-27,26.5,53.47,26.5,53.916333333333334
2000-03-28,26.5,52.99,26.5,53.88666666666667
2000-03-29,26.5,53.15,26.5,53.818999999999996
2000-03-30,26.5,53.72,26.5,53.81366666666667
2000-03-31,26.5,53.42,26.5,53.774
2000-04-01,26.5,54.48,26.5,53.800333333333334
2000-04-02,26.5,53.69,26.5,53.85533333333333
2000-04-03,26.5,54.94,26.5,53.84633333333333
2000-04-04,26.5,55.23,26.5,53.83633333333333
2000-04-05,26.5,53.69,26.5,53.794
2000-04-06,26.5,53.42,26.5,53.71000000000001
2000-04-07,26.5,53.12,26.5,53.66833333333333
2000-04-08,26.5,52.99,26.5,53.765
2000-04-09,26.5,54.42,26.5,53.806333333333335
2000-04-10,26.5,56.88,26.5,53.89533333333333
2000-04-11,26.5,57.13,26.5,54.04333333333334
2000-04-12,26.5,54.12,26.5,54.05133333333333
2000-04-13,26.5,54.5,26.5,54.092
2000-04-14,26.5,52.07,26.5,54.028999999999996
2000-04-15,26.5,52.09,26.5,53.967666666666666
2000-04-16,26.5,52.55,26.5,54.00633333333334
2000-04-17,26.5,54.94,26.5,53.967666666666666
2000-04-18,26.5,52.93,26.5,53.93066666666667
2000-04-19,26.5,51.23,26.5,53.81533333333333
2000-04-20,26.5,52.28,26.5,53.705000000000005
2000-04-21,26.5,51.17,26.5,53.575
2000-04-22,26.5,53.83,26.5,53.529
2000-04-23,26.5,53.39,26.5,53.57566666666666
2000-04-24,26.5,52.01,26.5,53.583666666666666
2000-04-25,26.5,54.04,26.5,53.59633333333333
2000-04-26,26.5,55.15,26.5,53.65233333333333
2000-04-27,26.5,55.48,26.5,53.73533333333333
2000-04-28,26.5,54.21,26.5,53.77066666666667
2000-04-29,26.5,54.29,26.5,53.78966666666667
2000-04-30,26.5,57.05,26.5,53.910666666666664
2000-05-01,26.5,54.39,26.5,53.907666666666664
2000-05-02,26.5,53.91,26.5,53.915
2000-05-03,26.5,54.39,26.5,53.89666666666667
2000-05-04,26.5,55.48,26.5,53.905
2000-05-05,26.5,54.67,26.5,53.937666666666665
2000-05-06,26.5,54.1,26.5,53.96033333333333
2000-05-07,26.5,52.72,26.5,53.947
2000-05-08,26.5,52.34,26.5,53.925333333333334
2000-05-09,26.5,52.96,26.5,53.876666666666665
2000-05-10,26.5,54.8,26.5,53.80733333333333
2000-05-11,26.5,55.69,26.5,53.75933333333333
2000-05-12,26.5,56.13,26.5,53.82633333333333
2000-05-13,26.5,53.75,26.5,53.80133333333333
2000-05-14,26.5,53.04,26.5,53.833666666666666
2000-05-15,26.5,52.36,26.5,53.842666666666666
2000-05-16,26.5,50.39,26.5,53.77066666666666
2000-05-17,26.5,52.15,26.5,53.67766666666667
2000-05-18,26.5,51.58,26.5,53.632666666666665
2000-05-19,26.5,53.66,26.5,53.71366666666667
2000-05-20,26.5,50.42,26.5,53.651666666666664
2000-05-21,26.5,52.04,26.5,53.68066666666667
2000-05-22,26.5,57.07,26.5,53.788666666666664
2000-05-23,26.5,55.45,26.5,53.85733333333334
2000-05-24,26.5,51.69,26.5,53.84666666666667
2000-05-25,26.5,50.33,26.5,53.723
2000-05-26,26.5,51.69,26.5,53.60766666666667
2000-05-27,26.5,54.37,26.5,53.57066666666666
2000-05-28,26.5,53.39,26.5,53.54333333333333
2000-05-29,26.5,52.12,26.5,53.471
2000-05-30,26.5,53.26,26.5,53.34466666666666
2000-05-31,26.5,54.94,26.5,53.36299999999999
2000-06-01,26.5,55.18,26.5,53.40533333333334
2000-06-02,26.5,53.37,26.5,53.37133333333333
2000-06-03,26.5,52.12,26.5,53.25933333333333
2000-06-04,26.5,52.31,26.5,53.18066666666667
2000-06-05,26.5,54.8,26.5,53.20399999999999
2000-06-06,26.5,55.29,26.5,53.28966666666666
2000-06-07,26.5,53.72,26.5,53.33566666666666
2000-06-08,26.5,51.47,26.5,53.285999999999994
2000-06-09,26.5,53.15,26.5,53.231
2000-06-10,26.5,56.32,26.5,53.251999999999995
2000-06-11,26.5,54.8,26.5,53.20766666666667
2000-06-12,26.5,54.94,26.5,53.24733333333334
2000-06-13,26.5,53.96,26.5,53.278000000000006
2000-06-14,26.5,53.37,26.5,53.31166666666666
2000-06-15,26.5,51.82,26.5,53.35933333333333
2000-06-16,26.5,52.77,26.5,53.38
2000-06-17,26.5,53.93,26.5,53.458333333333336
2000-06-18,26.5,50.58,26.5,53.35566666666667
2000-06-19,26.5,55.26,26.5,53.517
2000-06-20,26.5,55.67,26.5,53.638
2000-06-21,26.5,55.29,26.5,53.57866666666666
2000-06-22,26.5,53.72,26.5,53.520999999999994
2000-06-23,26.5,53.18,26.5,53.57066666666666
2000-06-24,26.5,55.8,26.5,53.753
2000-06-25,26.5,55.94,26.5,53.894666666666666
2000-06-26,26.5,53.07,26.5,53.85133333333333
2000-06-27,26.5,53.42,26.5,53.852333333333334
2000-06-28,26.5,52.91,26.5,53.87866666666667
2000-06-29,26.5,51.74,26.5,53.828
2000-06-30,26.5,54.99,26.5,53.82966666666666
2000-07-01,26.5,54.94,26.5,53.821666666666665
2000-07-02,26.5,57.86,26.5,53.971333333333334
2000-07-03,26.5,53.47,26.5,54.016333333333336
2000-07-04,26.5,52.93,26.5,54.037
2000-07-05,26.5,53.39,26.5,53.99
2000-07-06,26.5,54.83,26.5,53.974666666666664
2000-07-07,26.5,55.04,26.5,54.01866666666667
2000-07-08,26.5,55.13,26.5,54.14066666666667
2000-07-09,26.5,57.48,26.5,54.285
2000-07-10,26.5,56.34,26.5,54.285666666666664
2000-07-11,26.5,53.58,26.5,54.245
2000-07-12,26.5,53.56,26.5,54.199
2000-07-13,26.5,53.2,26.5,54.17366666666666
2000-07-14,26.5,53.53,26.5,54.179
2000-07-15,26.5,52.28,26.5,54.19433333333334
2000-07-16,26.5,52.55,26.5,54.187
2000-07-17,26.5,52.01,26.5,54.123000000000005
2000-07-18,26.5,56.56,26.5,54.322333333333326
2000-07-19,26.5,54.12,26.5,54.28433333333333
2000-07-20,26.5,52.23,26.5,54.16966666666667
2000-07-21,26.5,55.61,26.5,54.18033333333334
2000-07-22,26.5,51.55,26.5,54.108
2000-07-23,26.5,53.8,26.5,54.12866666666666
2000-07-24,26.5,55.15,26.5,54.107
2000-07-25,26.5,55.02,26.5,54.07633333333333
2000-07-26,26.5,54.29,26.5,54.117
2000-07-27,26.5,53.01,26.5,54.10333333333333
2000-07-28,26.5,54.23,26.5,54.14733333333333
2000-07-29,26.5,55.67,26.5,54.27833333333333
2000-07-30,26.5,54.21,26.5,54.25233333333334
2000-07-31,26.5,53.18,26.5,54.193666666666665
2000-08-01,26.5,54.1,26.5,54.068333333333335
2000-08-02,26.5,56.02,26.5,54.15333333333333
2000-08-03,26.5,51.69,26.5,54.112
2000-08-04,26.5,52.39,26.5,54.07866666666666
2000-08-05,26.5,58.62,26.5,54.205000000000005
2000-08-06,26.5,55.45,26.5,54.218666666666664
2000-08-07,26.5,52.26,26.5,54.123000000000005
2000-08-08,26.5,55.61,26.5,54.06066666666666
2000-08-09,26.5,53.8,26.5,53.976
2000-08-10,26.5,51.96,26.5,53.922000000000004
2000-08-11,26.5,50.93,26.5,53.83433333333333
2000-08-12,26.5,53.07,26.5,53.830000000000005
2000-08-13,26.5,53.37,26.5,53.82466666666666
2000-08-14,26.5,55.23,26.5,53.922999999999995
2000-08-15,26.5,55.91,26.5,54.035
2000-08-16,26.5,55.02,26.5,54.13533333333333
2000-08-17,26.5,54.1,26.5,54.05333333333333
2000-08-18,26.5,55.64,26.5,54.104
2000-08-19,26.5,52.91,26.5,54.126666666666665
2000-08-20,26.5,51.82,26.5,54.00033333333333
2000-08-21,26.5,54.48,26.5,54.098
2000-08-22,26.5,57.1,26.5,54.208
2000-08-23,26.5,55.23,26.5,54.21066666666666
2000-08-24,26.5,51.01,26.5,54.077
2000-08-25,26.5,50.39,26.5,53.947
2000-08-26,26.5,53.31,26.5,53.957
2000-08-27,26.5,54.45,26.5,53.964333333333336
2000-08-28,26.5,53.01,26.5,53.87566666666667
2000-08-29,26.5,53.91,26.5,53.86566666666666
2000-08-30,26.5,54.23,26.5,53.900666666666666
2000-08-31,26.5,52.2,26.5,53.837333333333326
2000-09-01,26.5,52.58,26.5,53.72266666666667
2000-09-02,26.5,51.61,26.5,53.72
2000-09-03,26.5,53.91,26.5,53.77066666666667
2000-09-04,26.5,55.56,26.5,53.66866666666667
2000-09-05,26.5,54.67,26.5,53.64266666666667
2000-09-06,26.5,50.69,26.5,53.59033333333333
2000-09-07,26.5,53.47,26.5,53.519
2000-09-08,26.5,52.12,26.5,53.463
2000-09-09,26.5,54.8,26.5,53.55766666666667
2000-09-10,26.5,54.61,26.5,53.68033333333333
2000-09-11,26.5,54.1,26.5,53.714666666666666
2000-09-12,26.5,52.77,26.5,53.69466666666667
2000-09-13,26.5,56.37,26.5,53.73266666666667
2000-09-14,26.5,59.67,26.5,53.858
2000-09-15,26.5,57.24,26.5,53.932
2000-09-16,26.5,55.04,26.5,53.96333333333334
2000-09-17,26.5,51.72,26.5,53.83266666666667
2000-09-18,26.5,54.67,26.5,53.891333333333336
2000-09-19,26.5,55.64,26.5,54.01866666666667
2000-09-20,26.5,54.69,26.5,54.025666666666666
2000-09-21,26.5,52.93,26.5,53.88666666666667
2000-09-22,26.5,51.58,26.5,53.765
2000-09-23,26.5,53.18,26.5,53.83733333333334
2000-09-24,26.5,53.99,26.5,53.95733333333333
2000-09-25,26.5,54.99,26.5,54.013333333333335
2000-09-26,26.5,56.56,26.5,54.083666666666666
2000-09-27,26.5,53.53,26.5,54.101
2000-09-28,26.5,52.47,26.5,54.053
2000-09-29,26.5,52.18,26.5,53.984666666666676
2000-09-30,26.5,51.9,26.5,53.974666666666664
2000-10-01,26.5,52.64,26.5,53.97666666666667
2000-10-02,26.5,53.66,26.5,54.044999999999995
2000-10-03,26.5,54.04,26.5,54.04933333333334
2000-10-04,26.5,52.88,26.5,53.96
2000-10-05,26.5,53.31,26.5,53.91466666666666
2000-10-06,26.5,53.31,26.5,54.002
2000-10-07,26.5,53.23,26.5,53.994
2000-10-08,26.5,52.55,26.5,54.00833333333333
2000-10-09,26.5,53.66,26.5,53.97033333333333
2000-10-10,26.5,53.12,26.5,53.92066666666667
2000-10-11,26.5,53.42,26.5,53.897999999999996
2000-10-12,26.5,51.58,26.5,53.858333333333334
2000-10-13,26.5,55.4,26.5,53.826
2000-10-14,26.5,56.67,26.5,53.726
2000-10-15,26.5,56.97,26.5,53.717
2000-10-16,26.5,52.85,26.5,53.644
2000-10-17,26.5,50.85,26.5,53.615
2000-10-18,26.5,52.23,26.5,53.53366666666667
2000-10-19,26.5,53.91,26.5,53.476
2000-10-20,26.5,54.61,26.5,53.473333333333336
2000-10-21,26.5,51.8,26.5,53.43566666666666
2000-10-22,26.5,53.88,26.5,53.51233333333333
2000-10-23,26.5,51.2,26.5,53.44633333333333
2000-10-24,26.5,53.1,26.5,53.416666666666664
2000-10-25,26.5,51.88,26.5,53.312999999999995
2000-10-26,26.5,53.77,26.5,53.22
2000-10-27,26.5,53.61,26.5,53.22266666666667
2000-10-28,26.5,52.66,26.5,53.229
2000-10-29,26.5,52.96,26.5,53.254999999999995
2000-10-30,26.5,54.18,26.5,53.331
2000-10-31,26.5,54.39,26.5,53.389333333333326
2000-11-01,26.5,55.07,26.5,53.43633333333334
2000-11-02,26.5,54.48,26.5,53.45100000000001
2000-11-03,26.5,53.5,26.5,53.47166666666667
2000-11-04,26.5,53.15,26.5,53.46633333333333
2000-11-05,26.5,51.25,26.5,53.39766666666666
2000-11-06,26.5,53.2,26.5,53.39666666666667
2000-11-07,26.5,52.09,26.5,53.38133333333333
2000-11-08,26.5,55.83,26.5,53.45366666666667
2000-11-09,26.5,53.93,26.5,53.480666666666664
2000-11-10,26.5,53.04,26.5,53.468
2000-11-11,26.5,53.75,26.5,53.540333333333336
2000-11-12,26.5,54.02,26.5,53.49433333333334
2000-11-13,26.5,51.25,26.5,53.31366666666667
2000-11-14,26.5,51.01,26.5,53.115
2000-11-15,26.5,51.74,26.5,53.078
2000-11-16,26.5,56.7,26.5,53.272999999999996
2000-11-17,26.5,50.74,26.5,53.22333333333333
2000-11-18,26.5,52.2,26.5,53.166333333333334
2000-11-19,26.5,53.88,26.5,53.142
2000-11-20,26.5,53.99,26.5,53.215
2000-11-21,26.5,54.39,26.5,53.232
2000-11-22,26.5,53.07,26.5,53.29433333333334
2000-11-23,26.5,55.72,26.5,53.38166666666666
2000-11-24,26.5,56.88,26.5,53.54833333333333
2000-11-25,26.5,57.26,26.5,53.66466666666667
2000-11-26,26.5,56.56,26.5,53.763
2000-11-27,26.5,55.88,26.5,53.870333333333335
2000-11-28,26.5,55.67,26.5,53.960666666666675
2000-11-29,26.5,54.23,26.5,53.962333333333326
2000-11-30,26.5,54.45,26.5,53.964333333333336
2000-12-01,26.5,54.42,26.5,53.94266666666667
2000-12-02,26.5,56.91,26.5,54.02366666666667
2000-12-03,26.5,53.37,26.5,54.01933333333333
2000-12-04,26.5,53.5,26.5,54.031
2000-12-05,26.5,55.04,26.5,54.157333333333334
2000-12-06,26.5,51.93,26.5,54.115
2000-12-07,26.5,53.31,26.5,54.15566666666667
2000-12-08,26.5,53.77,26.5,54.086999999999996
2000-12-09,26.5,54.23,26.5,54.097
2000-12-10,26.5,53.1,26.5,54.099000000000004
2000-12-11,26.5,52.34,26.5,54.052
2000-12-12,26.5,54.37,26.5,54.06366666666666
2000-12-13,26.5,55.31,26.5,54.199
2000-12-14,26.5,53.64,26.5,54.28666666666666
2000-12-15,26.5,52.23,26.5,54.303
2001-01-05,26.5,58.73,26.5,54.37066666666667
2001-01-06,26.5,58.73,26.5,54.63700000000001
2001-01-07,26.5,58.73,26.5,54.85466666666667
2001-01-08,26.5,58.73,26.5,55.016333333333336
2001-01-09,26.5,58.73,26.5,55.17433333333334
2001-01-10,26.5,58.73,26.5,55.319
2001-01-11,26.5,58.73,26.5,55.50766666666666
2001-01-12,26.5,58.73,26.5,55.608
2001-01-13,26.5,58.73,26.5,55.669666666666664
2001-01-14,26.5,58.73,26.5,55.718666666666664
2001-01-18,26.5,51.58,26.5,55.55266666666667
2001-01-19,26.5,54.34,26.5,55.501333333333335
2001-01-20,26.5,54.1,26.5,55.44899999999999
2001-01-21,26.5,53.04,26.5,55.40933333333333
2001-01-22,26.5,53.66,26.5,55.383
2001-01-23,26.5,54.04,26.5,55.37033333333333
2001-01-24,26.5,55.34,26.5,55.318
2001-01-25,26.5,54.07,26.5,55.34133333333333
2001-01-26,26.5,53.47,26.5,55.340333333333334
2001-01-27,26.5,51.58,26.5,55.225
2001-01-28,26.5,53.77,26.5,55.28633333333333
2001-01-29,26.5,52.69,26.5,55.26566666666667
2001-01-30,26.5,52.04,26.5,55.208
2001-01-31,26.5,52.01,26.5,55.134
2001-02-01,26.5,54.02,26.5,55.16466666666666
2001-02-02,26.5,50.33,26.5,55.09766666666666
2001-02-03,26.5,49.9,26.5,54.94866666666667
2001-02-04,26.5,50.61,26.5,54.791999999999994
2001-02-05,26.5,51.15,26.5,54.708999999999996
2001-02-06,26.5,53.75,26.5,54.75966666666667
2001-02-07,26.5,52.45,26.5,54.550333333333334
2001-02-08,26.5,53.23,26.5,54.367
2001-02-09,26.5,52.47,26.5,54.15833333333333
2001-02-10,26.5,53.56,26.5,53.986
2001-02-11,26.5,55.21,26.5,53.86866666666666
2001-02-12,26.5,54.29,26.5,53.720666666666666
2001-02-13,26.5,53.12,26.5,53.53366666666667
2001-02-14,26.5,54.02,26.5,53.37666666666667
2001-02-15,26.5,56.26,26.5,53.29433333333334
2001-02-16,26.5,52.77,26.5,53.09566666666667
2001-02-17,26.5,53.72,26.5,53.16700000000001
2001-02-18,26.5,53.72,26.5,53.14633333333333
2001-02-19,26.5,56.13,26.5,53.214000000000006
2001-02-20,26.5,56.86,26.5,53.34133333333333
2001-02-21,26.5,53.8,26.5,53.346000000000004
2001-02-22,26.5,52.99,26.5,53.311
2001-02-23,26.5,52.93,26.5,53.230666666666664
2001-02-24,26.5,55.59,26.5,53.281333333333336
2001-02-25,26.5,55.48,26.5,53.34833333333333
2001-02-26,26.5,55.15,26.5,53.467333333333336
2001-02-27,26.5,52.74,26.5,53.433
2001-02-28,26.5,51.55,26.5,53.394999999999996
2001-03-01,26.5,52.47,26.5,53.40933333333333
2001-03-02,26.5,52.77,26.5,53.434666666666665
2001-03-03,26.5,52.91,26.5,53.397666666666666
2001-03-04,26.5,53.61,26.5,53.507
2001-03-05,26.5,52.45,26.5,53.592
2001-03-06,26.5,51.39,26.5,53.61800000000001
2001-03-07,26.38,53.23,26.496,53.687333333333335
2001-03-08,26.5,54.34,26.496,53.707
2001-03-09,26.5,54.48,26.496,53.77466666666667
2001-03-10,26.5,51.42,26.496,53.714333333333336
2001-03-11,26.5,51.72,26.496,53.68933333333333
2001-03-12,26.5,54.99,26.496,53.736999999999995
2001-03-13,26.5,54.48,26.496,53.712666666666664
2001-03-14,26.5,54.94,26.496,53.73433333333333
2001-03-15,26.5,57.51,26.496,53.88066666666667
2001-03-16,26.5,56.42,26.496,53.960666666666675
2001-03-17,26.5,52.53,26.496,53.83633333333333
2001-03-18,26.5,49.0,26.496,53.71066666666666
2001-03-19,26.5,55.02,26.496,53.754
2001-03-20,26.5,57.32,26.496,53.874
2001-03-21,26.5,53.18,26.496,53.775666666666666
2001-03-22,26.5,55.77,26.496,53.739333333333335
2001-03-23,26.5,51.04,26.496,53.64733333333333
2001-03-24,26.5,52.91,26.496,53.644666666666666
2001-03-25,26.5,55.21,26.496,53.72066666666667
2001-03-26,26.5,53.28,26.496,53.64366666666667
2001-03-27,26.5,52.15,26.496,53.53266666666666
2001-03-28,26.5,54.15,26.496,53.49933333333333
2001-03-29,26.5,55.04,26.496,53.576
2001-03-30,26.5,53.37,26.496,53.63666666666667
2001-03-31,26.5,55.96,26.496,53.753
2001-04-01,26.5,54.8,26.496,53.82066666666667
2001-04-02,26.5,53.96,26.496,53.85566666666667
2001-04-03,26.5,55.13,26.496,53.906333333333336
2001-04-04,26.5,55.88,26.496,54.02066666666667
2001-04-05,26.5,52.96,26.496,54.07299999999999
2001-04-06,26.5,54.91,26.5,54.129
2001-04-07,26.5,51.63,26.5,54.03866666666667
2001-04-08,26.5,57.07,26.5,54.125
2001-04-09,26.5,56.32,26.5,54.28833333333333
2001-04-10,26.5,56.02,26.5,54.431666666666665
2001-04-11,26.5,53.47,26.5,54.381
2001-04-12,26.5,54.07,26.5,54.367333333333335
2001-04-13,26.5,53.26,26.5,54.31133333333333
2001-04-14,26.5,51.77,26.5,54.12
2001-04-15,26.5,54.56,26.5,54.058
2001-04-16,26.5,56.8,26.5,54.20033333333333
2001-04-17,26.5,55.37,26.5,54.41266666666666
2001-04-18,26.5,54.53,26.5,54.39633333333334
2001-04-19,26.5,52.85,26.5,54.24733333333334
2001-04-20,26.5,51.12,26.5,54.178666666666665
2001-04-21,26.5,52.07,26.5,54.05533333333334
2001-04-22,26.5,51.85,26.5,54.08233333333333
2001-04-23,26.5,49.74,26.5,53.97666666666667
2001-04-24,26.5,50.77,26.5,53.82866666666666
2001-04-25,26.5,54.15,26.5,53.85766666666667
2001-04-26,26.5,54.02,26.5,53.92
2001-04-27,26.5,52.99,26.5,53.88133333333334
2001-04-28,26.5,54.23,26.5,53.85433333333334
2001-04-29,26.5,53.69,26.5,53.864999999999995
2001-04-30,26.5,53.66,26.5,53.788333333333334
2001-05-01,26.5,51.99,26.5,53.69466666666666
2001-05-02,26.5,51.44,26.5,53.610666666666674
2001-05-03,26.5,54.61,26.5,53.593333333333334
2001-05-04,26.5,53.58,26.5,53.516666666666666
2001-05-05,26.5,54.94,26.5,53.58266666666667
2001-05-06,26.5,54.85,26.5,53.580666666666666
2001-05-07,26.5,52.36,26.5,53.605
2001-05-08,26.5,52.53,26.5,53.45366666666666
2001-05-09,26.49,53.2,26.499666666666666,53.349666666666664
2001-05-10,26.5,56.02,26.499666666666666,53.349666666666664
2001-05-11,26.5,51.72,26.499666666666666,53.291333333333334
2001-05-12,26.5,56.13,26.499666666666666,53.36000000000001
2001-05-13,26.5,55.88,26.499666666666666,53.44733333333333
2001-05-14,26.5,55.13,26.499666666666666,53.55933333333334
2001-05-15,26.5,51.39,26.499666666666666,53.45366666666666
2001-05-16,26.5,49.23,26.499666666666666,53.20133333333333
2001-05-17,26.5,50.28,26.499666666666666,53.031666666666666
2001-05-18,26.5,55.69,26.499666666666666,53.07033333333333
2001-05-19,26.5,53.28,26.499666666666666,53.084666666666664
2001-05-20,26.5,52.04,26.499666666666666,53.11533333333333
2001-05-21,26.5,54.07,26.499666666666666,53.182
2001-05-22,26.5,52.04,26.499666666666666,53.18833333333334
2001-05-23,26.5,54.42,26.499666666666666,53.34433333333333
2001-05-24,26.5,53.61,26.499666666666666,53.439
2001-05-25,26.5,54.88,26.499666666666666,53.46333333333333
2001-05-26,26.5,54.72,26.499666666666666,53.486666666666665
2001-05-27,26.5,54.18,26.499666666666666,53.52633333333333
2001-05-28,26.5,56.67,26.499666666666666,53.60766666666667
2001-05-29,26.5,53.66,26.499666666666666,53.60666666666667
2001-05-30,26.5,53.04,26.499666666666666,53.586
2001-05-31,26.5,54.39,26.499666666666666,53.666000000000004
2001-06-01,26.5,53.23,26.499666666666666,53.72566666666667
2001-06-02,26.5,54.15,26.499666666666666,53.71033333333333
2001-06-03,26.46,53.1,26.498333333333335,53.69433333333333
2001-06-04,26.5,53.75,26.498333333333335,53.65466666666667
2001-06-05,26.5,54.26,26.498333333333335,53.635
2001-06-06,26.5,55.21,26.498333333333335,53.730000000000004
2001-06-07,26.5,50.82,26.498333333333335,53.673
2001-06-08,26.5,53.34,26.49866666666667,53.67766666666667
2001-06-09,26.5,53.5,26.49866666666667,53.593666666666664
2001-06-10,26.5,57.05,26.49866666666667,53.77133333333334
2001-06-11,26.5,54.8,26.49866666666667,53.727
2001-06-12,26.5,52.31,26.49866666666667,53.608
2001-06-13,26.5,52.85,26.49866666666667,53.532
2001-06-14,26.5,55.64,26.49866666666667,53.67366666666667
2001-06-15,26.5,56.07,26.49866666666667,53.901666666666664
2001-06-16,26.5,56.67,26.49866666666667,54.11466666666667
2001-06-17,26.5,53.07,26.49866666666667,54.02733333333333
2001-06-18,26.5,51.63,26.49866666666667,53.97233333333334
2001-06-19,26.5,53.64,26.49866666666667,54.025666666666666
2001-06-20,26.5,55.69,26.49866666666667,54.07966666666666
2001-06-21,26.5,55.42,26.49866666666667,54.19233333333333
2001-06-22,26.5,51.58,26.49866666666667,54.09766666666667
2001-06-23,26.5,53.2,26.49866666666667,54.083999999999996
2001-06-24,26.5,53.07,26.49866666666667,54.02366666666667
2001-06-25,26.5,53.2,26.49866666666667,53.973
2001-06-26,26.5,53.47,26.49866666666667,53.949333333333335
2001-06-27,26.5,54.85,26.49866666666667,53.88866666666666
2001-06-28,26.5,55.1,26.49866666666667,53.936666666666675
2001-06-29,26.5,55.4,26.49866666666667,54.01533333333334
2001-06-30,26.5,55.07,26.49866666666667,54.038000000000004
2001-07-01,26.5,52.31,26.49866666666667,54.007333333333335
2001-07-02,26.5,54.96,26.49866666666667,54.03433333333334
2001-07-03,26.5,55.34,26.5,54.109
2001-07-04,26.5,55.23,26.5,54.15833333333333
2001-07-05,26.5,53.85,26.5,54.144666666666666
2001-07-06,26.5,53.5,26.5,54.087666666666664
2001-07-07,26.5,54.42,26.5,54.20766666666667
2001-07-08,26.5,51.93,26.5,54.16066666666667
2001-07-09,26.5,50.5,26.5,54.06066666666667
2001-07-10,26.5,52.01,26.5,53.89266666666666
2001-07-11,26.5,53.39,26.5,53.845666666666666
2001-07-12,26.5,52.07,26.5,53.83766666666667
2001-07-13,26.5,55.45,26.5,53.92433333333334
2001-07-14,26.5,54.15,26.5,53.87466666666667
2001-07-15,26.5,57.1,26.5,53.909
