Date,energy_consumption_mwh,energy_consumption_mwh_MA7,energy_consumption_mwh_MA30
2000-02-26,1041.61,1071.1357142857144,1066.8373333333334
2000-02-27,1051.71,1059.5157142857142,1067.1683333333333
2000-02-28,1063.53,1059.4671428571428,1067.431
2000-02-29,1050.0,1057.5342857142857,1067.1343333333332
2000-03-01,1112.84,1063.0628571428572,1069.0063333333333
2000-03-02,1073.8,1063.6985714285713,1069.463
2000-03-03,1051.03,1063.5028571428572,1067.665
2000-03-04,1087.84,1070.107142857143,1066.9286666666665
2000-03-05,1027.74,1066.682857142857,1064.2516666666666
2000-03-06,1061.13,1066.34,1063.3613333333333
2000-03-07,997.95,1058.9042857142856,1061.1526666666666
2000-03-08,1008.22,1043.9585714285715,1059.3206666666667
2000-03-09,1030.14,1037.7214285714285,1058.3619999999999
2000-03-10,1016.78,1032.8285714285714,1057.8426666666667
2000-03-11,1040.07,1026.0042857142857,1057.8883333333333
2000-03-12,1074.66,1032.7071428571428,1058.2823333333333
2000-03-13,1063.7,1033.0742857142857,1059.0186666666666
2000-03-14,1084.08,1045.3785714285714,1059.7436666666665
2000-03-15,1079.62,1055.5785714285714,1059.3783333333333
2000-03-16,1110.1,1067.0014285714285,1061.4216666666666
2000-03-17,1107.02,1079.892857142857,1063.4763333333333
2000-03-18,1067.64,1083.8314285714284,1064.3553333333334
2000-03-19,1067.47,1082.8042857142857,1063.7676666666666
2000-03-20,1089.73,1086.5228571428572,1063.825
2000-03-21,1107.19,1089.8242857142857,1062.963
2000-03-22,1075.34,1089.212857142857,1063.3453333333334
2000-03-23,1072.43,1083.8314285714284,1063.642
2000-03-24,1046.4,1075.1714285714286,1062.7173333333333
2000-03-25,1034.59,1070.45,1061.5586666666666
2000-03-26,1031.16,1065.2628571428572,1060.8506666666665
2000-03-27,1051.2,1059.7585714285715,1061.1703333333332
2000-03-28,1088.36,1057.0685714285714,1062.392
2000-03-29,1087.16,1058.757142857143,1063.1796666666667
2000-03-30,1076.54,1059.344285714286,1064.0643333333333
2000-03-31,1069.18,1062.5985714285714,1062.609
2000-04-01,1058.9,1066.0714285714287,1062.1123333333335
2000-04-02,1038.7,1067.1485714285714,1061.7013333333334
2000-04-03,1045.55,1066.3414285714287,1060.2916666666667
2000-04-04,1047.26,1060.47,1060.9423333333334
2000-04-05,1050.17,1055.1857142857143,1060.577
2000-04-06,1061.64,1053.0571428571427,1062.7
2000-04-07,1045.38,1049.6571428571428,1063.9386666666667
2000-04-08,1098.46,1055.3085714285714,1066.2160000000001
2000-04-09,1061.47,1058.5614285714287,1067.7056666666665
2000-04-10,1040.58,1057.8514285714286,1067.7226666666668
2000-04-11,1053.6,1058.757142857143,1067.0206666666666
2000-04-12,1092.29,1064.7742857142857,1067.9736666666665
2000-04-13,1064.21,1065.1414285714286,1067.3113333333333
2000-04-14,1037.67,1064.0400000000002,1065.913
2000-04-15,1061.13,1058.7071428571428,1064.2806666666665
2000-04-16,1065.41,1059.27,1062.8936666666666
2000-04-17,1062.67,1062.4257142857143,1062.728
2000-04-18,1094.69,1068.2957142857142,1063.6353333333334
2000-04-19,1069.18,1064.9942857142858,1062.9503333333332
2000-04-20,1068.84,1065.6557142857143,1061.672
2000-04-21,1047.95,1067.1242857142856,1060.759
2000-04-22,1047.95,1065.2414285714287,1059.943
2000-04-23,1097.09,1069.7671428571427,1061.6326666666666
2000-04-24,1096.92,1074.66,1063.7103333333334
2000-04-25,1090.75,1074.097142857143,1065.6966666666667
2000-04-26,1088.18,1076.8114285714287,1066.9293333333333
2000-04-27,1107.02,1082.2657142857145,1067.5513333333333
2000-04-28,1121.58,1092.7842857142857,1068.6986666666667
2000-04-29,1094.86,1099.4857142857143,1069.3093333333334
2000-04-30,1098.12,1099.6328571428571,1070.2740000000001
2000-05-01,1110.1,1101.5157142857142,1071.9806666666666
2000-05-02,1095.21,1102.152857142857,1073.8643333333334
2000-05-03,1084.93,1101.6885714285713,1075.177
2000-05-04,1078.77,1097.652857142857,1076.2273333333333
2000-05-05,1092.12,1093.4442857142856,1077.6256666666666
2000-05-06,1104.97,1094.8885714285714,1079.07
2000-05-07,1090.58,1093.8114285714285,1080.5766666666668
2000-05-08,1067.64,1087.7457142857143,1079.5493333333334
2000-05-09,1089.38,1086.912857142857,1080.4796666666666
2000-05-10,1064.55,1084.0014285714285,1081.2786666666666
2000-05-11,1044.01,1079.0357142857142,1080.959
2000-05-12,1032.88,1070.5728571428572,1078.9786666666666
2000-05-13,1076.03,1066.4385714285715,1079.3726666666666
2000-05-14,1088.36,1066.1214285714286,1081.0623333333333
2000-05-15,1065.24,1065.7785714285715,1081.1993333333335
2000-05-16,1080.14,1064.4585714285715,1081.6903333333332
2000-05-17,1045.38,1061.72,1081.114
2000-05-18,1010.27,1056.9,1078.3
2000-05-19,1081.16,1063.797142857143,1078.6993333333332
2000-05-20,1048.12,1059.81,1078.0086666666668
2000-05-21,1054.11,1054.9171428571428,1078.214
2000-05-22,1081.16,1057.1914285714286,1079.3210000000001
2000-05-23,1028.94,1049.8771428571429,1077.0493333333334
2000-05-24,1073.8,1053.9371428571428,1076.2786666666666
2000-05-25,1086.47,1064.822857142857,1076.136
2000-05-26,1089.21,1065.972857142857,1076.1703333333332
2000-05-27,1066.1,1068.5414285714285,1074.8063333333332
2000-05-28,1088.53,1073.4585714285715,1073.7046666666668
2000-05-29,1088.87,1074.56,1073.505
2000-05-30,1083.73,1082.3871428571426,1073.0253333333333
2000-05-31,1085.27,1084.0257142857142,1072.1976666666667
2000-06-01,1063.7,1080.7728571428572,1071.1473333333333
2000-06-02,1049.14,1075.0485714285714,1069.9543333333334
2000-06-03,1085.96,1077.8857142857144,1070.194
2000-06-04,1066.1,1074.6814285714286,1069.3266666666668
2000-06-05,1104.97,1076.9814285714285,1069.3266666666666
2000-06-06,1104.79,1079.99,1069.8003333333334
2000-06-07,1054.28,1075.5628571428572,1069.355
2000-06-08,1037.67,1071.8442857142857,1067.6313333333333
2000-06-09,1014.9,1066.952857142857,1065.9763333333333
2000-06-10,1036.3,1059.8585714285714,1065.7193333333335
2000-06-11,1038.87,1055.9685714285713,1065.919
2000-06-12,1021.23,1044.0057142857142,1064.0923333333333
2000-06-13,1117.47,1045.817142857143,1065.0626666666667
2000-06-14,1103.6,1052.8628571428571,1066.3413333333333
2000-06-15,1085.96,1059.7614285714285,1066.5353333333333
2000-06-16,1064.73,1066.8799999999999,1067.1803333333332
2000-06-17,1072.09,1071.9928571428572,1069.241
2000-06-18,1099.66,1080.6771428571428,1069.8576666666665
2000-06-19,1117.12,1094.3757142857144,1072.1576666666667
2000-06-20,1089.21,1090.3385714285714,1073.3276666666668
2000-06-21,1029.97,1079.82,1071.6213333333333
2000-06-22,1047.95,1074.39,1072.2549999999999
2000-06-23,1055.31,1073.0442857142857,1071.6386666666667
2000-06-24,1081.34,1074.3657142857141,1071.4676666666667
2000-06-25,1038.18,1065.5828571428572,1069.7666666666667
2000-06-26,1097.09,1062.7214285714285,1070.7996666666668
2000-06-27,1102.91,1064.6785714285713,1071.279
2000-06-28,1084.76,1072.5057142857145,1071.142
2000-06-29,1071.75,1075.9057142857143,1070.7426666666665
2000-06-30,1053.6,1075.6614285714286,1069.6870000000001
2000-07-01,1057.71,1072.2857142857142,1069.4873333333333
2000-07-02,1070.38,1076.8857142857144,1070.1953333333333
2000-07-03,1089.73,1075.8342857142857,1070.3210000000001
2000-07-04,1061.13,1069.8657142857141,1070.1553333333334
2000-07-05,1075.51,1068.5442857142857,1069.1733333333334
2000-07-06,1078.6,1069.5228571428572,1068.3003333333334
2000-07-07,1053.6,1069.5228571428572,1068.2776666666666
2000-07-08,1073.63,1071.797142857143,1069.4763333333333
2000-07-09,1037.33,1067.0757142857142,1070.224
2000-07-10,1066.1,1063.7,1071.2173333333333
2000-07-11,1049.49,1062.037142857143,1071.5713333333333
2000-07-12,1065.58,1060.6185714285714,1073.0496666666666
2000-07-13,1095.03,1062.9657142857143,1072.3016666666667
2000-07-14,1103.08,1070.0342857142857,1072.2843333333333
2000-07-15,1053.42,1067.1471428571429,1071.1996666666666
2000-07-16,1075.0,1072.5285714285715,1071.5420000000001
2000-07-17,1067.29,1072.6985714285713,1071.382
2000-07-18,1062.5,1074.5571428571427,1070.1433333333334
2000-07-19,1059.76,1073.7257142857143,1068.2313333333334
2000-07-20,1037.16,1065.4585714285715,1066.4963333333333
2000-07-21,1035.79,1055.8457142857144,1066.6903333333332
2000-07-22,1076.71,1059.172857142857,1067.6490000000001
2000-07-23,1084.59,1060.5428571428572,1068.625
2000-07-24,1015.07,1053.0828571428572,1066.416
2000-07-25,1052.74,1051.6885714285713,1066.9013333333335
2000-07-26,1086.3,1055.48,1066.5416666666667
2000-07-27,1080.14,1061.6200000000001,1065.7826666666667
2000-07-28,1108.56,1072.0157142857145,1066.576
2000-07-29,1117.98,1077.9114285714286,1068.117
2000-07-30,1103.94,1080.6757142857143,1069.7949999999998
2000-07-31,1079.62,1089.8971428571429,1070.5253333333333
2000-08-01,1091.44,1095.4257142857143,1071.2273333333333
2000-08-02,1089.55,1095.89,1071.2213333333334
2000-08-03,1072.77,1094.837142857143,1071.6093333333333
2000-08-04,1051.2,1086.642857142857,1070.799
2000-08-05,1076.54,1080.722857142857,1070.7303333333334
2000-08-06,1089.55,1078.6671428571428,1071.9286666666667
2000-08-07,1097.43,1081.2114285714285,1072.722
2000-08-08,1084.42,1080.2085714285715,1074.2916666666667
2000-08-09,1045.21,1073.8742857142856,1073.5953333333334
2000-08-10,1055.31,1071.3799999999999,1073.7893333333334
2000-08-11,1073.63,1074.5842857142857,1074.0576666666666
2000-08-12,1101.54,1078.1557142857143,1074.2746666666667
2000-08-13,1058.56,1073.7285714285715,1072.7906666666668
2000-08-14,1080.65,1071.3314285714284,1073.6983333333333
2000-08-15,1080.65,1070.7928571428572,1073.8866666666665
2000-08-16,1082.88,1076.1742857142858,1074.4063333333334
2000-08-17,1092.64,1081.507142857143,1075.4109999999998
2000-08-18,1023.63,1074.3642857142856,1074.2066666666667
2000-08-19,1043.15,1066.0228571428572,1074.4063333333334
2000-08-20,1100.17,1071.967142857143,1076.5523333333333
2000-08-21,1076.54,1071.38,1076.5466666666666
2000-08-22,1054.28,1067.6128571428571,1075.5363333333332
2000-08-23,1055.31,1063.6742857142858,1076.8776666666668
2000-08-24,1042.81,1056.5557142857142,1076.5466666666666
2000-08-25,998.29,1052.935714285714,1073.613
2000-08-26,1024.49,1050.27,1071.758
2000-08-27,1098.12,1049.9771428571428,1071.41
2000-08-28,1080.48,1050.54,1070.16
2000-08-29,1101.54,1057.2914285714285,1070.0800000000002
2000-08-30,1017.98,1051.9585714285713,1068.0253333333335
2000-08-31,1032.36,1050.4657142857143,1066.056
2000-09-01,1043.66,1056.9471428571428,1064.5263333333335
2000-09-02,1055.31,1061.35,1063.9443333333334
2000-09-03,1055.31,1055.2342857142858,1064.0813333333333
2000-09-04,1090.41,1056.652857142857,1064.5436666666667
2000-09-05,1065.58,1051.5157142857142,1063.7446666666667
2000-09-06,1036.3,1054.1328571428571,1061.707
2000-09-07,1105.65,1064.6028571428571,1062.4146666666666
2000-09-08,1082.88,1070.2057142857143,1063.6703333333332
2000-09-09,1022.26,1065.4842857142858,1062.5686666666668
2000-09-10,1003.25,1058.047142857143,1060.2226666666668
2000-09-11,1003.94,1045.6942857142858,1056.9693333333335
2000-09-12,1042.64,1042.4171428571428,1056.4386666666667
2000-09-13,1044.52,1043.5914285714287,1055.2343333333333
2000-09-14,1056.85,1036.6200000000001,1054.441
2000-09-15,1050.17,1031.947142857143,1053.3506666666667
2000-09-16,1016.1,1031.067142857143,1050.7993333333334
2000-09-17,1046.92,1037.3057142857144,1051.5756666666666
2000-09-18,1072.09,1047.0414285714285,1052.5403333333334
2000-09-19,1052.23,1048.4114285714284,1050.9423333333334
2000-09-20,1097.77,1056.0185714285715,1051.65
2000-09-21,1102.57,1062.55,1053.2596666666666
2000-09-22,1058.73,1063.7728571428572,1053.3736666666666
2000-09-23,1023.29,1064.8,1052.7230000000002
2000-09-24,1063.36,1067.1485714285714,1054.892
2000-09-25,1068.15,1066.5857142857142,1056.3473333333334
2000-09-26,1019.35,1061.8885714285714,1053.7216666666666
2000-09-27,1019.18,1050.6614285714284,1051.6783333333333
2000-09-28,1109.93,1051.712857142857,1051.9579999999999
2000-09-29,1063.53,1052.3985714285716,1053.4763333333333
2000-09-30,1058.05,1057.3642857142856,1054.3326666666667
2000-10-01,1063.87,1057.4371428571428,1055.0063333333333
2000-10-02,1080.31,1059.1742857142858,1055.8396666666667
2000-10-03,1102.4,1071.0385714285715,1057.4093333333333
2000-10-04,1086.99,1080.7257142857143,1057.2953333333332
2000-10-05,1013.36,1066.93,1055.5546666666667
2000-10-06,1054.28,1065.6085714285714,1056.154
2000-10-07,1063.36,1066.3671428571429,1054.7443333333333
2000-10-08,1090.07,1070.1100000000001,1054.984
2000-10-09,1049.83,1065.7557142857142,1055.9029999999998
2000-10-10,1045.72,1057.6585714285713,1057.3186666666666
2000-10-11,1050.86,1052.4971428571428,1058.8826666666666
2000-10-12,1045.55,1057.0957142857142,1058.9796666666666
2000-10-13,1074.32,1059.9585714285713,1059.973
2000-10-14,1079.45,1062.257142857143,1060.7263333333333
2000-10-15,1101.88,1063.9442857142856,1062.45
2000-10-16,1076.37,1067.7357142857143,1064.459
2000-10-17,1073.29,1071.6742857142858,1065.338
2000-10-18,1003.94,1064.9714285714285,1063.0663333333332
2000-10-19,1033.9,1063.307142857143,1062.4553333333333
2000-10-20,1105.31,1067.7342857142855,1062.7066666666665
2000-10-21,1030.31,1060.7142857142858,1060.298
2000-10-22,1012.67,1047.97,1058.7626666666665
2000-10-23,1030.82,1041.462857142857,1059.0136666666665
2000-10-24,1050.51,1038.2085714285715,1058.5853333333334
2000-10-25,1120.21,1054.8185714285714,1060.3206666666667
2000-10-26,1083.05,1061.84,1062.444
2000-10-27,1061.82,1055.6271428571429,1063.8653333333334
2000-10-28,1104.11,1066.1699999999998,1063.6713333333332
2000-10-29,1088.7,1077.0314285714285,1064.5103333333332
2000-10-30,1066.95,1082.1928571428573,1064.807
2000-10-31,1075.68,1085.7885714285715,1065.2006666666666
2000-11-01,1069.69,1078.5714285714287,1064.8466666666666
2000-11-02,1058.39,1075.0485714285714,1063.3796666666667
2000-11-03,1060.79,1074.9014285714286,1062.5063333333333
2000-11-04,1042.81,1066.1442857142858,1063.488
2000-11-05,1040.92,1059.3185714285714,1063.0426666666667
2000-11-06,1041.78,1055.7228571428573,1062.3233333333333
2000-11-07,1055.48,1052.837142857143,1061.1703333333332
2000-11-08,1050.34,1050.0728571428572,1061.1873333333335
2000-11-09,1048.8,1048.702857142857,1061.29
2000-11-10,1093.66,1053.3985714285714,1062.7166666666667
2000-11-11,1094.69,1060.81,1064.3546666666666
2000-11-12,1064.73,1064.2114285714285,1064.035
2000-11-13,1052.91,1065.8014285714287,1063.1503333333333
2000-11-14,1046.75,1064.5542857142857,1061.3126666666665
2000-11-15,1070.72,1067.4657142857143,1061.1243333333334
2000-11-16,1076.37,1071.4042857142856,1061.2269999999999
2000-11-17,1094.18,1071.4785714285715,1064.235
2000-11-18,1075.17,1068.69,1065.6106666666667
2000-11-19,1055.99,1067.4414285714286,1063.9666666666667
2000-11-20,1092.12,1073.042857142857,1066.027
2000-11-21,1114.55,1082.7285714285713,1069.423
2000-11-22,1126.71,1090.7271428571428,1072.6193333333333
2000-11-23,1098.46,1093.8828571428571,1074.2176666666667
2000-11-24,1094.18,1093.8828571428571,1073.35
2000-11-25,1097.09,1097.0142857142857,1073.818
2000-11-26,1064.38,1098.2128571428573,1073.9033333333334
2000-11-27,1073.8,1095.5957142857144,1072.893
2000-11-28,1071.58,1089.457142857143,1072.3223333333333
2000-11-29,1119.86,1088.4785714285715,1074.086
2000-11-30,1125.17,1092.2942857142857,1075.7356666666667
2000-12-01,1074.32,1089.4571428571428,1075.89
2000-12-02,996.75,1075.1228571428571,1073.8353333333334
2000-12-03,1004.97,1066.6357142857144,1071.9746666666667
2000-12-04,1072.6,1066.4642857142856,1072.9676666666667
2000-12-05,1137.16,1075.8328571428572,1076.1756666666668
2000-12-06,1092.64,1071.9442857142856,1077.8709999999999
2000-12-07,1101.71,1068.5928571428572,1079.412
2000-12-08,1118.84,1074.952857142857,1081.6953333333333
2000-12-09,1094.69,1088.9442857142858,1083.225
2000-12-10,1078.42,1099.4371428571428,1082.7169999999999
2000-12-11,1070.55,1099.1442857142858,1081.9123333333334
2000-12-12,1112.84,1095.67,1083.516
2000-12-13,1115.75,1098.9714285714285,1085.6106666666667
2001-01-09,1185.79,1110.9828571428573,1090.2453333333333
2001-01-10,1185.79,1120.547142857143,1094.081
2001-01-11,1185.79,1133.5614285714285,1097.7283333333332
2001-01-12,1185.79,1148.9,1100.782
2001-01-13,1185.79,1165.3628571428571,1104.4693333333335
2001-01-14,1185.79,1175.7842857142857,1108.796
2001-01-15,1185.79,1185.79,1111.9183333333333
2001-01-16,1185.79,1185.79,1114.2930000000001
2001-01-17,1185.79,1185.79,1116.2623333333333
2001-01-21,1082.19,1170.99,1115.72
2001-01-22,1058.56,1152.8142857142857,1114.5326666666667
2001-01-23,1051.71,1133.66,1113.02
2001-01-24,1095.72,1120.7928571428572,1114.0646666666667
2001-01-25,1058.05,1102.5442857142857,1113.5396666666668
2001-01-26,1041.61,1081.9471428571428,1112.5406666666668
2001-01-27,1052.4,1062.8914285714286,1110.2920000000001
2001-01-28,1070.38,1061.2042857142856,1108.4656666666667
2001-01-29,1103.6,1067.6385714285714,1109.4416666666666
2001-01-30,1120.89,1077.5214285714285,1113.5796666666668
2001-01-31,1078.94,1075.1242857142856,1116.0453333333332
2001-02-01,1045.55,1073.3385714285714,1115.1436666666666
2001-02-02,1025.86,1071.0885714285714,1111.4336666666668
2001-02-03,1026.03,1067.3214285714287,1109.2133333333334
2001-02-04,1066.27,1066.7342857142858,1108.032
2001-02-05,1084.42,1063.9942857142858,1106.8846666666666
2001-02-06,1098.29,1060.7657142857142,1107.0046666666667
2001-02-07,1077.05,1060.4957142857143,1106.959
2001-02-08,1036.64,1059.222857142857,1105.8286666666668
2001-02-09,1117.29,1072.2842857142857,1105.977
2001-02-10,1059.25,1077.03,1104.0936666666669
2001-02-11,1056.51,1075.6357142857144,1099.7843333333333
2001-02-12,1052.74,1071.11,1095.3493333333333
2001-02-13,1042.98,1063.2085714285715,1090.589
2001-02-14,1031.34,1056.6785714285713,1085.4406666666666
2001-02-15,1014.9,1053.5728571428572,1079.7443333333333
2001-02-16,1039.55,1042.467142857143,1074.8696666666667
2001-02-17,1054.97,1041.8557142857142,1070.509
2001-02-18,1055.48,1041.7085714285715,1066.1653333333334
2001-02-19,1054.11,1041.9042857142856,1061.776
2001-02-20,1103.42,1050.5385714285715,1062.4836666666665
2001-02-21,1091.95,1059.1971428571428,1063.5966666666668
2001-02-22,1086.82,1069.4714285714285,1064.767
2001-02-23,1072.43,1074.1685714285716,1063.9906666666668
2001-02-24,1049.49,1073.3857142857144,1063.7053333333333
2001-02-25,1092.98,1078.742857142857,1065.4176666666667
2001-02-26,1057.88,1079.2814285714287,1065.6003333333333
2001-02-27,1023.63,1067.8828571428571,1064.042
2001-02-28,1024.49,1058.2457142857143,1061.405
2001-03-01,1058.73,1054.232857142857,1059.333
2001-03-02,1032.19,1048.4842857142858,1057.7746666666667
2001-03-03,1024.32,1044.8885714285714,1057.067
2001-03-04,1050.17,1038.7728571428572,1057.8773333333334
2001-03-05,1078.25,1041.682857142857,1059.618
2001-03-06,1062.16,1047.1871428571428,1059.481
2001-03-07,1043.15,1049.8528571428571,1058.1053333333334
2001-03-08,1079.11,1052.7642857142857,1057.466
2001-03-09,1080.65,1059.6871428571428,1057.586
2001-03-10,1034.76,1061.1785714285713,1057.5233333333333
2001-03-11,1027.74,1057.9742857142858,1054.5383333333334
2001-03-12,1041.61,1052.74,1053.9503333333334
2001-03-13,1000.51,1043.9328571428573,1052.0836666666667
2001-03-14,1045.55,1044.2757142857142,1051.844
2001-03-15,1085.1,1045.1314285714286,1053.248
2001-03-16,1051.37,1040.9485714285713,1053.9156666666668
2001-03-17,1059.59,1044.4957142857143,1055.4053333333334
2001-03-18,1108.73,1056.0657142857142,1057.7113333333334
2001-03-19,1119.69,1067.22,1059.8686666666665
2001-03-20,1094.69,1080.6742857142856,1061.1756666666668
2001-03-21,1063.18,1083.1928571428573,1061.478
2001-03-22,1078.94,1082.3128571428572,1060.662
2001-03-23,1115.41,1091.4614285714285,1061.444
2001-03-24,1107.02,1098.2371428571428,1062.1173333333334
2001-03-25,1085.45,1094.9114285714288,1062.5513333333333
2001-03-26,1072.26,1088.1357142857144,1063.3103333333333
2001-03-27,1072.6,1084.98,1062.631
2001-03-28,1015.41,1078.1557142857143,1061.2153333333333
2001-03-29,1044.35,1073.2142857142858,1061.906
2001-03-30,1017.64,1059.2471428571428,1061.6776666666667
2001-03-31,1062.16,1052.8385714285716,1061.792
2001-04-01,1072.6,1051.002857142857,1063.139
2001-04-02,1076.88,1051.662857142857,1064.891
2001-04-03,1016.44,1043.6399999999999,1063.7666666666667
2001-04-04,1035.62,1046.527142857143,1062.3456666666666
2001-04-05,1053.08,1047.7742857142857,1062.043
2001-04-06,1029.45,1049.4614285714285,1061.5863333333334
2001-04-07,1089.04,1053.3014285714285,1061.9173333333333
2001-04-08,1093.49,1056.2857142857142,1062.3453333333334
2001-04-09,1095.55,1058.952857142857,1064.3716666666667
2001-04-10,1078.08,1067.7585714285713,1066.0496666666666
2001-04-11,1056.85,1070.7914285714285,1066.5576666666666
2001-04-12,1055.14,1071.0857142857142,1068.3786666666667
2001-04-13,1087.67,1079.402857142857,1069.7826666666667
2001-04-14,1137.5,1086.3257142857142,1071.5293333333332
2001-04-15,1100.86,1087.3785714285714,1073.1789999999999
2001-04-16,1067.64,1083.3914285714286,1073.4473333333333
2001-04-17,1033.73,1077.0557142857142,1070.9473333333333
2001-04-18,1104.11,1083.807142857143,1070.428
2001-04-19,1112.67,1092.0257142857142,1071.0273333333332
2001-04-20,1092.47,1092.7114285714285,1072.0036666666665
2001-04-21,1050.51,1080.2842857142857,1071.056
2001-04-22,1077.57,1076.957142857143,1069.7946666666667
2001-04-23,1065.24,1076.6142857142856,1068.4019999999998
2001-04-24,1086.47,1084.1485714285714,1068.436
2001-04-25,1105.99,1084.4171428571428,1069.5603333333333
2001-04-26,1076.2,1079.2071428571428,1069.6803333333335
2001-04-27,1064.73,1075.2442857142855,1071.3243333333335
2001-04-28,1055.99,1076.027142857143,1071.7123333333334
2001-04-29,1041.78,1070.9142857142858,1072.517
2001-04-30,1052.23,1069.0557142857142,1072.1860000000001
2001-05-01,1088.87,1069.3985714285716,1072.7283333333335
2001-05-02,1060.1,1062.8428571428572,1072.169
2001-05-03,1063.87,1061.0814285714284,1073.75
2001-05-04,1054.79,1059.6614285714286,1074.389
2001-05-05,1021.06,1054.6714285714284,1073.3216666666667
2001-05-06,1021.58,1051.7857142857142,1073.0593333333334
2001-05-07,1045.21,1050.782857142857,1071.5983333333334
2001-05-08,1059.08,1046.5271428571427,1070.4513333333332
2001-05-09,1031.16,1042.392857142857,1068.3049999999998
2001-05-10,1069.18,1043.1514285714286,1068.0083333333334
2001-05-11,1050.17,1042.4914285714287,1067.7856666666667
2001-05-12,1004.79,1040.1671428571428,1066.1073333333331
2001-05-13,1022.43,1040.2885714285715,1063.9326666666666
2001-05-14,1059.93,1042.3914285714286,1061.347
2001-05-15,1045.38,1040.4342857142858,1059.4976666666666
2001-05-16,1071.92,1046.257142857143,1059.6403333333333
2001-05-17,1086.13,1048.6785714285716,1061.387
2001-05-18,1064.9,1050.782857142857,1060.0800000000002
2001-05-19,1057.36,1058.2928571428572,1058.2363333333333
2001-05-20,1085.1,1067.2457142857143,1057.9906666666668
2001-05-21,1079.45,1070.0342857142857,1058.9553333333333
2001-05-22,1047.6,1070.3514285714286,1057.9563333333333
2001-05-23,1082.71,1071.892857142857,1058.5386666666668
2001-05-24,1095.72,1073.2628571428572,1058.847
2001-05-25,1060.1,1072.577142857143,1057.3173333333334
2001-05-26,1075.86,1075.2199999999998,1057.3059999999998
2001-05-27,1069.86,1073.0428571428572,1057.4769999999999
2001-05-28,1029.97,1065.9742857142858,1056.6096666666667
2001-05-29,1061.82,1068.0057142857142,1057.2776666666666
2001-05-30,1055.31,1064.0914285714284,1057.3803333333333
2001-05-31,1047.43,1057.192857142857,1055.999
2001-06-01,1026.71,1052.422857142857,1054.886
2001-06-02,1049.83,1048.7042857142858,1054.418
2001-06-03,1037.33,1044.0571428571427,1053.836
2001-06-04,1037.33,1045.1085714285714,1054.3783333333333
2001-06-05,1043.66,1042.5142857142857,1055.1143333333334
2001-06-06,1041.95,1040.6057142857142,1055.0056666666667
2001-06-07,1060.96,1042.5385714285715,1055.0683333333334
2001-06-08,1059.76,1047.26,1056.0216666666668
2001-06-09,1074.49,1050.782857142857,1056.1986666666667
2001-06-10,1069.69,1055.4057142857143,1056.8493333333333
2001-06-11,1075.51,1060.8600000000001,1059.2066666666667
2001-06-12,1072.09,1064.9214285714286,1060.862
2001-06-13,1089.55,1071.7214285714285,1061.8493333333333
2001-06-14,1088.18,1075.6100000000001,1063.276
2001-06-15,1073.46,1077.567142857143,1063.3273333333334
2001-06-16,1073.8,1077.4685714285713,1062.9163333333333
2001-06-17,1091.95,1080.6485714285714,1063.818
2001-06-18,1086.82,1082.2642857142857,1064.8
2001-06-19,1075.34,1082.7285714285715,1064.4746666666665
2001-06-20,1054.97,1077.7885714285715,1063.6586666666667
2001-06-21,1051.37,1072.53,1063.7843333333333
