Date,consumption_pct_gdp,consumption_pct_gdp_MA7,consumption_pct_gdp_MA30
2000-04-19,59.39,59.03285714285715,59.34066666666667
2000-04-20,60.26,59.324285714285715,59.324333333333335
2000-04-21,59.02,59.297142857142866,59.23799999999999
2000-04-22,59.14,59.19714285714286,59.15566666666667
2000-04-23,59.76,59.279999999999994,59.226
2000-04-24,59.1,59.31857142857143,59.11566666666666
2000-04-25,59.87,59.50571428571429,59.00533333333333
2000-04-26,61.64,59.82714285714286,58.977999999999994
2000-04-27,60.49,59.86000000000001,59.068999999999996
2000-04-28,60.32,60.04571428571428,59.124
2000-04-29,61.54,60.38857142857143,59.22266666666667
2000-04-30,60.38,60.47714285714286,59.322333333333326
2000-05-01,61.03,60.75285714285714,59.29066666666667
2000-05-02,62.16,61.08,59.39333333333333
2000-05-03,60.72,60.94857142857143,59.462333333333326
2000-05-04,59.63,60.825714285714284,59.60566666666667
2000-05-05,59.62,60.72571428571428,59.690333333333335
2000-05-06,60.96,60.642857142857146,59.77733333333333
2000-05-07,60.38,60.642857142857146,59.85
2000-05-08,58.21,60.24,59.796
2000-05-09,57.76,59.61142857142857,59.736666666666665
2000-05-10,57.31,59.12428571428571,59.699333333333335
2000-05-11,58.04,58.89714285714286,59.678000000000004
2000-05-12,60.26,58.98857142857143,59.69433333333334
2000-05-13,58.88,58.691428571428574,59.71633333333333
2000-05-14,58.34,58.39999999999999,59.687333333333335
2000-05-15,60.87,58.779999999999994,59.72166666666667
2000-05-16,61.33,59.290000000000006,59.79333333333333
2000-05-17,58.42,59.44857142857143,59.779666666666664
2000-05-18,57.49,59.37,59.744
2000-05-19,57.86,59.027142857142856,59.693
2000-05-20,57.75,58.86571428571428,59.60933333333334
2000-05-21,57.67,58.77,59.56433333333334
2000-05-22,60.59,58.730000000000004,59.61266666666667
2000-05-23,61.14,58.702857142857134,59.65866666666667
2000-05-24,60.13,58.947142857142865,59.693000000000005
2000-05-25,59.76,59.27142857142858,59.68933333333334
2000-05-26,61.33,59.76714285714286,59.679
2000-05-27,59.6,60.03142857142858,59.64933333333333
2000-05-28,59.43,60.28285714285715,59.61966666666667
2000-05-29,60.16,60.221428571428575,59.57366666666667
2000-05-30,60.08,60.06999999999999,59.56366666666667
2000-05-31,57.84,59.74285714285714,59.457333333333324
2000-06-01,59.0,59.63428571428572,59.352
2000-06-02,59.86,59.424285714285716,59.32333333333334
2000-06-03,59.78,59.449999999999996,59.32833333333333
2000-06-04,60.22,59.56285714285715,59.348333333333336
2000-06-05,60.42,59.6,59.330333333333336
2000-06-06,61.73,59.83571428571429,59.37533333333333
2000-06-07,58.24,59.892857142857146,59.376333333333335
2000-06-08,61.38,60.23285714285714,59.497
2000-06-09,60.0,60.25285714285714,59.586666666666666
2000-06-10,58.99,60.14,59.61833333333333
2000-06-11,59.11,59.98142857142857,59.58
2000-06-12,60.8,60.035714285714285,59.644000000000005
2000-06-13,59.05,59.652857142857144,59.66766666666667
2000-06-14,61.87,60.17142857142857,59.701
2000-06-15,60.66,60.068571428571424,59.67866666666667
2000-06-16,58.38,59.83714285714286,59.67733333333333
2000-06-17,58.44,59.75857142857142,59.708999999999996
2000-06-18,60.48,59.95428571428571,59.79633333333333
2000-06-19,60.71,59.941428571428574,59.894999999999996
2000-06-20,61.1,60.23428571428571,60.00933333333333
2000-06-21,60.31,60.01142857142857,60.0
2000-06-22,58.6,59.71714285714286,59.915333333333336
2000-06-23,58.61,59.75,59.86466666666666
2000-06-24,62.7,60.35857142857144,59.962666666666664
2000-06-25,61.6,60.51857142857143,59.97166666666667
2000-06-26,59.09,60.287142857142854,59.95466666666667
2000-06-27,58.9,59.972857142857144,59.937000000000005
2000-06-28,57.37,59.55285714285714,59.844
2000-06-29,59.66,59.70428571428572,59.830000000000005
2000-06-30,60.64,59.994285714285716,59.92333333333333
2000-07-01,60.52,59.68285714285714,59.974000000000004
2000-07-02,58.62,59.25714285714286,59.93266666666667
2000-07-03,61.01,59.53142857142857,59.97366666666667
2000-07-04,60.61,59.77571428571429,59.986666666666665
2000-07-05,57.04,59.728571428571435,59.873999999999995
2000-07-06,57.72,59.451428571428565,59.74033333333333
2000-07-07,58.5,59.145714285714284,59.749
2000-07-08,58.97,58.924285714285716,59.66866666666667
2000-07-09,59.89,59.105714285714285,59.665
2000-07-10,60.27,59.0,59.70766666666667
2000-07-11,62.26,59.23571428571428,59.81266666666667
2000-07-12,59.21,59.54571428571428,59.75966666666667
2000-07-13,58.92,59.71714285714285,59.755333333333326
2000-07-14,59.27,59.82714285714286,59.66866666666667
2000-07-15,57.7,59.645714285714284,59.57
2000-07-16,58.18,59.401428571428575,59.56333333333334
2000-07-17,56.44,58.854285714285716,59.49666666666667
2000-07-18,58.22,58.27714285714286,59.42133333333334
2000-07-19,60.37,58.442857142857136,59.41
2000-07-20,61.55,58.818571428571424,59.425
2000-07-21,61.58,59.14857142857142,59.467333333333336
2000-07-22,58.28,59.23142857142857,59.45666666666667
2000-07-23,59.41,59.40714285714285,59.483333333333334
2000-07-24,59.48,59.84142857142857,59.376
2000-07-25,59.58,60.03571428571428,59.30866666666667
2000-07-26,59.18,59.86571428571428,59.31166666666666
2000-07-27,59.37,59.55428571428571,59.32733333333333
2000-07-28,59.23,59.21857142857143,59.38933333333333
2000-07-29,59.37,59.37428571428571,59.379666666666665
2000-07-30,60.22,59.49,59.36566666666667
2000-07-31,61.79,59.82,59.408
2000-08-01,60.92,60.01142857142857,59.48466666666666
2000-08-02,60.86,60.25142857142857,59.47966666666666
2000-08-03,60.82,60.458571428571425,59.48666666666667
2000-08-04,59.54,60.50285714285714,59.57000000000001
2000-08-05,60.05,60.6,59.647666666666666
2000-08-06,59.15,60.44714285714286,59.669333333333334
2000-08-07,58.46,59.97142857142857,59.65233333333333
2000-08-08,58.07,59.564285714285724,59.59166666666667
2000-08-09,59.84,59.41857142857143,59.57733333333333
2000-08-10,58.05,59.02285714285715,59.437
2000-08-11,57.84,58.779999999999994,59.391333333333336
2000-08-12,62.49,59.128571428571426,59.51033333333334
2000-08-13,60.94,59.38428571428572,59.566
2000-08-14,61.01,59.74857142857143,59.67633333333333
2000-08-15,59.25,59.91714285714285,59.711999999999996
2000-08-16,59.6,59.88285714285714,59.81733333333333
2000-08-17,61.33,60.35142857142857,59.921
2000-08-18,60.67,60.75571428571429,59.931000000000004
2000-08-19,61.46,60.60857142857143,59.928000000000004
2000-08-20,60.47,60.541428571428575,59.89099999999999
2000-08-21,57.74,60.07428571428572,59.873
2000-08-22,58.56,59.97571428571429,59.84466666666667
2000-08-23,60.27,60.07142857142857,59.871
2000-08-24,60.82,59.99857142857143,59.91233333333333
2000-08-25,61.31,60.089999999999996,59.983333333333334
2000-08-26,59.54,59.81571428571429,59.989
2000-08-27,58.64,59.55428571428571,59.96933333333333
2000-08-28,58.42,59.651428571428575,59.93766666666667
2000-08-29,61.91,60.129999999999995,59.994
2000-08-30,61.35,60.284285714285716,59.97933333333334
2000-08-31,61.01,60.31142857142857,59.98233333333334
2000-09-01,58.04,59.84428571428572,59.888333333333335
2000-09-02,60.41,59.96857142857142,59.87466666666667
2000-09-03,61.01,60.30714285714286,59.92366666666667
2000-09-04,63.4,61.01857142857143,60.035333333333334
2000-09-05,60.9,60.87428571428571,60.093666666666664
2000-09-06,59.95,60.67428571428571,60.14333333333334
2000-09-07,60.61,60.61714285714286,60.227999999999994
2000-09-08,58.8,60.72571428571428,60.193333333333335
2000-09-09,57.47,60.30571428571428,60.174
2000-09-10,56.44,59.652857142857144,60.12733333333333
2000-09-11,56.44,58.65857142857142,59.925666666666665
2000-09-12,61.93,58.80571428571428,59.958666666666666
2000-09-13,60.45,58.87714285714286,59.940000000000005
2000-09-14,60.0,58.79,59.965
2000-09-15,60.34,59.01,59.98966666666666
2000-09-16,61.98,59.65428571428572,60.01133333333333
2000-09-17,59.48,60.08857142857143,59.971666666666664
2000-09-18,58.52,60.38571428571429,59.87366666666666
2000-09-19,58.47,59.89142857142857,59.807
2000-09-20,58.61,59.62857142857143,59.836000000000006
2000-09-21,59.1,59.5,59.854
2000-09-22,60.4,59.50857142857143,59.858333333333334
2000-09-23,59.14,59.10285714285715,59.80233333333333
2000-09-24,60.09,59.190000000000005,59.76166666666667
2000-09-25,60.39,59.45714285714286,59.79
2000-09-26,61.33,59.86571428571428,59.879666666666665
2000-09-27,61.42,60.26714285714286,59.97966666666666
2000-09-28,60.27,60.434285714285714,59.925
2000-09-29,60.17,60.401428571428575,59.885666666666665
2000-09-30,60.59,60.60857142857143,59.87166666666666
2000-10-01,60.34,60.644285714285715,59.94833333333334
2000-10-02,61.16,60.75428571428571,59.97333333333333
2000-10-03,62.79,60.962857142857146,60.032666666666664
2000-10-04,61.2,60.93142857142857,59.95933333333333
2000-10-05,61.97,61.174285714285716,59.995
2000-10-06,59.95,61.142857142857146,59.995
2000-10-07,58.24,60.807142857142864,59.916000000000004
2000-10-08,60.35,60.808571428571426,59.967666666666666
2000-10-09,59.96,60.63714285714286,60.050666666666665
2000-10-10,59.78,60.207142857142856,60.162
2000-10-11,59.02,59.89571428571429,60.248
2000-10-12,60.22,59.645714285714284,60.191
2000-10-13,58.78,59.478571428571435,60.13533333333333
2000-10-14,59.66,59.68142857142857,60.124
2000-10-15,60.56,59.71142857142856,60.13133333333334
2000-10-16,60.13,59.73571428571428,60.06966666666667
2000-10-17,58.94,59.61571428571428,60.05166666666667
2000-10-18,60.89,59.88285714285714,60.13066666666667
2000-10-19,60.18,59.87714285714286,60.18766666666667
2000-10-20,57.78,59.73428571428571,60.16
2000-10-21,57.7,59.45428571428572,60.11333333333334
2000-10-22,58.79,59.20142857142857,60.059666666666665
2000-10-23,58.38,58.95142857142857,60.03433333333334
2000-10-24,58.7,58.917142857142856,59.98799999999999
2000-10-25,58.84,58.62428571428571,59.93633333333334
2000-10-26,57.88,58.29571428571429,59.821333333333335
2000-10-27,60.37,58.66571428571429,59.78633333333334
2000-10-28,59.58,58.934285714285714,59.763333333333335
2000-10-29,58.21,58.85142857142857,59.698
2000-10-30,59.72,59.042857142857144,59.669000000000004
2000-10-31,60.9,59.357142857142854,59.687666666666665
2000-11-01,59.39,59.435714285714276,59.62866666666667
2000-11-02,58.1,59.46714285714285,59.47233333333334
2000-11-03,60.9,59.54285714285714,59.46233333333334
2000-11-04,61.53,59.82142857142857,59.44766666666667
2000-11-05,61.88,60.34571428571429,59.51200000000001
2000-11-06,60.83,60.50428571428571,59.598333333333336
2000-11-07,60.24,60.410000000000004,59.59466666666667
2000-11-08,58.98,60.35142857142858,59.562000000000005
2000-11-09,60.09,60.635714285714286,59.57233333333333
2000-11-10,61.67,60.74571428571428,59.66066666666667
2000-11-11,60.47,60.59428571428572,59.669000000000004
2000-11-12,61.25,60.50428571428572,59.75133333333334
2000-11-13,60.68,60.48285714285714,59.785333333333334
2000-11-14,60.45,60.51285714285715,59.781666666666666
2000-11-15,61.45,60.86571428571428,59.82566666666666
2000-11-16,62.34,61.18714285714287,59.93899999999999
2000-11-17,59.86,60.92857142857143,59.90466666666667
2000-11-18,61.56,61.08428571428571,59.95066666666666
2000-11-19,59.85,60.88428571428572,60.019666666666666
2000-11-20,58.68,60.598571428571425,60.05233333333333
2000-11-21,60.47,60.60142857142857,60.108333333333334
2000-11-22,58.05,60.11571428571428,60.09733333333333
2000-11-23,59.15,59.660000000000004,60.11233333333334
2000-11-24,60.82,59.797142857142866,60.17833333333333
2000-11-25,61.29,59.75857142857143,60.292
2000-11-26,63.1,60.222857142857144,60.383
2000-11-27,61.64,60.645714285714284,60.45166666666667
2000-11-28,60.05,60.58571428571429,60.513
2000-11-29,59.3,60.76428571428572,60.499
2000-11-30,58.57,60.681428571428576,60.42133333333334
2000-12-01,58.9,60.40714285714286,60.405
2000-12-02,60.52,60.29714285714285,60.485666666666674
2000-12-03,61.32,60.04285714285714,60.49966666666667
2000-12-04,60.5,59.879999999999995,60.465333333333334
2000-12-05,60.36,59.92428571428571,60.41466666666666
2000-12-06,61.01,60.16857142857142,60.42066666666666
2000-12-07,60.61,60.459999999999994,60.433
2000-12-08,57.51,60.26142857142857,60.384
2000-12-09,58.79,60.01428571428572,60.34066666666667
2000-12-10,60.37,59.878571428571426,60.29733333333333
2000-12-11,59.66,59.75857142857142,60.27033333333333
2000-12-12,59.01,59.565714285714286,60.19566666666666
2000-12-13,57.73,59.097142857142856,60.09733333333334
2001-01-21,59.2,58.895714285714284,60.05566666666667
2001-01-22,58.57,59.04714285714285,59.959666666666664
2001-01-23,58.75,59.04142857142857,59.84
2001-01-24,58.44,58.76571428571428,59.79266666666667
2001-01-25,58.86,58.651428571428575,59.702666666666666
2001-01-26,58.93,58.64,59.672000000000004
2001-01-27,58.39,58.73428571428571,59.662333333333336
2001-01-28,57.44,58.48285714285714,59.56133333333333
2001-01-29,57.22,58.290000000000006,59.53366666666667
2001-01-30,58.41,58.24142857142857,59.509
2001-01-31,58.32,58.22428571428571,59.425666666666665
2001-02-01,59.73,58.348571428571425,59.373666666666665
2001-02-02,62.48,58.855714285714285,59.352999999999994
2001-02-03,59.04,58.94857142857143,59.266333333333336
2001-02-04,58.84,59.14857142857143,59.226
2001-02-05,58.41,59.318571428571424,59.19633333333333
2001-02-06,60.79,59.65857142857143,59.27033333333333
2001-02-07,59.07,59.76571428571429,59.276
2001-02-08,57.39,59.43142857142857,59.17166666666666
2001-02-09,57.56,58.72857142857142,59.04633333333333
2001-02-10,61.05,59.01571428571429,59.06466666666667
2001-02-11,59.58,59.12142857142857,59.03866666666667
2001-02-12,59.51,59.278571428571425,58.98866666666667
2001-02-13,60.25,59.201428571428565,58.97666666666667
2001-02-14,59.49,59.26142857142857,59.04266666666667
2001-02-15,57.55,59.284285714285716,59.001333333333335
2001-02-16,59.02,59.49285714285714,58.95633333333333
2001-02-17,59.79,59.31285714285714,58.96066666666666
2001-02-18,58.37,59.14,58.93933333333334
2001-02-19,58.39,58.980000000000004,58.96133333333333
2001-02-20,58.24,58.69285714285714,58.92933333333333
2001-02-21,57.27,58.37571428571429,58.885999999999996
2001-02-22,56.98,58.294285714285714,58.827
2001-02-23,56.48,57.931428571428576,58.76166666666666
2001-02-24,55.15,57.26857142857143,58.638000000000005
2001-02-25,55.15,56.808571428571426,58.51199999999999
2001-02-26,58.27,56.791428571428575,58.507999999999996
2001-02-27,60.33,57.089999999999996,58.60433333333334
2001-02-28,61.38,57.67714285714286,58.743
2001-03-01,58.0,57.82285714285714,58.72933333333333
2001-03-02,57.96,58.034285714285716,58.717333333333336
2001-03-03,58.35,58.49142857142857,58.67133333333334
2001-03-04,58.55,58.97714285714286,58.540333333333336
2001-03-05,58.51,59.01142857142857,58.522666666666666
2001-03-06,57.04,58.541428571428575,58.46266666666667
2001-03-07,56.67,57.86857142857143,58.40466666666667
2001-03-08,58.48,57.93714285714286,58.327666666666666
2001-03-09,58.46,58.00857142857143,58.307333333333325
2001-03-10,58.62,58.04714285714285,58.348333333333336
2001-03-11,58.89,58.09571428571428,58.39266666666666
2001-03-12,57.81,57.99571428571429,58.28466666666667
2001-03-13,57.67,58.08571428571428,58.221
2001-03-14,58.0,58.27571428571429,58.17066666666666
2001-03-15,59.39,58.40571428571429,58.142
2001-03-16,57.02,58.2,58.059666666666665
2001-03-17,57.22,58.0,58.04866666666667
2001-03-18,56.84,57.70714285714286,57.976
2001-03-19,57.89,57.71857142857142,57.912666666666674
2001-03-20,59.1,57.92285714285715,57.937
2001-03-21,59.3,58.10857142857143,57.967333333333336
2001-03-22,59.52,58.127142857142864,58.01
2001-03-23,57.19,58.151428571428575,58.007333333333335
2001-03-24,57.2,58.14857142857143,58.01466666666667
2001-03-25,56.21,58.058571428571426,58.00566666666667
2001-03-26,58.17,58.098571428571425,58.10633333333333
2001-03-27,57.69,57.89714285714285,58.191
2001-03-28,57.41,57.627142857142864,58.162333333333336
2001-03-29,59.41,57.61142857142857,58.13166666666667
2001-03-30,59.86,57.99285714285714,58.081
2001-03-31,62.06,58.68714285714286,58.21633333333333
2001-04-01,60.82,59.34571428571429,58.311666666666675
2001-04-02,57.97,59.31714285714286,58.29899999999999
2001-04-03,59.91,59.63428571428572,58.34433333333333
2001-04-04,58.95,59.85428571428571,58.359
2001-04-05,59.01,59.797142857142866,58.42466666666667
2001-04-06,58.98,59.67142857142857,58.501666666666665
2001-04-07,56.8,58.92,58.44566666666667
2001-04-08,57.28,58.41428571428571,58.406333333333336
2001-04-09,56.64,58.22428571428571,58.340333333333334
2001-04-10,57.27,57.847142857142856,58.28633333333334
2001-04-11,58.39,57.76714285714286,58.30566666666666
2001-04-12,57.6,57.56571428571429,58.303333333333335
2001-04-13,59.87,57.69285714285714,58.36566666666667
2001-04-14,59.38,58.06142857142857,58.36533333333333
2001-04-15,57.32,58.06714285714286,58.37533333333333
2001-04-16,58.55,58.339999999999996,58.419666666666664
2001-04-17,57.92,58.43285714285714,58.455666666666666
2001-04-18,57.59,58.31857142857143,58.44566666666666
2001-04-19,59.05,58.52571428571429,58.443999999999996
2001-04-20,59.57,58.48285714285714,58.453
2001-04-21,58.52,58.36,58.41966666666667
2001-04-22,58.34,58.50571428571429,58.458
2001-04-23,60.79,58.825714285714284,58.577666666666666
2001-04-24,59.16,59.002857142857145,58.676
2001-04-25,60.48,59.41571428571428,58.753
2001-04-26,60.47,59.61857142857143,58.84566666666667
2001-04-27,60.51,59.75285714285714,58.949
2001-04-28,59.11,59.83714285714286,58.93899999999999
2001-04-29,58.16,59.811428571428564,58.882333333333335
2001-04-30,57.27,59.30857142857143,58.72266666666667
2001-05-01,60.59,59.512857142857136,58.714999999999996
2001-05-02,60.86,59.56714285714286,58.81133333333334
2001-05-03,58.79,59.32714285714286,58.774
2001-05-04,60.26,59.291428571428575,58.81766666666667
2001-05-05,61.28,59.60142857142857,58.89333333333333
2001-05-06,59.29,59.76285714285715,58.903666666666666
2001-05-07,60.97,60.29142857142857,59.04266666666667
2001-05-08,59.54,60.14142857142857,59.118
2001-05-09,57.12,59.607142857142854,59.134
2001-05-10,57.27,59.38999999999999,59.134
2001-05-11,57.74,59.029999999999994,59.11233333333334
2001-05-12,59.79,58.81714285714286,59.18533333333333
2001-05-13,58.01,58.63428571428572,59.123333333333335
2001-05-14,57.52,58.14142857142857,59.06133333333333
2001-05-15,56.95,57.771428571428565,59.049
2001-05-16,56.91,57.74142857142857,58.99433333333333
2001-05-17,59.68,58.08571428571429,59.053
2001-05-18,58.43,58.184285714285714,59.081
2001-05-19,59.72,58.17428571428571,59.10333333333334
2001-05-20,59.72,58.41857142857143,59.108333333333334
2001-05-21,56.49,58.27142857142858,59.04066666666667
2001-05-22,58.19,58.448571428571434,59.035666666666664
2001-05-23,58.92,58.73571428571428,58.973333333333336
2001-05-24,59.07,58.64857142857142,58.97033333333333
2001-05-25,59.94,58.86428571428571,58.95233333333333
2001-05-26,58.24,58.652857142857144,58.878
2001-05-27,58.62,58.49571428571428,58.815000000000005
2001-05-28,57.73,58.67285714285714,58.769
2001-05-29,59.65,58.881428571428565,58.818666666666665
2001-05-30,59.99,59.034285714285716,58.90933333333333
2001-05-31,58.82,58.998571428571424,58.85033333333333
2001-06-01,58.65,58.81428571428571,58.776666666666664
2001-06-02,57.88,58.76285714285715,58.74633333333333
2001-06-03,57.34,58.58,58.649
2001-06-04,58.27,58.65714285714286,58.54866666666667
2001-06-05,59.51,58.63714285714286,58.556000000000004
2001-06-06,59.04,58.50142857142857,58.49166666666667
2001-06-07,59.59,58.611428571428576,58.49333333333333
2001-06-08,59.81,58.777142857142856,58.583
2001-06-09,59.66,59.03142857142857,58.66266666666666
2001-06-10,58.66,59.220000000000006,58.693333333333335
2001-06-11,58.33,59.22857142857142,58.644666666666666
2001-06-12,58.57,59.09428571428571,58.663333333333334
2001-06-13,57.95,58.938571428571436,58.67766666666667
2001-06-14,58.01,58.712857142857146,58.712999999999994
2001-06-15,59.16,58.62,58.788000000000004
2001-06-16,58.67,58.478571428571435,58.754333333333335
2001-06-17,58.49,58.45428571428572,58.75633333333334
2001-06-18,59.09,58.56285714285714,58.73533333333333
2001-06-19,59.06,58.63285714285714,58.71333333333333
2001-06-20,58.28,58.68000000000001,58.772999999999996
2001-06-21,58.28,58.71857142857142,58.776
2001-06-22,58.71,58.65428571428572,58.769
2001-06-23,57.98,58.55571428571428,58.73266666666667
2001-06-24,58.02,58.48857142857143,58.66866666666667
2001-06-25,58.34,58.38142857142857,58.672000000000004
2001-06-26,58.22,58.261428571428574,58.65866666666667
2001-06-27,58.32,58.26714285714286,58.678333333333335
2001-06-28,58.61,58.314285714285724,58.64366666666667
2001-06-29,59.47,58.42285714285714,58.626333333333335
2001-06-30,59.57,58.65,58.65133333333334
2001-07-01,60.3,58.97571428571428,58.70633333333333
2001-07-02,58.94,59.06142857142857,58.74166666666667
2001-07-03,58.79,59.142857142857146,58.79
2001-07-04,58.18,59.122857142857136,58.787
2001-07-05,58.57,59.117142857142866,58.75566666666667
2001-07-06,59.52,59.12428571428571,58.77166666666667
2001-07-07,57.73,58.86142857142857,58.70966666666667
2001-07-08,55.75,58.21142857142858,58.574333333333335
2001-07-09,58.56,58.15714285714286,58.537666666666674
2001-07-10,56.07,57.768571428571434,58.45133333333333
2001-07-11,56.04,57.462857142857146,58.375
2001-07-12,57.5,57.309999999999995,58.33933333333333
2001-07-13,57.79,57.06285714285714,58.333999999999996
2001-07-14,57.76,57.06714285714286,58.32566666666666
2001-07-15,57.58,57.32857142857143,58.273
2001-07-16,57.37,57.15857142857143,58.22966666666666
2001-07-17,60.22,57.75142857142857,58.28733333333333
2001-07-18,59.01,58.175714285714285,58.284666666666666
2001-07-19,58.39,58.30285714285714,58.26233333333334
2001-07-20,58.84,58.452857142857134,58.281
2001-07-21,58.85,58.60857142857143,58.3
2001-07-22,57.32,58.57142857142857,58.25366666666667
2001-07-23,57.22,58.550000000000004,58.22833333333334
2001-07-24,57.55,58.16857142857142,58.21266666666667
2001-07-25,59.6,58.25285714285714,58.254666666666665
2001-07-26,58.65,58.29,58.269
2001-07-27,58.19,58.19714285714286,58.26466666666667
2001-07-28,60.92,58.49285714285714,58.34166666666667
2001-07-29,59.35,58.78285714285715,58.33766666666667
2001-07-30,57.17,58.77571428571429,58.25766666666666
2001-07-31,57.74,58.80285714285714,58.17233333333333
2001-08-01,56.53,58.364285714285714,58.092000000000006
2001-08-02,56.76,58.09428571428571,58.02433333333333
2001-08-03,59.36,58.261428571428574,58.06366666666667
2001-08-04,61.19,58.300000000000004,58.150999999999996
2001-08-05,57.74,58.07,58.09166666666667
2001-08-06,58.12,58.205714285714286,58.10466666666666
2001-08-07,57.78,58.21142857142858,58.17233333333333
2001-08-08,57.35,58.32857142857143,58.132
2001-08-09,59.99,58.790000000000006,58.26266666666667
2001-08-10,60.41,58.94,58.40833333333333
2001-08-11,57.85,58.462857142857146,58.42
2001-08-12,59.25,58.67857142857143,58.46866666666667
2001-08-13,59.35,58.85428571428571,58.52166666666667
2001-08-14,58.32,58.93142857142857,58.54633333333333
2001-08-15,59.35,59.21714285714285,58.61233333333334
2001-08-16,59.82,59.192857142857136,58.599000000000004
