Date,fdi_inflows_usd,fdi_inflows_usd_MA7,fdi_inflows_usd_MA30
2000-04-22,77804.79,72107.63142857143,70249.88533333334
2000-04-23,69013.7,71567.02428571429,70193.607
2000-04-24,63773.97,71325.83,70203.31000000001
2000-04-25,49917.81,68356.65285714286,70028.65266666668
2000-04-26,52246.58,65196.18428571429,69566.78066666667
2000-04-27,57952.05,63017.122857142866,69279.566
2000-04-28,62376.71,61869.37285714286,69211.64366666667
2000-04-29,60513.7,59399.21714285714,68854.566
2000-04-30,69363.01,59449.118571428575,68722.60233333333
2000-05-01,69712.33,60297.455714285716,68173.40133333333
2000-05-02,80133.56,64613.991428571426,68196.689
2000-05-03,60222.6,65753.42285714285,67839.61133333333
2000-05-04,59116.44,65919.76428571428,67777.511
2000-05-05,61386.99,65778.37571428572,67222.48833333333
2000-05-06,75708.9,67949.11857142857,67503.881
2000-05-07,80599.32,69554.30571428571,68103.53866666666
2000-05-08,76465.75,70519.08,68037.55666666667
2000-05-09,74428.08,69704.01142857142,68088.01333333334
2000-05-10,70410.96,71159.49142857143,68101.598
2000-05-11,76000.0,73571.42857142857,68375.228
2000-05-12,67791.1,74486.30142857143,68448.97233333334
2000-05-13,63773.97,72781.31142857143,68247.14566666666
2000-05-14,71342.47,71458.90428571429,67998.744
2000-05-15,67267.12,70144.81428571428,68142.35133333332
2000-05-16,53294.52,67125.73428571428,67492.237
2000-05-17,52712.33,64597.35857142857,67067.23700000001
2000-05-18,74428.08,64372.798571428575,67191.43800000001
2000-05-19,66160.96,64139.92142857143,66917.808
2000-05-20,70178.08,65054.79428571429,66816.89466666667
2000-05-21,70934.93,64996.57428571429,66834.36033333333
2000-05-22,77280.82,66427.10285714285,66816.89466666667
2000-05-23,76000.0,69670.74285714286,67049.77133333334
2000-05-24,54866.44,69978.47285714287,66752.85366666668
2000-05-25,62318.49,68248.53142857143,67166.20966666666
2000-05-26,64414.38,67999.02,67571.803
2000-05-27,69304.79,67874.2642857143,67950.22766666667
2000-05-28,74544.52,68389.92000000001,68355.82133333333
2000-05-29,73554.79,67857.62999999999,68790.52433333333
2000-05-30,66568.49,66510.27142857143,68697.37366666667
2000-05-31,64181.51,67840.99571428572,68513.013
2000-06-01,69421.23,68855.67285714285,68155.93533333334
2000-06-02,68489.73,69437.86571428571,68431.50633333334
2000-06-03,75825.34,70369.37285714285,68988.46966666667
2000-06-04,71808.22,69978.47285714284,69335.844
2000-06-05,56496.58,67541.58571428571,68695.43333333333
2000-06-06,67674.66,67699.61,68264.61133333333
2000-06-07,71633.56,68764.18857142856,68103.53833333334
2000-06-08,77106.16,69862.03571428571,68192.80766666666
2000-06-09,77804.79,71192.75857142857,68439.26866666667
2000-06-10,80832.19,71908.02285714286,68600.34166666666
2000-06-11,66801.37,71192.75857142857,68567.35066666667
2000-06-12,74952.05,73829.25428571428,68939.95333333332
2000-06-13,67791.1,73845.88857142857,68821.57433333334
2000-06-14,60746.58,72290.60571428572,68604.22300000001
2000-06-15,75068.49,71999.51,69330.02200000001
2000-06-16,71458.9,71092.9542857143,69954.90766666667
2000-06-17,62493.15,68473.09142857142,69557.07666666668
2000-06-18,74428.08,69562.62142857144,69832.64733333333
2000-06-19,72856.16,69263.20857142858,69921.91666666667
2000-06-20,71633.56,69812.13142857143,69945.20433333333
2000-06-21,70119.86,71151.17142857143,69706.50566666666
2000-06-22,77863.01,71550.38857142857,69768.606
2000-06-23,76523.97,72273.97,70490.52366666666
2000-06-24,68198.63,73089.03857142858,70686.52833333334
2000-06-25,68315.07,72215.75142857143,70816.55133333334
2000-06-26,72448.63,72157.53285714285,70921.34599999999
2000-06-27,66801.37,71467.22,70663.241
2000-06-28,65753.42,70843.44285714286,70403.19533333332
2000-06-29,53876.71,67416.82857142857,69980.136
2000-06-30,73496.58,66984.3442857143,70290.63833333334
2000-07-01,73380.14,67724.56,70422.602
2000-07-02,73729.45,68498.04285714285,70597.25933333334
2000-07-03,75126.71,68880.62571428572,70573.97166666666
2000-07-04,69828.77,69313.11142857143,70507.99
2000-07-05,57253.42,68098.82571428572,70533.21800000001
2000-07-06,52886.99,67957.43714285715,70040.29566666667
2000-07-07,49510.27,64530.82142857143,69302.85266666666
2000-07-08,43106.16,60205.967142857146,68169.51933333333
2000-07-09,73962.33,60239.235714285714,68041.43733333334
2000-07-10,75534.25,60297.455714285716,67864.83933333334
2000-07-11,72448.63,60671.721428571436,68053.08133333334
2000-07-12,62900.68,61478.47285714286,67651.369
2000-07-13,74195.21,64522.50428571429,67864.83933333334
2000-07-14,70061.64,67458.41428571429,68175.34133333333
2000-07-15,62318.49,70203.03285714285,67750.34133333333
2000-07-16,65404.11,68980.43000000001,67548.515
2000-07-17,73729.45,68722.60142857142,67923.05833333333
2000-07-18,74369.86,68997.06285714285,67921.11766666667
2000-07-19,65578.77,69379.64714285715,67678.538
2000-07-20,60513.7,67425.14571428571,67307.876
2000-07-21,55914.38,65404.10857142857,66834.36
2000-07-22,67150.68,66094.42142857143,66477.28233333334
2000-07-23,74311.64,67366.92571428571,66403.538
2000-07-24,62260.27,65728.47142857143,66205.59266666666
2000-07-25,74486.3,65745.10571428572,66411.30033333333
2000-07-26,74369.86,67000.97571428571,66475.34133333333
2000-07-27,74719.18,69030.33,66739.26833333334
2000-07-28,59349.32,69521.03571428571,66525.79833333332
2000-07-29,58359.59,68265.16571428571,66675.22766666666
2000-07-30,67965.75,67358.61,66490.86666666667
2000-07-31,61852.74,67300.39142857143,66106.62
2000-08-01,57544.52,64880.13714285714,65567.12233333333
2000-08-02,85140.41,66418.78714285714,65900.91233333334
2000-08-03,68547.95,65537.18285714285,65858.21833333334
2000-08-04,62376.71,65969.66714285714,66028.99466666667
2000-08-05,63133.56,66651.66285714286,66370.547
2000-08-06,79143.84,68248.53285714285,67358.33266666667
2000-08-07,63599.32,68498.04428571429,68041.438
2000-08-08,59873.29,68830.72571428571,67571.80333333333
2000-08-09,61503.42,65454.01285714285,67104.109
2000-08-10,66452.05,65154.59857142857,66904.223
2000-08-11,75184.93,66984.34428571428,67313.698
2000-08-12,64530.82,67183.95285714285,66991.55166666667
2000-08-13,70469.18,65944.71571428572,67005.13633333333
2000-08-14,74020.55,67433.46285714286,67395.205
2000-08-15,59931.51,67441.78,67212.785
2000-08-16,57428.08,66859.58857142857,66669.406
2000-08-17,59174.66,65819.96142857142,66162.89933333333
2000-08-18,66160.96,64530.822857142855,66182.30566666667
2000-08-19,59815.07,63857.144285714276,66159.018
2000-08-20,70178.08,63815.55857142857,66634.47466666666
2000-08-21,71691.78,63482.87714285714,66785.84466666666
2000-08-22,76058.22,65786.69285714286,66844.064
2000-08-23,56321.92,65628.67,66646.119
2000-08-24,61503.42,65961.34999999999,66213.35633333333
2000-08-25,61969.18,65362.524285714295,65800.00033333333
2000-08-26,64705.48,66061.15428571429,65466.210333333336
2000-08-27,72681.51,66418.78714285714,65910.61666666665
2000-08-28,68606.16,65977.98428571428,66252.16900000001
2000-08-29,61794.52,63940.31285714286,66046.46133333334
2000-08-30,74078.77,66477.00571428573,66453.99566666667
2000-08-31,73263.7,68157.0457142857,66977.96833333334
2000-09-01,61386.99,68073.8757142857,66186.18766666666
2000-09-02,68082.19,68556.26285714285,66170.66233333333
2000-09-03,79958.9,69595.89,66756.73533333333
2000-09-04,75359.59,70560.66571428571,67164.26966666666
2000-09-05,78678.08,72972.60285714285,67148.74433333334
2000-09-06,64705.48,71633.56142857143,67185.61633333334
2000-09-07,54458.9,68947.16142857143,67005.13666666666
2000-09-08,74136.99,70768.59,67426.25566666666
2000-09-09,67674.66,70710.37142857142,67467.00933333334
2000-09-10,67092.47,68872.31000000001,67197.26066666667
2000-09-11,62143.84,66984.34571428572,67117.69466666666
2000-09-12,62143.84,64622.31142857143,66840.18333333333
2000-09-13,58941.78,63798.92571428571,66337.55766666666
2000-09-14,72739.73,66410.47285714286,66764.49833333334
2000-09-15,79900.68,67233.85714285713,67513.58499999999
2000-09-16,91311.64,70610.56857142856,68584.81766666667
2000-09-17,80250.0,72490.21571428572,69054.45233333333
2000-09-18,77397.26,74669.27571428572,69640.52533333334
2000-09-19,83859.59,77771.5257142857,70096.57566666667
2000-09-20,77688.36,80449.60857142857,70296.46166666667
2000-09-21,80657.53,81580.72285714287,70449.77199999998
2000-09-22,66335.62,79642.85714285714,70783.56199999999
2000-09-23,64006.85,75742.17285714285,70867.00966666666
2000-09-24,65113.01,73579.74571428572,70971.804
2000-09-25,55390.41,70435.91,70661.30166666668
2000-09-26,54866.44,66294.03142857143,70067.466
2000-09-27,76407.53,66111.05571428571,70327.51166666667
2000-09-28,85664.38,66826.31999999999,71123.17366666667
2000-09-29,59931.51,65911.44714285714,70651.59833333333
2000-09-30,59989.73,65337.572857142855,70209.13266666667
2000-10-01,80948.63,67599.80428571429,70861.18733333334
2000-10-02,75184.93,70427.59285714287,71097.94533333332
2000-10-03,85839.04,74852.25,71293.95
2000-10-04,82636.99,75742.17285714285,71536.53
2000-10-05,65695.21,72889.43428571429,71103.76766666667
2000-10-06,62900.68,73313.60142857143,71043.60766666666
2000-10-07,58592.47,73113.99285714285,71181.39333333334
2000-10-08,73787.67,72090.99857142857,71169.74933333333
2000-10-09,78852.74,72614.97142857143,71542.352
2000-10-10,63366.44,69404.6,71418.151
2000-10-11,51489.73,64954.991428571426,71063.014
2000-10-12,70236.3,65603.71857142857,71332.76266666666
2000-10-13,74486.3,67258.80714285714,71850.91333333333
2000-10-14,74660.96,69554.30571428571,71914.95433333333
2000-10-15,73147.26,69462.81857142856,71689.84033333333
2000-10-16,64821.92,67458.41571428571,70806.84966666666
2000-10-17,57835.62,66668.29857142858,70059.70366666667
2000-10-18,57020.55,67458.41571428571,69380.48
2000-10-19,59407.53,65911.44857142857,68565.41133333334
2000-10-20,77630.14,66360.56857142856,68563.47066666668
2000-10-21,73962.33,66260.7642857143,68340.29733333334
2000-10-22,73089.04,66252.44714285714,68565.41133333334
2000-10-23,74893.84,67691.29285714285,68928.311
2000-10-24,61969.18,68281.80142857143,68823.51666666666
2000-10-25,64530.82,69354.69714285714,69128.197
2000-10-26,70178.08,70893.34714285714,69638.585
2000-10-27,74311.64,70419.27571428572,69568.72200000001
2000-10-28,75825.34,70685.42,69240.754
2000-10-29,61736.3,69063.6,69300.91366666666
2000-10-30,58476.03,66718.19857142857,69250.457
2000-10-31,72681.51,68248.53142857143,68974.88633333334
2000-11-01,57602.74,67258.80571428571,68388.81333333332
2000-11-02,78386.99,68431.50714285715,68140.41166666667
2000-11-03,93291.1,71142.85857142857,68495.54866666667
2000-11-04,65345.89,69645.79428571429,68483.90466666667
2000-11-05,72041.1,71117.90857142858,68788.58533333334
2000-11-06,67791.1,72448.63285714286,69095.20633333334
2000-11-07,59756.85,70602.25285714286,68627.51233333333
2000-11-08,67674.66,72041.09857142858,68254.90966666667
2000-11-09,87643.84,73363.50571428573,69064.15633333333
2000-11-10,84791.1,72149.22,70174.202
2000-11-11,77630.14,73904.11285714286,70420.66333333333
2000-11-12,60979.45,72323.87714285715,69970.43500000001
2000-11-13,74020.55,73213.79857142856,69949.088
2000-11-14,78386.99,75875.24714285714,70123.74566666667
2000-11-15,73321.92,76681.99857142857,70407.079
2000-11-16,72565.07,74527.88857142857,70898.06066666667
2000-11-17,60106.16,71001.46857142857,71000.91433333333
2000-11-18,52595.89,67425.14714285715,70773.85966666667
2000-11-19,58010.27,67000.97857142858,70119.864
2000-11-20,69304.79,66327.29857142858,69964.61266666667
2000-11-21,74544.52,65778.37428571428,70013.12866666666
2000-11-22,64065.07,64455.967142857146,69652.16966666667
2000-11-23,67150.68,63682.48285714286,69824.88633333334
2000-11-24,79318.49,66427.10142857143,70317.80866666666
2000-11-25,75534.25,69704.01,70496.34766666667
2000-11-26,60630.14,70078.27714285713,70040.29766666667
2000-11-27,68664.38,69986.79000000001,69801.599
2000-11-28,65636.99,68714.28571428571,69931.622
2000-11-29,57020.55,67707.92571428571,69883.106
2000-11-30,57777.4,66368.88571428573,69386.30233333334
2000-12-01,59523.97,63541.09714285714,69450.34333333334
2000-12-02,74893.84,63449.61,69333.905
2000-12-03,73496.58,65287.672857142854,68674.08766666666
2000-12-04,64006.85,64622.311428571425,68629.45300000001
2000-12-05,64065.07,64397.75142857143,68363.58533333334
2000-12-06,54750.0,64073.38714285714,67928.88200000001
2000-12-07,67674.66,65487.28142857143,68192.809
2000-12-08,68955.48,66834.64,68235.503
2000-12-09,68373.29,65903.13285714286,67593.15133333333
2000-12-10,61328.77,64164.874285714286,66811.07366666666
2000-12-11,53236.3,62626.22428571428,65997.94566666667
2000-12-12,73030.82,63907.04571428573,66399.658
2000-12-13,76349.32,66992.66285714286,66477.28366666667
2001-01-21,60397.26,65953.03428571428,65877.626
2001-01-22,63773.97,65212.81857142858,65559.361
2001-01-23,64705.48,64688.84571428572,65297.37466666666
2001-01-24,67092.47,65512.23142857144,65530.25166666666
2001-01-25,68955.48,67757.82857142857,66075.57133333334
2001-01-26,61154.11,66061.1557142857,66180.366
2001-01-27,62842.47,64131.605714285724,65964.95533333333
2001-01-28,55623.29,63449.61,65334.24766666666
2001-01-29,62260.27,63233.36714285715,65274.08766666667
2001-01-30,65404.11,63333.17142857143,65215.86866666667
2001-01-31,97133.56,67624.75571428571,65809.70433333333
2001-02-01,92184.93,70943.24857142857,66364.727
2001-02-02,80133.56,73654.59857142858,67014.841
2001-02-03,58883.56,73089.04,66688.81366666667
2001-02-04,59349.32,73621.33,66479.22466666666
2001-02-05,52945.21,72290.60714285714,66343.37999999999
2001-02-06,55041.1,70810.17714285714,66252.17
2001-02-07,60688.36,65603.72,66290.983
2001-02-08,68198.63,62177.10571428571,66067.80933333332
2001-02-09,60746.58,59407.537142857145,65642.80933333334
2001-02-10,83452.05,62917.32142857143,66290.98266666666
2001-02-11,81821.92,66127.69285714286,66882.87766666667
2001-02-12,65229.45,67882.58428571429,67232.19266666665
2001-02-13,65287.67,69346.37999999999,67152.62633333333
2001-02-14,55797.95,68647.75,66714.042
2001-02-15,53410.96,66535.22571428571,66215.29766666667
2001-02-16,55681.51,65811.64428571428,66027.05566666667
2001-02-17,59931.51,62451.56714285714,66250.22933333334
2001-02-18,59931.51,59324.36571428571,65813.58566666667
2001-02-19,60804.79,58692.27142857143,65295.43466666667
2001-02-20,77863.01,60488.74857142857,65877.62633333333
2001-02-21,90147.26,65395.79285714286,66756.736
2001-02-22,82345.89,69529.35428571429,67344.74966666667
2001-02-23,66976.03,71142.85714285714,67340.86833333333
2001-02-24,46250.0,69188.35571428572,66584.019
2001-02-25,63133.56,69645.79142857144,66650.00066666667
2001-02-26,62085.62,69828.76714285715,66624.77233333333
2001-02-27,68955.48,68556.26285714285,67069.17866666666
2001-02-28,69071.92,65545.5,67296.23366666667
2001-03-01,55332.19,61686.4,66960.503
2001-03-02,50441.78,59324.36428571429,65404.11033333334
2001-03-03,65578.77,62085.617142857154,64517.23833333333
2001-03-04,66684.93,62592.95571428571,64068.950666666664
2001-03-05,70643.84,63815.55857142857,64460.96
2001-03-06,58941.78,62385.02999999999,64447.37533333334
2001-03-07,65753.42,61910.95857142857,64874.31566666667
2001-03-08,72797.95,64406.06714285714,65466.210666666666
2001-03-09,79900.68,68614.48142857142,66106.62133333333
2001-03-10,79027.4,70535.71428571428,66467.58033333333
2001-03-11,78678.08,72249.02142857142,67065.29699999999
2001-03-12,82345.89,73920.74285714285,67028.425
2001-03-13,61852.74,74336.59428571428,66362.78566666666
2001-03-14,63890.41,74070.45,66318.151
2001-03-15,65986.3,73097.35714285714,66341.43866666667
2001-03-16,61212.33,70427.59285714287,66521.918
2001-03-17,63075.34,68148.72714285714,66844.064
2001-03-18,68315.07,66668.29714285715,67265.18266666666
2001-03-19,72215.75,65221.134285714295,67674.65733333334
2001-03-20,68606.16,66185.90857142858,67963.81233333334
2001-03-21,68722.6,66876.22142857143,68227.73933333333
2001-03-22,64181.51,66618.39428571428,67771.68933333333
2001-03-23,92301.37,71059.68571428572,67843.493
2001-03-24,81181.51,73646.28142857143,67804.68033333334
2001-03-25,81414.38,75517.61142857143,68285.95866666667
2001-03-26,65578.77,74569.47142857143,68930.251
2001-03-27,65695.21,74153.62142857144,69015.63933333333
2001-03-28,62667.81,73288.65142857142,69035.04566666667
2001-03-29,57311.64,72307.24142857142,68646.91766666666
2001-03-30,67616.44,68780.82285714286,68598.40166666667
2001-03-31,67616.44,66842.95571428572,69007.87666666666
2001-04-01,89856.16,68048.9242857143,70321.68933333334
2001-04-02,81239.73,70286.20428571428,70843.72133333333
2001-04-03,84267.12,72939.33428571429,71429.79433333334
2001-04-04,77571.92,75068.49285714285,71660.73033333334
2001-04-05,65054.79,76174.65714285713,71864.49733333333
2001-04-06,64356.16,75708.90285714286,71817.922
2001-04-07,73671.23,76573.87285714285,71847.03133333333
2001-04-08,69013.7,73596.37857142856,71484.132
2001-04-09,60571.92,70643.83428571429,70868.94933333334
2001-04-10,60339.04,67225.53714285714,70257.648
2001-04-11,58068.49,64439.33285714285,69448.40133333333
2001-04-12,55856.16,63125.24285714285,69248.51533333333
2001-04-13,60455.48,62568.00285714286,69134.01766666667
2001-04-14,66393.84,61528.375714285714,69147.60233333333
2001-04-15,81297.95,63283.26857142857,69817.12299999999
2001-04-16,83335.62,66535.22571428571,70492.46566666667
2001-04-17,58941.78,66335.61714285714,70180.02266666667
2001-04-18,72856.16,68448.14142857143,70201.36966666667
2001-04-19,67791.1,70153.13285714286,70174.20099999999
2001-04-20,54458.9,69296.47857142857,69698.74433333334
2001-04-21,54866.44,67649.70714285715,69388.242
2001-04-22,51897.26,63449.60857142857,68041.43833333332
2001-04-23,53527.4,59191.291428571436,67119.63466666666
2001-04-24,61212.33,59515.65571428572,66446.233
2001-04-25,73438.36,59598.827142857146,66708.21933333334
2001-04-26,61678.08,58725.53857142857,66574.315
2001-04-27,67267.12,60555.28428571429,66727.62533333333
2001-04-28,64880.14,61985.81285714287,66979.90866666667
2001-04-29,59349.32,63050.392857142855,66704.338
2001-04-30,66568.49,64913.40571428571,66669.40633333333
2001-05-01,67208.9,65770.05857142857,65914.49766666668
2001-05-02,67208.9,64880.13571428571,65446.80333333334
2001-05-03,53934.93,63773.97142857143,64435.73033333333
2001-05-04,71924.66,64439.33428571428,64247.48833333333
2001-05-05,55623.29,63116.92714285713,63933.104999999996
2001-05-06,64181.51,63807.24,63927.28333333333
2001-05-07,68023.97,64015.16571428571,63739.041333333334
2001-05-08,68373.29,64181.50714285714,63717.694333333326
2001-05-09,70061.64,64589.041428571436,64034.01833333333
2001-05-10,78678.08,68123.77714285713,64645.31966666666
2001-05-11,67907.53,67549.90142857142,64973.28766666666
2001-05-12,56613.01,67691.29000000001,64998.515999999996
2001-05-13,73030.82,68955.47714285714,65417.694
2001-05-14,73030.82,69670.74142857143,65638.92666666667
2001-05-15,48753.42,66867.90285714286,64554.109000000004
2001-05-16,61852.74,65695.20285714285,63838.013
2001-05-17,70585.62,64539.13714285714,64226.14100000001
2001-05-18,70585.62,64921.721428571436,64150.45633333333
2001-05-19,73613.01,67350.29285714285,64344.520000000004
2001-05-20,59232.88,65379.15857142857,64503.65266666667
2001-05-21,59756.85,63482.87714285714,64666.666333333334
2001-05-22,54866.44,64356.16571428572,64765.638999999996
2001-05-23,72739.73,65911.45,65406.05
2001-05-24,67150.68,65420.74428571429,65603.99500000001
2001-05-25,55914.38,63324.852857142854,65019.86233333333
2001-05-26,57893.84,61079.25714285714,64893.721000000005
2001-05-27,64297.95,61802.83857142857,64794.74866666667
2001-05-28,54051.37,60987.770000000004,64433.789666666664
2001-05-29,69246.58,63042.07571428571,64763.698333333334
2001-05-30,72099.32,62950.58857142857,64948.05933333333
2001-05-31,67441.78,62992.17428571428,64955.822
2001-06-01,58184.93,63316.538571428566,64655.023
2001-06-02,56496.58,63116.93,64740.41133333334
2001-06-03,70178.08,63956.94857142858,64682.19200000001
2001-06-04,83976.03,68231.90000000001,65627.28333333334
2001-06-05,67791.1,68023.97428571428,65747.603
2001-06-06,60571.92,66377.20285714285,65499.20133333334
2001-06-07,60804.79,65429.06142857143,65246.918
2001-06-08,58883.56,65528.86571428572,64874.31533333333
2001-06-09,70702.05,67558.21857142857,64608.447666666674
2001-06-10,67674.66,67200.58714285714,64600.685333333335
2001-06-11,67616.44,64863.50285714286,64967.46633333333
2001-06-12,72914.38,65595.40000000001,64963.585
2001-06-13,67383.56,66568.49142857143,64775.343
2001-06-14,67500.0,67524.95,65400.22900000001
2001-06-15,54458.9,66892.85571428572,65153.76766666667
2001-06-16,50208.9,63965.26285714286,64474.54366666666
2001-06-17,52013.7,61727.98285714286,63855.47966666667
2001-06-18,60397.26,60696.67142857142,63414.95466666667
2001-06-19,49219.18,57311.642857142855,63081.164666666664
2001-06-20,49393.84,54741.68285714286,62735.73100000001
2001-06-21,65811.64,54500.48857142858,63100.571
2001-06-22,74369.86,57344.91142857143,63154.90866666668
2001-06-23,74369.86,60796.47714285714,63395.547999999995
2001-06-24,70760.27,63474.55857142858,63890.411
2001-06-25,62784.25,63815.55714285715,64053.424666666666
2001-06-26,57544.52,65004.89142857143,63828.310333333335
2001-06-27,70527.4,68023.97142857143,64377.51133333333
2001-06-28,72739.73,69013.69857142857,64493.94966666667
2001-06-29,78678.08,69629.15857142858,64713.24166666667
2001-06-30,74369.86,69629.15857142858,64944.17766666667
2001-07-01,60863.01,68215.26428571428,65033.44700000001
2001-07-02,65171.23,68556.26142857142,65322.602
2001-07-03,77047.95,71342.4657142857,65551.59766666667
2001-07-04,78910.96,72540.11714285714,65382.762
2001-07-05,66626.71,71666.82857142857,65343.949
2001-07-06,81821.92,72115.94857142857,66052.28233333334
2001-07-07,66277.4,70959.88285714286,66234.70266666666
2001-07-08,60397.26,70893.34714285714,66285.15933333333
2001-07-09,69421.23,71500.48999999999,66242.46533333333
2001-07-10,77688.36,71591.97714285714,66576.25533333333
2001-07-11,81239.73,71924.65857142858,67030.365
2001-07-12,81996.58,74120.35428571429,67333.105
2001-07-13,56671.23,70527.39857142857,66976.02733333333
2001-07-14,49917.81,68190.31428571428,66389.95433333333
2001-07-15,50849.32,66826.32285714286,66269.635
2001-07-16,59000.0,65337.57571428572,66562.67166666668
2001-07-17,59698.63,62767.614285714284,66818.836
2001-07-18,60979.45,59873.28857142857,66838.24233333333
2001-07-19,75301.37,58916.829999999994,67707.64866666666
2001-07-20,85256.85,63000.49,68903.08233333334
2001-07-21,85256.85,68048.92428571428,69551.256
2001-07-22,69421.23,70702.05428571429,69386.30166666667
2001-07-23,63250.0,71309.19714285714,69015.63966666667
2001-07-24,75650.68,73588.06142857143,69178.65333333334
2001-07-25,72739.73,75268.10142857142,69510.50266666667
2001-07-26,64938.36,73787.67142857143,69756.96399999999
