Date,debt_gdp_ratio,debt_gdp_ratio_MA7,debt_gdp_ratio_MA30
2000-04-29,56.13,59.08285714285715,59.63133333333333
2000-04-30,60.73,59.72285714285715,59.38766666666666
2000-05-01,66.19,60.712857142857146,59.498
2000-05-02,63.59,60.78285714285715,59.27066666666666
2000-05-03,62.99,61.44428571428572,59.21033333333333
2000-05-04,59.49,61.52571428571429,59.413999999999994
2000-05-05,58.36,61.06857142857143,59.33266666666667
2000-05-06,61.45,61.82857142857143,59.37166666666667
2000-05-07,62.31,62.05428571428572,59.73833333333334
2000-05-08,62.8,61.57,60.076
2000-05-09,71.32,62.674285714285716,60.729
2000-05-10,64.99,62.959999999999994,60.88466666666667
2000-05-11,68.19,64.20285714285714,60.781666666666666
2000-05-12,66.04,65.3,60.87833333333333
2000-05-13,56.96,64.65857142857142,60.754
2000-05-14,55.0,63.61428571428571,60.44233333333333
2000-05-15,56.4,62.7,60.543
2000-05-16,64.35,61.70428571428572,60.87466666666667
2000-05-17,64.35,61.612857142857145,61.289333333333325
2000-05-18,69.36,61.78000000000001,61.734
2000-05-19,63.82,61.462857142857146,61.97
2000-05-20,65.33,62.65857142857143,62.36566666666666
2000-05-21,65.29,64.12857142857143,62.382
2000-05-22,71.05,66.22142857142856,62.464666666666666
2000-05-23,69.21,66.91571428571429,62.89666666666667
2000-05-24,60.65,66.38714285714285,62.943
2000-05-25,60.05,65.05714285714286,62.841333333333324
2000-05-26,70.18,65.96571428571428,63.23533333333333
2000-05-27,59.75,65.16857142857143,63.263
2000-05-28,57.79,64.09714285714286,63.13733333333333
2000-05-29,60.39,62.574285714285715,63.279333333333334
2000-05-30,62.76,61.652857142857144,63.347
2000-05-31,66.0,62.417142857142856,63.34066666666667
2000-06-01,60.77,62.519999999999996,63.24666666666667
2000-06-02,47.58,59.291428571428575,62.733
2000-06-03,55.76,58.721428571428575,62.608666666666664
2000-06-04,67.1,60.051428571428566,62.9
2000-06-05,56.66,59.51857142857143,62.740333333333325
2000-06-06,59.94,59.11571428571428,62.66133333333333
2000-06-07,66.46,59.18142857142857,62.78333333333333
2000-06-08,61.6,59.300000000000004,62.45933333333333
2000-06-09,65.33,61.83571428571428,62.47066666666667
2000-06-10,55.27,61.76571428571428,62.04
2000-06-11,59.11,60.62428571428571,61.809
2000-06-12,58.66,60.910000000000004,61.86566666666667
2000-06-13,62.2,61.23285714285714,62.10566666666667
2000-06-14,70.49,61.808571428571426,62.57533333333333
2000-06-15,64.01,62.152857142857144,62.564
2000-06-16,60.09,61.40428571428571,62.422000000000004
2000-06-17,48.83,60.48428571428571,61.73766666666666
2000-06-18,58.54,60.402857142857144,61.561666666666675
2000-06-19,58.32,60.35428571428571,61.327999999999996
2000-06-20,58.51,59.82714285714285,61.102
2000-06-21,65.85,59.16428571428571,60.928666666666665
2000-06-22,64.01,59.16428571428571,60.755333333333326
2000-06-23,62.99,59.57857142857143,60.833333333333336
2000-06-24,67.17,62.198571428571434,61.07066666666667
2000-06-25,74.59,64.49142857142859,61.217666666666666
2000-06-26,71.88,66.42857142857143,61.622
2000-06-27,51.99,65.49714285714286,61.42866666666667
2000-06-28,55.79,64.06,61.275333333333336
2000-06-29,61.37,63.682857142857145,61.229
2000-06-30,57.75,62.934285714285714,60.95399999999999
2000-07-01,78.17,64.50571428571428,61.534
2000-07-02,78.02,64.99571428571429,62.54866666666667
2000-07-03,66.34,64.20428571428572,62.90133333333334
2000-07-04,56.47,64.84428571428572,62.547
2000-07-05,54.21,64.61857142857143,62.465333333333334
2000-07-06,52.93,63.41285714285714,62.23166666666667
2000-07-07,54.29,62.91857142857143,61.826
2000-07-08,58.7,60.137142857142855,61.72933333333334
2000-07-09,65.14,58.29714285714285,61.723
2000-07-10,65.59,58.190000000000005,62.067
2000-07-11,57.08,58.277142857142856,61.99933333333333
2000-07-12,58.81,58.934285714285714,62.00433333333333
2000-07-13,66.34,60.85,62.14233333333333
2000-07-14,65.21,62.410000000000004,61.96633333333333
2000-07-15,48.07,60.89142857142857,61.434999999999995
2000-07-16,61.48,60.36857142857143,61.48133333333333
2000-07-17,62.2,59.884285714285724,61.92700000000001
2000-07-18,59.9,60.287142857142854,61.97233333333333
2000-07-19,58.58,60.25428571428571,61.981
2000-07-20,64.91,60.050000000000004,62.19433333333333
2000-07-21,59.83,59.28142857142857,61.99366666666666
2000-07-22,54.44,60.19142857142857,61.67466666666667
2000-07-23,68.0,61.12285714285714,61.84166666666667
2000-07-24,66.27,61.70428571428571,61.81166666666666
2000-07-25,61.33,61.90857142857142,61.369666666666674
2000-07-26,60.39,62.16714285714285,60.986666666666665
2000-07-27,64.23,62.07,61.394666666666666
2000-07-28,62.46,62.44571428571429,61.617
2000-07-29,62.95,63.66142857142857,61.66966666666667
2000-07-30,64.27,63.128571428571426,61.88700000000001
2000-07-31,67.1,63.24714285714286,61.518
2000-08-01,66.23,63.94714285714286,61.125
2000-08-02,62.65,64.27000000000001,61.001999999999995
2000-08-03,53.38,62.720000000000006,60.899
2000-08-04,68.83,63.629999999999995,61.38633333333334
2000-08-05,68.34,64.39999999999999,61.9
2000-08-06,62.84,64.19571428571429,62.184999999999995
2000-08-07,63.48,63.67857142857143,62.34433333333333
2000-08-08,59.9,62.77428571428572,62.16966666666667
2000-08-09,71.8,64.08142857142857,62.376666666666665
2000-08-10,64.2,65.62714285714286,62.614000000000004
2000-08-11,60.47,64.43285714285715,62.66933333333334
2000-08-12,61.37,63.43714285714285,62.50366666666666
2000-08-13,61.11,63.19,62.367
2000-08-14,58.66,62.50142857142857,62.72
2000-08-15,55.64,61.892857142857146,62.525333333333336
2000-08-16,60.8,60.32142857142857,62.47866666666666
2000-08-17,69.36,61.058571428571426,62.794
2000-08-18,78.17,63.58714285714285,63.446999999999996
2000-08-19,58.7,63.20571428571429,63.24
2000-08-20,62.69,63.43142857142857,63.33533333333334
2000-08-21,57.53,63.269999999999996,63.43833333333334
2000-08-22,57.98,63.604285714285716,63.10433333333334
2000-08-23,63.4,63.97571428571428,63.00866666666666
2000-08-24,54.14,61.80142857142857,62.769
2000-08-25,61.48,59.417142857142856,62.80533333333334
2000-08-26,62.61,59.97571428571429,62.751333333333335
2000-08-27,66.53,60.52428571428571,62.88699999999999
2000-08-28,54.44,60.082857142857144,62.60333333333333
2000-08-29,54.14,59.53428571428571,62.26566666666667
2000-08-30,58.77,58.87285714285714,61.98800000000001
2000-08-31,74.03,61.714285714285715,62.248000000000005
2000-09-01,65.78,62.32857142857142,62.352333333333334
2000-09-02,70.11,63.39999999999999,62.91
2000-09-03,68.38,63.66428571428571,62.894999999999996
2000-09-04,64.76,65.13857142857144,62.775666666666666
2000-09-05,53.57,65.05714285714286,62.46666666666667
2000-09-06,58.24,64.98142857142857,62.292
2000-09-07,63.59,63.49,62.41499999999999
2000-09-08,60.77,62.77428571428571,62.047333333333334
2000-09-09,52.29,60.228571428571435,61.650333333333336
2000-09-10,61.6,59.260000000000005,61.687999999999995
2000-09-11,57.72,58.25428571428572,61.56633333333333
2000-09-12,55.23,58.49142857142857,61.37033333333333
2000-09-13,61.71,58.987142857142864,61.472
2000-09-14,69.24,59.794285714285714,61.925333333333334
2000-09-15,59.45,59.605714285714285,61.88033333333333
2000-09-16,71.99,62.42,61.967999999999996
2000-09-17,71.73,63.86714285714286,61.75333333333333
2000-09-18,55.79,63.59142857142857,61.656333333333336
2000-09-19,65.51,65.05999999999999,61.75033333333333
2000-09-20,75.04,66.96428571428571,62.333999999999996
2000-09-21,75.04,67.79285714285714,62.90266666666666
2000-09-22,63.25,68.33571428571429,62.897666666666666
2000-09-23,61.41,66.82428571428571,63.14
2000-09-24,48.49,63.50428571428571,62.707
2000-09-25,48.52,62.46571428571429,62.23733333333334
2000-09-26,51.8,60.50714285714285,61.74633333333334
2000-09-27,54.36,57.55285714285714,61.74366666666666
2000-09-28,51.88,54.24428571428571,61.66833333333333
2000-09-29,56.43,53.269999999999996,61.590333333333334
2000-09-30,65.1,53.797142857142866,61.29266666666667
2000-10-01,63.03,55.87428571428571,61.201
2000-10-02,61.78,57.76857142857143,60.92333333333333
2000-10-03,56.32,58.41428571428572,60.52133333333333
2000-10-04,64.8,59.90571428571429,60.522666666666666
2000-10-05,54.97,60.347142857142856,60.56933333333333
2000-10-06,56.96,60.42285714285714,60.526666666666664
2000-10-07,57.04,59.271428571428565,60.30833333333333
2000-10-08,64.57,59.49142857142857,60.434999999999995
2000-10-09,60.96,59.374285714285705,60.724000000000004
2000-10-10,66.61,60.84428571428571,60.891
2000-10-11,63.03,60.59142857142857,61.068
2000-10-12,62.73,61.699999999999996,61.318
2000-10-13,68.57,63.35857142857143,61.54666666666666
2000-10-14,65.1,64.50999999999999,61.40866666666667
2000-10-15,52.71,62.815714285714286,61.18399999999999
2000-10-16,57.04,62.255714285714284,60.68566666666666
2000-10-17,52.25,60.20428571428571,60.03633333333334
2000-10-18,58.54,59.56285714285714,60.128
2000-10-19,65.1,59.90142857142856,60.11433333333333
2000-10-20,64.42,59.308571428571426,59.76033333333333
2000-10-21,67.92,59.71142857142856,59.523
2000-10-22,71.77,62.43428571428571,59.807
2000-10-23,63.93,63.41857142857143,59.89099999999999
2000-10-24,62.16,64.83428571428571,60.346666666666664
2000-10-25,64.2,65.64285714285714,60.86933333333333
2000-10-26,60.39,64.97,61.15566666666666
2000-10-27,64.12,64.92714285714285,61.481
2000-10-28,60.13,63.81428571428571,61.75599999999999
2000-10-29,58.96,61.98428571428572,61.84033333333333
2000-10-30,59.67,61.37571428571429,61.65933333333333
2000-10-31,60.32,61.112857142857145,61.568999999999996
2000-11-01,57.04,60.089999999999996,61.410999999999994
2000-11-02,67.06,61.042857142857144,61.769000000000005
2000-11-03,59.07,60.32142857142857,61.577999999999996
2000-11-04,58.02,60.02,61.67966666666666
2000-11-05,63.93,60.730000000000004,61.912000000000006
2000-11-06,62.16,61.08571428571429,62.08266666666667
2000-11-07,62.88,61.451428571428565,62.02633333333333
2000-11-08,61.67,62.112857142857145,62.05
2000-11-09,57.87,60.800000000000004,61.75866666666666
2000-11-10,54.4,60.13285714285714,61.471000000000004
2000-11-11,51.42,59.19,61.094
2000-11-12,64.57,59.28142857142857,60.960666666666675
2000-11-13,65.25,59.722857142857144,60.96566666666666
2000-11-14,66.23,60.20142857142857,61.416333333333334
2000-11-15,60.77,60.07285714285714,61.54066666666667
2000-11-16,66.68,61.33142857142857,62.02166666666666
2000-11-17,67.7,63.23142857142857,62.327
2000-11-18,68.94,65.73428571428572,62.455000000000005
2000-11-19,68.94,66.35857142857142,62.60566666666667
2000-11-20,74.89,67.73571428571428,62.837999999999994
2000-11-21,66.49,67.77285714285713,62.662
2000-11-22,67.96,68.8,62.79633333333334
2000-11-23,70.41,69.33285714285714,63.07133333333333
2000-11-24,63.71,68.76285714285714,63.05499999999999
2000-11-25,66.49,68.41285714285713,63.25833333333333
2000-11-26,71.69,68.80571428571429,63.510666666666665
2000-11-27,61.56,66.90142857142857,63.55833333333333
2000-11-28,62.09,66.27285714285713,63.662666666666674
2000-11-29,65.06,65.85857142857142,63.842333333333336
2000-11-30,63.63,64.89,63.952666666666666
2000-12-01,63.52,64.86285714285715,64.16866666666667
2000-12-02,66.72,64.89571428571428,64.15733333333333
2000-12-03,65.82,64.05714285714285,64.38233333333334
2000-12-04,63.63,64.35285714285715,64.56933333333333
2000-12-05,60.09,64.06714285714285,64.44133333333333
2000-12-06,52.74,62.30714285714286,64.12733333333334
2000-12-07,54.51,61.00428571428571,63.848333333333336
2000-12-08,58.96,60.35285714285715,63.758
2000-12-09,63.22,59.85285714285714,63.93633333333333
2000-12-10,57.79,58.705714285714286,64.04933333333332
2000-12-11,57.83,57.87714285714286,64.263
2000-12-12,64.68,58.53285714285715,64.26666666666667
2000-12-13,65.97,60.42285714285715,64.29066666666667
2001-01-21,68.38,62.40428571428572,64.36233333333334
2001-01-22,72.97,64.40571428571428,64.76899999999999
2001-01-23,66.12,64.82000000000001,64.75033333333333
2001-01-24,52.37,64.04571428571428,64.23933333333333
2001-01-25,79.64,67.16142857142857,64.59599999999999
2001-01-26,77.15,68.94285714285715,64.86966666666666
2001-01-27,74.14,70.11,64.84466666666667
2001-01-28,73.39,70.82571428571428,65.07466666666667
2001-01-29,68.3,70.15857142857143,65.086
2001-01-30,67.74,70.39,64.997
2001-01-31,65.89,72.32142857142857,65.06966666666668
2001-02-01,71.09,71.1,65.223
2001-02-02,65.78,69.47571428571429,65.026
2001-02-03,60.5,67.52714285714286,64.99066666666667
2001-02-04,62.05,65.90714285714286,64.98933333333333
2001-02-05,66.64,65.67,65.042
2001-02-06,59.41,64.48,64.90133333333334
2001-02-07,61.6,63.86714285714286,64.83733333333333
2001-02-08,65.97,63.13571428571429,64.81233333333334
2001-02-09,65.55,63.10285714285714,64.80333333333333
2001-02-10,66.0,63.888571428571424,64.88233333333334
2001-02-11,59.15,63.47428571428571,64.851
2001-02-12,54.06,61.67714285714286,64.895
2001-02-13,58.17,61.5,65.017
2001-02-14,66.87,62.25285714285714,65.28066666666668
2001-02-15,65.14,62.13428571428572,65.34466666666667
2001-02-16,68.19,62.511428571428574,65.69133333333333
2001-02-17,67.81,62.77,66.024
2001-02-18,68.94,64.16857142857143,66.166
2001-02-19,72.52,66.80571428571429,66.38433333333334
2001-02-20,62.01,67.35428571428572,66.172
2001-02-21,71.69,68.04285714285714,66.12933333333334
2001-02-22,73.09,69.17857142857143,66.36166666666666
2001-02-23,66.57,68.94714285714285,66.835
2001-02-24,63.63,68.35,66.30133333333333
2001-02-25,68.49,68.28571428571429,66.01266666666666
2001-02-26,70.45,67.99,65.88966666666667
2001-02-27,70.18,69.15714285714286,65.78266666666667
2001-02-28,65.4,68.25857142857143,65.686
2001-03-01,61.82,66.64857142857143,65.48866666666667
2001-03-02,69.7,67.0957142857143,65.61566666666667
2001-03-03,65.29,67.33285714285714,65.42233333333334
2001-03-04,59.64,66.06857142857143,65.21766666666666
2001-03-05,54.78,63.83,65.027
2001-03-06,59.52,62.30714285714286,64.94266666666667
2001-03-07,66.38,62.44714285714286,64.934
2001-03-08,63.48,62.684285714285714,65.06966666666666
2001-03-09,64.53,61.94571428571429,65.16733333333333
2001-03-10,63.71,61.720000000000006,65.092
2001-03-11,64.76,62.451428571428565,65.06566666666667
2001-03-12,66.04,64.06,65.067
2001-03-13,57.3,63.74285714285715,65.00533333333333
2001-03-14,59.3,62.73142857142857,65.18
2001-03-15,56.85,61.784285714285716,65.136
2001-03-16,61.41,61.33857142857143,64.95400000000001
2001-03-17,65.63,61.61285714285714,64.97033333333333
2001-03-18,66.76,61.89857142857143,64.92266666666667
2001-03-19,59.45,60.957142857142856,64.64399999999999
2001-03-20,62.16,61.65142857142856,64.418
2001-03-21,67.43,62.81285714285715,64.24833333333332
2001-03-22,64.35,63.88428571428572,64.32633333333334
2001-03-23,52.93,62.67285714285715,63.701
2001-03-24,58.54,61.660000000000004,63.216
2001-03-25,61.97,60.97571428571428,63.06266666666667
2001-03-26,60.43,61.11571428571428,62.956
2001-03-27,61.6,61.035714285714285,62.726333333333336
2001-03-28,54.7,59.21714285714286,62.20133333333333
2001-03-29,59.45,58.51714285714286,61.843666666666664
2001-03-30,72.07,61.25142857142857,62.066
2001-03-31,61.56,61.682857142857145,62.05733333333333
2001-04-01,56.77,60.94,61.626333333333335
2001-04-02,57.87,60.574285714285715,61.379
2001-04-03,65.29,61.10142857142857,61.56733333333333
2001-04-04,65.97,62.71142857142858,61.94033333333333
2001-04-05,78.43,65.42285714285715,62.57066666666666
2001-04-06,72.63,65.50285714285714,62.779
2001-04-07,62.88,65.69142857142857,62.759
2001-04-08,67.89,67.28,62.871
2001-04-09,62.31,67.91428571428573,62.824333333333335
2001-04-10,66.53,68.09142857142857,62.88333333333333
2001-04-11,70.03,68.67142857142856,63.016333333333336
2001-04-12,65.59,66.83714285714287,63.292666666666676
2001-04-13,58.92,64.87857142857142,63.279999999999994
2001-04-14,60.58,64.55,63.404333333333334
2001-04-15,64.12,64.01142857142858,63.49466666666667
2001-04-16,70.49,65.17999999999999,63.656666666666666
2001-04-17,67.89,65.37428571428572,63.69433333333334
2001-04-18,62.27,64.26571428571428,63.788333333333334
2001-04-19,63.14,63.91571428571428,63.821
2001-04-20,63.4,64.55571428571429,63.686666666666675
2001-04-21,71.65,66.13714285714285,63.93
2001-04-22,72.26,67.3,64.57433333333334
2001-04-23,59.56,65.73857142857143,64.60833333333333
2001-04-24,69.21,65.92714285714285,64.84966666666668
2001-04-25,64.95,66.31,65.00033333333333
2001-04-26,63.44,66.35285714285715,65.06166666666667
2001-04-27,64.72,66.54142857142857,65.39566666666667
2001-04-28,63.59,65.39,65.53366666666666
2001-04-29,63.25,64.10285714285715,65.23966666666666
2001-04-30,59.18,64.04857142857144,65.16033333333333
2001-05-01,64.91,63.43428571428571,65.43166666666667
2001-05-02,61.67,62.965714285714284,65.55833333333334
2001-05-03,73.54,64.40857142857143,65.83333333333334
2001-05-04,80.88,66.71714285714286,66.33033333333334
2001-05-05,66.68,67.15857142857143,65.93866666666666
2001-05-06,64.95,67.40142857142857,65.68266666666666
2001-05-07,67.55,68.59714285714286,65.83833333333334
2001-05-08,57.9,67.5957142857143,65.50533333333333
2001-05-09,57.26,66.96571428571428,65.337
2001-05-10,57.53,64.67857142857143,65.037
2001-05-11,62.91,62.111428571428576,64.79966666666667
2001-05-12,74.4,63.214285714285715,65.09333333333333
2001-05-13,76.55,64.87142857142857,65.681
2001-05-14,63.29,64.26285714285714,65.77133333333333
2001-05-15,59.67,64.51571428571428,65.623
2001-05-16,64.35,65.52857142857142,65.41833333333334
2001-05-17,63.07,66.32,65.25766666666667
2001-05-18,57.08,65.48714285714286,65.08466666666666
2001-05-19,67.02,64.43285714285715,65.214
2001-05-20,67.36,63.12,65.34599999999999
2001-05-21,63.44,63.14142857142856,65.07233333333333
2001-05-22,61.67,63.42714285714285,64.71933333333332
2001-05-23,61.33,62.99571428571428,64.77833333333334
2001-05-24,57.79,62.24142857142857,64.39766666666667
2001-05-25,56.36,62.13857142857143,64.11133333333333
2001-05-26,57.53,60.78285714285715,63.91433333333334
2001-05-27,58.21,59.47571428571429,63.69733333333333
2001-05-28,60.05,58.99142857142857,63.57933333333334
2001-05-29,69.85,60.160000000000004,63.79933333333334
2001-05-30,66.61,60.91428571428571,64.047
2001-05-31,60.8,61.34428571428571,63.91
2001-06-01,57.83,61.55428571428571,63.782000000000004
2001-06-02,63.86,62.458571428571425,63.45933333333333
2001-06-03,71.13,64.30428571428571,63.13433333333333
2001-06-04,73.5,66.22571428571429,63.361666666666665
2001-06-05,69.88,66.22999999999999,63.525999999999996
2001-06-06,59.79,65.25571428571429,63.26733333333333
2001-06-07,65.93,65.98857142857143,63.535000000000004
2001-06-08,64.87,66.99428571428572,63.788666666666664
2001-06-09,62.58,66.81142857142858,63.956999999999994
2001-06-10,63.37,65.70285714285714,63.97233333333334
2001-06-11,61.22,63.948571428571434,63.533
2001-06-12,58.54,62.32857142857143,62.93266666666667
2001-06-13,62.35,62.69428571428572,62.90133333333333
2001-06-14,63.33,62.32285714285714,63.02333333333333
2001-06-15,65.4,62.39857142857142,63.05833333333333
2001-06-16,60.92,62.16142857142857,62.986666666666665
2001-06-17,61.18,61.848571428571425,63.123333333333335
2001-06-18,68.64,62.90857142857143,63.17733333333333
2001-06-19,64.72,63.791428571428575,63.089333333333336
2001-06-20,66.83,64.43142857142857,63.20233333333333
2001-06-21,62.31,64.28571428571429,63.22366666666667
2001-06-22,74.55,65.59285714285714,63.66433333333334
2001-06-23,69.43,66.80857142857143,64.05233333333334
2001-06-24,62.69,67.02428571428571,64.26333333333334
2001-06-25,62.61,66.16285714285713,64.43266666666666
2001-06-26,59.52,65.42,64.47633333333333
2001-06-27,59.9,64.42999999999999,64.47133333333333
2001-06-28,67.62,65.18857142857144,64.397
2001-06-29,49.5,61.61,63.82666666666667
2001-06-30,56.28,59.73142857142857,63.676
2001-07-01,52.97,58.34285714285714,63.514
2001-07-02,61.97,58.25142857142857,63.451
2001-07-03,61.67,58.55857142857143,63.135666666666665
2001-07-04,59.71,58.53142857142857,62.676
2001-07-05,70.52,58.94571428571429,62.697333333333326
2001-07-06,69.21,61.761428571428574,63.01133333333333
2001-07-07,60.2,62.32142857142857,62.82033333333333
2001-07-08,59.67,63.278571428571425,62.647000000000006
2001-07-09,61.33,63.18714285714286,62.605333333333334
2001-07-10,56.06,62.385714285714286,62.361666666666665
2001-07-11,51.2,61.17,62.02766666666666
2001-07-12,71.32,61.28428571428571,62.45366666666666
2001-07-13,64.61,60.62714285714286,62.529
2001-07-14,60.88,60.72428571428571,62.447333333333326
2001-07-15,60.01,60.77285714285714,62.26766666666666
2001-07-16,59.41,60.49857142857143,62.217333333333336
2001-07-17,62.42,61.40714285714286,62.25866666666666
2001-07-18,60.39,62.720000000000006,61.983666666666664
2001-07-19,62.24,61.42285714285715,61.900999999999996
2001-07-20,65.25,61.51428571428572,61.848333333333336
2001-07-21,66.0,62.24571428571429,61.97133333333333
2001-07-22,51.01,60.96,61.18666666666666
2001-07-23,70.86,62.59571428571428,61.23433333333334
2001-07-24,65.33,63.011428571428574,61.32233333333333
2001-07-25,60.13,62.97428571428571,61.23966666666666
2001-07-26,59.37,62.56428571428571,61.23466666666666
2001-07-27,72.56,63.60857142857144,61.656666666666666
2001-07-28,67.66,63.84571428571428,61.658
2001-07-29,62.91,65.54571428571428,62.105
2001-07-30,56.36,63.47428571428572,62.10766666666667
2001-07-31,69.05,64.00571428571428,62.64366666666667
2001-08-01,62.09,64.28571428571429,62.64766666666666
2001-08-02,62.58,64.74428571428571,62.678000000000004
2001-08-03,62.42,63.29571428571428,62.76833333333333
2001-08-04,55.12,61.50428571428572,62.255
2001-08-05,64.46,61.72571428571428,62.09666666666667
2001-08-06,63.55,62.752857142857145,62.208333333333336
2001-08-07,64.16,62.05428571428571,62.358
2001-08-08,59.9,61.74142857142857,62.31033333333333
2001-08-09,69.77,62.76857142857143,62.76733333333333
2001-08-10,71.09,64.00714285714285,63.43033333333334
2001-08-11,65.55,65.49714285714285,63.23800000000001
2001-08-12,64.99,65.57285714285715,63.25066666666667
2001-08-13,64.91,65.76714285714286,63.385
2001-08-14,65.21,65.91714285714286,63.55833333333333
2001-08-15,65.44,66.70857142857143,63.75933333333333
2001-08-16,72.93,67.16,64.10966666666667
2001-08-17,71.96,67.2842857142857,64.49533333333333
2001-08-18,71.24,68.09714285714286,64.79533333333333
2001-08-19,70.56,68.89285714285714,64.97233333333334
2001-08-20,63.63,68.71000000000001,64.89333333333333
2001-08-21,62.2,68.28,65.26633333333334
