Date,exports_usd,imports_usd,exports_usd_MA7,exports_usd_MA30,imports_usd_MA7,imports_usd_MA30
2000-03-12,1343150.68,1209589.04,1262818.0042857141,1235525.114,1142661.4457142858,1129931.5066666666
2000-03-13,1265753.42,1193835.62,1267123.2871428572,1233858.4473333333,1150391.3871428573,1129383.5616666668
2000-03-14,1320547.95,966438.36,1262524.4614285715,1238356.1643333333,1107729.94,1125388.1279999998
2000-03-15,1397260.27,1108219.18,1282191.7799999998,1247465.7533333334,1089138.9428571428,1121095.8906666667
2000-03-16,1317123.29,1054109.59,1301174.167142857,1254178.0823333333,1087573.3857142858,1117534.247
2000-03-17,1466438.36,1218493.15,1340606.652857143,1259771.6896666666,1106262.2314285715,1120136.9866666668
2000-03-18,1260273.97,1098630.14,1338649.7057142856,1264132.4203333333,1121330.7257142856,1119292.2380000001
2000-03-19,1184246.58,1066438.36,1315949.1199999999,1260410.9593333332,1100880.6285714286,1113675.7996666667
2000-03-20,1123972.6,1222602.74,1295694.7171428574,1254771.69,1104990.2171428571,1114269.4070000001
2000-03-21,1064383.56,1222602.74,1259099.8042857144,1252990.868,1141585.1285714286,1121712.3293333335
2000-03-22,983561.64,1115753.42,1200000.0,1246621.005,1142661.4485714287,1125913.2423333335
2000-03-23,1168493.15,1124657.53,1178767.1228571427,1247146.119,1152739.7257142856,1125547.9453333332
2000-03-24,1128082.19,996575.34,1130430.5271428572,1244063.927,1121037.1814285715,1122054.7946666668
2000-03-25,1086986.3,1178082.19,1105675.1457142856,1236278.5386666667,1132387.4742857143,1121073.0593333333
2000-03-26,1192465.75,1091095.89,1106849.3128571429,1230684.9313333335,1135909.9785714285,1117305.936
2000-03-27,1341780.82,835616.44,1137964.7728571428,1235958.904,1080626.2214285715,1106210.0456666665
2000-03-28,1447945.21,878082.19,1192759.2942857142,1236643.8356666667,1031408.9999999999,1095844.7486666667
2000-03-29,1245205.48,1152739.73,1230136.9857142859,1239634.7033333334,1036692.7585714285,1100684.9313333335
2000-03-30,1263013.7,1058219.18,1243639.9214285712,1241780.8220000002,1027201.5657142856,1101529.6803333333
2000-03-31,1369863.01,1177397.26,1278180.0385714285,1242214.6116666668,1053033.2685714285,1110616.4383333335
2000-04-01,1128082.19,1299315.07,1284050.8800000001,1231780.8216666665,1070352.2514285713,1116232.8766666665
2000-04-02,1060958.9,1319863.01,1265264.1871428571,1223424.657,1103033.2685714285,1123470.3193333333
2000-04-03,1139726.03,1004794.52,1236399.2171428571,1226438.3556666665,1127201.5657142857,1115821.9173333333
2000-04-04,1173287.67,1097945.21,1197162.4257142856,1232305.9356666666,1158610.5685714285,1116004.566
2000-04-05,1260273.97,1246575.34,1199315.0671428572,1233127.8533333333,1172015.6557142858,1119566.2096666666
2000-04-06,1295890.41,1116438.36,1204011.74,1231232.876,1180332.6814285715,1114611.872
2000-04-07,1302739.73,1158904.11,1194422.7,1232671.2323333332,1177690.802857143,1111963.4703333334
2000-04-08,1240410.96,1180136.99,1210469.667142857,1234543.3783333334,1160665.362857143,1115799.087
2000-04-09,1204109.59,1078767.12,1230919.7657142857,1234999.9993333335,1126223.092857143,1115502.2833333334
2000-04-10,1214383.56,1067808.22,1241585.1271428573,1233013.6979999999,1135225.05,1117990.868
2000-04-11,1240410.96,1126027.4,1251174.1685714286,1229589.0406666666,1139236.7914285713,1115205.48
2000-04-12,1252739.73,1048630.14,1250097.8485714286,1229155.251,1110958.9057142858,1110365.2973333332
2000-04-13,1297945.21,1025342.47,1250391.3914285714,1228401.8263333333,1097945.2071428571,1112328.7676666665
2000-04-14,1364383.56,1002054.79,1259197.652857143,1227305.936,1075538.1614285714,1108789.9546666667
2000-04-15,1218493.15,1114383.56,1256066.5371428572,1224018.2646666665,1066144.8142857144,1110799.087
2000-04-16,1150684.93,1028082.19,1248434.4428571428,1213493.1503333333,1058904.1099999999,1104452.0550000002
2000-04-17,1047260.27,953424.66,1224559.687142857,1206392.6936666667,1042563.6014285713,1099611.8723333334
2000-04-18,1212328.77,1041780.82,1220547.9457142858,1207328.7666666666,1030528.3757142856,1098789.9543333335
2000-04-19,1284246.58,939041.1,1225048.9242857143,1212671.2326666669,1014872.7985714285,1089337.8996666665
2000-04-20,1359589.04,1050684.93,1233855.1857142858,1222511.4153333334,1018493.1499999998,1083607.306
2000-04-21,1330136.99,1040410.96,1228962.8185714285,1234063.9270000001,1023972.6028571429,1081095.8906666667
2000-04-22,1288356.16,1137671.23,1238943.2485714287,1238059.3606666666,1027299.4128571429,1081529.6806666667
2000-04-23,1393835.62,1168493.15,1273679.0614285714,1246917.8083333333,1047358.1214285714,1087260.2743333334
2000-04-24,1341095.89,1239726.03,1315655.5785714288,1255388.1279999998,1088258.317142857,1089315.069
2000-04-25,1286301.37,1105479.45,1326223.092857143,1258515.982,1097358.1214285714,1089794.521
2000-04-26,1278767.12,1091780.82,1325440.312857143,1256415.5253333333,1119178.0814285714,1098333.3336666666
2000-04-27,1285616.44,1130821.92,1314872.7985714285,1251004.5663333333,1130626.222857143,1106757.9913333333
2000-04-28,1244520.55,1192465.75,1302641.8785714286,1250981.7353333335,1152348.3357142857,1108082.192
2000-04-29,1095890.41,1297260.27,1275146.7714285715,1245410.9589999998,1175146.77,1116050.2283333333
2000-04-30,1322602.74,1189726.03,1264970.6457142856,1243835.6166666667,1178180.0385714287,1116461.1873333333
2000-05-01,1221232.88,1169178.08,1247847.3585714286,1246940.6396666667,1168101.76,1112123.2876666666
2000-05-02,1300000.0,1141095.89,1249804.3057142857,1254908.6763333336,1173189.822857143,1106164.3836666667
2000-05-03,1310958.9,1082191.78,1254403.1314285714,1260616.4386666669,1171819.96,1108744.2923333333
2000-05-04,1167808.22,1072602.74,1237573.3857142855,1260433.7903333334,1163502.9342857143,1107899.5433333335
2000-05-05,1238356.16,1205479.45,1236692.7585714285,1259703.1966666665,1165362.0342857144,1106529.6803333333
2000-05-06,1204794.52,1183561.64,1252250.4885714285,1256666.667,1149119.372857143,1108767.1230000001
2000-05-07,1200000.0,1200684.93,1234735.8114285714,1253242.0093333335,1150684.93,1110159.817
2000-05-08,1261643.84,1067123.29,1240508.8057142857,1253949.7719999999,1136105.6742857143,1106392.6936666665
2000-05-09,1274657.53,1127397.26,1236888.4528571428,1256301.3699999999,1134148.7271428572,1108013.6983333332
2000-05-10,1251369.86,1145205.48,1228375.7328571428,1257534.2466666666,1143150.6842857143,1110593.6069999998
2000-05-11,1294520.55,1193150.68,1246477.4942857143,1259337.8996666668,1160371.8185714285,1112831.0496666667
2000-05-12,1277397.26,1176027.4,1252054.7942857144,1260159.8173333334,1156164.3828571427,1117077.625
2000-05-13,1221232.88,1108904.11,1254403.1314285714,1257602.7396666668,1145499.0214285713,1119863.013
2000-05-14,1349315.07,1128082.19,1275733.8557142857,1257100.4566666668,1135127.2014285715,1124063.9263333334
2000-05-15,1118493.15,1034931.51,1255283.7571428572,1253767.1233333335,1130528.3757142858,1121415.5246666668
2000-05-16,1191095.89,1068493.15,1243346.3800000001,1255114.1553333334,1122113.5028571428,1122762.5566666664
2000-05-17,1292465.75,1091095.89,1249217.2214285715,1263287.6713333332,1114383.5614285714,1127351.5976666666
2000-05-18,1302054.79,1098630.14,1250293.5414285713,1266278.5386666667,1100880.627142857,1129246.575
2000-05-19,1346575.34,1130136.99,1260176.1242857145,1268356.1639999999,1094324.8542857144,1135616.438
2000-05-20,1310958.9,1056164.38,1272994.127142857,1266735.1593333334,1086790.607142857,1135799.0863333333
2000-05-21,1272602.74,1107534.25,1262035.222857143,1264817.351,1083855.1871428571,1138036.5293333333
2000-05-22,1206164.38,1078082.19,1274559.684285714,1262077.625,1090019.5699999998,1136050.228
2000-05-23,1226712.33,1117123.29,1279647.7471428572,1256506.8486666668,1096966.7328571428,1134337.8993333331
2000-05-24,1243835.62,1126027.4,1272700.5857142857,1253264.839666667,1101956.9485714284,1130547.945
2000-05-25,1213013.7,1065753.42,1259980.43,1250821.9173333333,1097260.2742857144,1129223.744
2000-05-26,1368493.15,972602.74,1263111.5457142857,1253812.785,1074755.3814285714,1125251.1413333334
2000-05-27,1339041.1,1155479.45,1267123.2885714285,1255593.607,1088943.2485714285,1126073.0590000001
2000-05-28,1283561.64,1135616.44,1268688.8457142857,1256894.9766666666,1092954.99,1124178.082
2000-05-29,1253424.66,1106164.38,1275440.3142857144,1262146.1183333334,1096966.7314285715,1117808.2189999998
2000-05-30,1384931.51,1159589.04,1298043.0542857144,1264223.744,1103033.2671428572,1116803.6526666665
2000-05-31,1378082.19,1217808.22,1317221.1357142855,1269452.0543333332,1116144.8128571429,1118424.6573333333
2000-06-01,1123972.6,1045205.48,1304500.9785714285,1263584.4743333333,1113209.392857143,1115228.3103333332
2000-06-02,1230136.99,1099315.07,1284735.8128571429,1260890.4106666667,1131311.1542857143,1115799.0866666667
2000-06-03,1050684.93,1145205.48,1243542.0742857142,1256986.301,1129843.4442857143,1118219.1779999998
2000-06-04,1115753.42,1165068.49,1219569.4714285713,1252899.543,1134050.8800000001,1116872.146
2000-06-05,1219863.01,1106164.38,1214774.95,1253401.8260000001,1134050.8800000001,1114292.2373333334
2000-06-06,1228082.19,1150684.93,1192367.9042857143,1254337.899,1132778.8642857142,1112625.5706666666
2000-06-07,1150000.0,1069863.01,1159784.7342857143,1250616.4376666667,1111643.8342857142,1112716.8946666666
2000-06-08,1070547.95,1243835.62,1152152.6414285714,1243812.7850000001,1140019.5685714285,1116598.173333333
2000-06-09,1108904.11,1247260.27,1134833.6585714286,1239063.9266666668,1161154.597142857,1119999.9996666668
2000-06-10,1176712.33,1005479.45,1152837.572857143,1235136.986,1141193.7357142856,1113744.2920000001
2000-06-11,1206164.38,1036986.3,1165753.4242857143,1232762.5566666669,1122896.28,1109109.5886666668
2000-06-12,1171917.81,1164383.56,1158904.1099999999,1231118.721,1131213.3057142857,1110958.9036666667
2000-06-13,1218493.15,1119178.08,1157534.2471428572,1226757.9903333331,1126712.3271428572,1110662.1
2000-06-14,1160273.97,1036986.3,1159001.9571428571,1228150.6843333333,1122015.6542857143,1110730.5929999999
2000-06-15,1203424.66,1123972.6,1177984.3442857142,1228561.6433333333,1104892.3657142858,1112579.908
2000-06-16,1373972.6,1105479.45,1215851.2714285715,1231278.5383333333,1084637.9628571428,1113059.36
2000-06-17,1243835.62,1076027.4,1225440.3128571429,1229337.8993333331,1094716.2414285715,1112305.9353333334
2000-06-18,1248630.14,1165753.42,1231506.8499999999,1226073.0593333333,1113111.5442857144,1113493.1496666665
2000-06-19,1356849.32,1111643.84,1257925.6371428573,1227602.7399999998,1105577.2985714285,1115342.465
2000-06-20,1389726.03,1250684.93,1282387.4771428572,1231506.8496666667,1124363.9914285713,1120114.1543333335
2000-06-21,1219178.08,1052739.73,1290802.3499999999,1231940.6396666665,1126614.4814285715,1119269.4056666668
2000-06-22,1243150.68,1012328.77,1296477.4957142859,1232488.5846666666,1110665.3628571427,1115776.255
2000-06-23,1126712.33,1041095.89,1261154.6,1228584.475,1101467.7114285715,1112945.2046666667
2000-06-24,1260958.9,1115068.49,1263600.7828571429,1230182.6483333334,1107045.01,1114589.0403333332
2000-06-25,1231506.85,1015068.49,1261154.5985714286,1225616.4383333335,1085518.5914285714,1116004.5653333333
2000-06-26,1029452.05,1136301.37,1214383.56,1215296.8033333335,1089041.0957142857,1115365.296
2000-06-27,1211643.84,1137671.23,1188943.2471428572,1212899.5433333332,1072896.2814285716,1115433.7889999999
2000-06-28,1181506.85,1232876.71,1183561.642857143,1210502.2829999998,1098630.1357142858,1119657.5333333334
2000-06-29,1171917.81,997260.27,1173385.5185714287,1203401.8263333333,1096477.4928571428,1114246.5743333334
2000-06-30,1234246.58,1095205.48,1188747.5542857144,1198607.306,1104207.4342857143,1110159.8163333333
2000-07-01,1345890.41,1218493.15,1200880.6271428573,1206004.5663333335,1118982.3857142858,1115936.072
2000-07-02,1425342.47,1050684.93,1228571.43,1212511.4156666666,1124070.4485714287,1114315.0673333334
2000-07-03,1444520.55,1102739.73,1287866.93,1225639.2696666666,1119275.9285714286,1112899.5423333335
2000-07-04,1323287.67,1234931.51,1303816.0485714285,1232557.0780000002,1133170.2542857141,1115228.3096666667
2000-07-05,1354109.59,1202054.79,1328473.582857143,1237031.9640000002,1128767.1228571427,1118424.6566666667
2000-07-06,1261643.84,1039726.03,1341291.587142857,1238150.6856666666,1134833.66,1114726.0266666666
2000-07-07,1322602.74,913013.7,1353913.8957142856,1243904.1103333335,1108806.2628571428,1109497.7163333332
2000-07-08,1323287.67,1099315.07,1350684.9328571428,1252328.7676666668,1091780.822857143,1104680.3646666666
2000-07-09,1219178.08,1084931.51,1321232.8771428573,1256004.5666666667,1096673.1914285715,1099269.406
2000-07-10,1258219.18,1141095.89,1294618.3957142856,1258721.4616666667,1102152.642857143,1103789.954
2000-07-11,1347945.21,1097945.21,1298140.9014285714,1263447.4893333332,1082583.1714285715,1105821.9176666667
2000-07-12,1258219.18,1017808.22,1284442.2714285715,1266324.201666667,1056262.2328571428,1100936.073
2000-07-13,1144520.55,1060958.9,1267710.3728571427,1263858.4483333335,1059295.5,1098995.4336666665
2000-07-14,1120547.95,1065753.42,1238845.402857143,1262534.2476666667,1081115.46,1099954.3376666666
2000-07-15,1291095.89,1141780.82,1234246.577142857,1265456.6220000002,1087181.9957142859,1100547.9449999998
2000-07-16,1338356.16,1156164.38,1251272.017142857,1264269.4073333333,1097358.1199999999,1102237.4426666668
2000-07-17,1386301.37,1147260.27,1269569.472857143,1269018.2656666667,1098238.7457142856,1104611.8716666668
2000-07-18,1356849.32,1077397.26,1270841.4885714285,1272625.5716666665,1095303.3242857142,1101666.6663333334
2000-07-19,1255479.45,1071917.81,1270450.0985714286,1269246.5760000001,1103033.2657142857,1100342.4653333335
2000-07-20,1363698.63,1211643.84,1301761.2528571428,1268378.996,1124559.6857142856,1099041.0956666667
2000-07-21,1203424.66,1128767.12,1313600.7828571429,1267853.882,1133561.642857143,1101575.342
2000-07-22,1206849.32,1065068.49,1301565.5585714285,1266643.8366666667,1122602.7385714285,1103333.3326666667
2000-07-23,1223972.6,1129452.05,1285225.05,1269885.8456666665,1118786.6914285715,1106278.538
2000-07-24,1303424.66,1123287.67,1273385.52,1271301.3709999998,1115362.0342857144,1106552.5106666668
2000-07-25,1173972.6,1121917.81,1247260.2742857144,1269383.5626666665,1121722.112857143,1110114.1546666666
2000-07-26,1258904.11,1080136.99,1247749.5114285715,1277031.9646666667,1122896.2814285713,1108242.0086666667
2000-07-27,1277397.26,1200684.93,1235420.7442857143,1279223.7453333335,1121330.722857143,1110342.4653333335
2000-07-28,1116438.36,1009589.04,1222994.1300000001,1277054.795666667,1104305.2828571429,1102899.543
2000-07-29,1015753.42,1076712.33,1195694.7157142856,1271849.3159999999,1105968.6885714286,1105547.945
2000-07-30,1241780.82,1104794.52,1198238.7471428572,1272100.4573333333,1102446.1842857143,1105867.5796666667
2000-07-31,1254109.59,1221232.88,1191193.7371428572,1269041.0966666667,1116438.357142857,1105958.9039999999
2000-08-01,1471232.88,1074657.53,1233659.4914285715,1270570.777,1109686.8885714286,1106757.9906666665
2000-08-02,1323287.67,1114383.56,1242857.142857143,1266529.681,1114579.2557142857,1107146.1183333334
2000-08-03,1078082.19,1176712.33,1214383.5614285714,1258356.165,1111154.5985714286,1105205.479
2000-08-04,1141780.82,1209589.04,1218003.912857143,1251278.5393333333,1139726.0271428572,1105456.6206666667
2000-08-05,1162328.77,951369.86,1238943.2485714287,1247968.037,1121819.96,1102511.415
2000-08-06,1158904.11,964383.56,1227103.7185714284,1242511.416,1101761.2514285713,1104223.7436666668
2000-08-07,1134246.58,1093835.62,1209980.4314285715,1236210.046333333,1083561.642857143,1104041.0953333334
2000-08-08,1180821.92,1086986.3,1168493.1514285714,1234931.5076666665,1085322.8957142858,1104109.5883333334
2000-08-09,1293150.68,1069863.01,1164187.8671428573,1236095.8909999998,1078962.8171428572,1101735.159
2000-08-10,1110273.97,1021232.88,1168786.6928571428,1228173.5163333332,1056751.4671428571,1099178.0813333334
2000-08-11,1256164.38,962328.77,1185127.2014285713,1228105.0229999998,1021428.5714285716,1097328.7663333332
2000-08-12,1337671.23,1004109.59,1210176.1242857142,1234543.379,1028962.8185714287,1095433.7893333333
2000-08-13,1247945.21,1130136.99,1222896.2814285713,1238789.954333333,1052641.8800000001,1097579.9083333334
2000-08-14,1139041.1,1081506.85,1223581.2128571428,1233721.4613333333,1050880.627142857,1095570.776
2000-08-15,1172602.74,1175342.47,1222407.0442857142,1228196.3473333335,1063502.9371428571,1096210.0456666667
2000-08-16,1408904.11,1173287.67,1238943.2485714287,1228949.772,1078277.8885714286,1097077.6256666665
2000-08-17,1378767.12,1191780.82,1277299.412857143,1229680.3653333334,1102641.8800000001,1100890.411
2000-08-18,1224657.53,1145890.41,1272798.4342857145,1228652.9679999999,1128864.9714285715,1103356.1643333333
2000-08-19,1417808.22,1073287.67,1284246.5757142857,1230456.6209999998,1138747.5542857142,1098744.292
2000-08-20,1291095.89,1068493.15,1290410.9585714287,1233378.9953333333,1129941.2914285713,1096735.1596666668
2000-08-21,1230136.99,1089726.03,1303424.657142857,1234155.251,1131115.46,1097557.0776666666
2000-08-22,1286301.37,1139041.1,1319667.3185714285,1236232.8766666665,1125929.55,1097876.7126666666
2000-08-23,1241095.89,1045205.48,1295694.7157142856,1234155.251,1107632.0942857142,1095273.973
2000-08-24,1167123.29,1040410.96,1265459.8828571427,1233926.9406666667,1086007.8285714285,1092557.078
2000-08-25,1165753.42,1002054.79,1257045.01,1230821.9176666667,1065459.8828571427,1089954.338
2000-08-26,1165753.42,1108904.11,1221037.1814285715,1227100.4563333332,1070547.9457142858,1086894.9773333333
2000-08-27,1278767.12,1132876.71,1219275.9285714286,1232511.4149999998,1079745.5971428573,1091004.5663333335
2000-08-28,1334931.51,1074657.53,1234246.5742857142,1243150.684666667,1077592.9542857143,1090936.073
2000-08-29,1298630.14,840410.96,1236007.827142857,1245045.662,1034931.5057142859,1082123.2876666666
2000-08-30,1239041.1,889726.03,1235714.2857142857,1244543.379,1012720.1557142857,1071073.0593333333
2000-08-31,1221232.88,1141095.89,1243444.2271428572,1236210.0456666665,1027103.717142857,1073287.6713333332
2000-09-01,1213698.63,1069863.01,1250293.5428571429,1232557.0776666666,1036790.6057142857,1071803.653
2000-09-02,1232876.71,941095.89,1259882.5842857142,1237716.8949999998,1012818.0028571428,1063949.7716666667
2000-09-03,1123287.67,1013698.63,1237671.2342857143,1237100.4566666665,995792.5628571428,1057420.0913333334
2000-09-04,1289726.03,971917.81,1231213.3085714285,1241347.0320000001,981115.4600000001,1058105.023
2000-09-05,1266438.36,1039041.1,1226614.4828571428,1244931.507,1009491.1942857142,1060593.6076666666
2000-09-06,1142465.75,923287.67,1212818.0042857141,1245205.4793333334,1014285.7142857143,1054908.676
2000-09-07,1215068.49,1077397.26,1211937.3771428573,1246347.0316666667,1005185.9099999999,1054589.0413333334
2000-09-08,1283561.64,935616.44,1221917.8071428572,1246027.397,986007.8285714285,1050114.1556666666
2000-09-09,1205479.45,1192465.75,1218003.912857143,1249200.913,1021917.8085714286,1055821.918
2000-09-10,1260958.9,1207534.25,1237671.2314285713,1249360.7303333331,1049608.6114285714,1063995.434
2000-09-11,1246575.34,1067808.22,1231506.847142857,1246324.2006666667,1063307.2414285713,1066118.7216666667
2000-09-12,1206164.38,1067123.29,1222896.2785714285,1244931.5063333334,1067318.9828571428,1064018.265
2000-09-13,1519863.01,1115753.42,1276810.172857143,1257625.57,1094814.09,1065159.8173333334
2000-09-14,1328082.19,1036986.3,1292954.9871428572,1262808.2183333333,1089041.0957142857,1060547.9449999998
2000-09-15,1243150.68,1013698.63,1287181.9928571428,1257283.1039999998,1100195.6942857143,1055228.3103333332
2000-09-16,1390410.96,1120547.95,1313600.78,1257671.232,1089921.722857143,1052853.8813333334
2000-09-17,1350000.0,1069863.01,1326320.937142857,1261849.3143333334,1070254.402857143,1050319.6346666666
2000-09-18,1220547.95,1291780.82,1322602.7385714285,1255273.972,1102250.4885714285,1057602.7396666666
2000-09-19,1309589.04,1293835.62,1337377.69,1255890.4103333333,1134637.9642857143,1065114.1553333334
2000-09-20,1189041.1,1123972.6,1290117.417142857,1254520.5473333334,1135812.132857143,1066255.7076666667
2000-09-21,1235616.44,1264383.56,1276908.0242857144,1252831.0496666667,1168297.4557142858,1070433.7896666666
2000-09-22,1291095.89,1288356.16,1283757.3399999999,1254497.7163333334,1207534.2457142859,1078538.8123333333
2000-09-23,1269863.01,1313698.63,1266536.2042857143,1257922.3736666667,1235127.2,1087648.4013333332
2000-09-24,1200684.93,1129452.05,1245205.48,1259086.7573333334,1243639.92,1091894.9766666668
2000-09-25,1267123.29,1054109.59,1251859.0999999999,1262465.7529999998,1209686.887142857,1090068.4926666666
2000-09-26,1365068.49,1139041.1,1259784.7357142859,1265342.4653333335,1187573.3842857142,1090273.9723333335
2000-09-27,1145205.48,1210273.97,1253522.5042857141,1259018.2643333331,1199902.1514285714,1094794.5203333334
2000-09-28,1188356.16,1117123.29,1246771.0357142857,1255342.465,1178864.97,1104018.2646666667
2000-09-29,1269178.08,1064383.56,1243639.92,1256347.031,1146868.8842857142,1109840.1823333332
2000-09-30,1268493.15,1086986.3,1243444.2257142856,1257922.3733333333,1114481.4085714286,1108036.5293333333
2000-10-01,1244520.55,1095205.48,1249706.4571428574,1258949.7706666666,1109589.0414285716,1108881.2783333333
2000-10-02,1172602.74,954109.59,1236203.5214285713,1256940.6383333334,1095303.3271428572,1109315.0683333334
2000-10-03,1265753.42,1141095.89,1222015.6542857143,1261689.4966666666,1095596.8685714286,1113561.6436666667
2000-10-04,1115753.42,1067808.22,1217808.2171428571,1255890.4096666665,1075244.6185714283,1116757.9906666665
2000-10-05,1156849.32,1150684.93,1213307.24,1252237.4416666667,1080039.1385714284,1120479.4516666667
2000-10-06,1264383.56,1067123.29,1212622.3085714285,1256301.3686666668,1080430.5285714285,1125273.9723333335
2000-10-07,1295205.48,1056849.32,1216438.3557142857,1258972.6016666666,1076125.2457142856,1124589.041
2000-10-08,1315068.49,1208904.11,1226516.6328571427,1260022.8299999998,1092367.907142857,1133698.63
2000-10-09,1172602.74,1273972.6,1226516.6328571427,1258926.9396666668,1138062.6228571427,1136415.525
2000-10-10,1002739.73,1360273.97,1188943.2485714287,1250319.634,1169373.7771428572,1141506.849
