Date,exports_usd,imports_usd,exports_usd_MA30,imports_usd_MA30
2000-03-26,1074786.32,1106125.36,1097032.2883333333,995821.462
2000-03-27,1198717.95,1040598.29,1100925.9256666666,996486.2293333334
2000-03-28,1097578.35,883190.88,1096984.805,989672.364
2000-03-29,1121082.62,814102.56,1096391.2626666666,982407.4066666667
2000-03-30,1128917.38,1063390.31,1097245.9636666668,986063.6270000001
2000-03-31,1088319.09,920227.92,1095750.2373333334,980674.2633333334
2000-04-01,1137464.39,975783.48,1100546.059,983784.425
2000-04-02,1175925.93,995726.5,1099857.55,983998.1003333332
2000-04-03,1095441.6,841880.34,1091975.309,979487.1789999999
2000-04-04,1119658.12,764245.01,1091880.3423333333,974287.7486666667
2000-04-05,1136752.14,1035612.54,1090408.3576666666,982003.7983333333
2000-04-06,1219373.22,952991.45,1089031.3396666667,981742.6396666666
2000-04-07,1212962.96,1114672.36,1090408.3576666666,982953.4656666667
2000-04-08,891737.89,1118233.62,1083119.6586666666,984615.384
2000-04-09,868945.87,964387.46,1083143.4003333333,982977.2073333333
2000-04-10,1063390.31,732905.98,1085897.4363333334,980460.588
2000-04-11,1079059.83,1115384.62,1087393.163,987488.1286666668
2000-04-12,1009971.51,1096153.85,1089173.7896666666,990716.9986666667
2000-04-13,1112535.61,947293.45,1096391.2633333334,987203.2286666668
2000-04-14,1199430.2,909544.16,1098314.3403333335,985375.1186666668
2000-04-15,1129629.63,1024216.52,1101614.4353333332,984995.2513333334
2000-04-16,1182336.18,1076923.08,1105508.0723333333,988770.1803333333
2000-04-17,1019943.02,894586.89,1107716.0496666667,984377.9673333333
2000-04-18,1096509.97,1096153.85,1109081.1966666668,989197.5306666667
2000-04-19,1173076.92,1072649.57,1108582.621,991547.9580000001
2000-04-20,1261396.01,1078347.58,1113141.0256666667,994468.1860000001
2000-04-21,1135327.64,1025641.03,1116749.7626666666,995370.3703333334
2000-04-22,1079772.08,1020655.27,1114280.6269999999,995916.4293333334
2000-04-23,1057692.31,911680.91,1112001.4246666667,990289.6486666667
2000-04-24,1105413.11,752849.0,1109104.9386666666,978205.128
2000-04-25,989316.24,750000.0,1106255.936,966334.2826666667
2000-04-26,960113.96,970797.72,1098302.4696666666,964007.597
2000-04-27,1201566.95,1004985.75,1101768.7563333334,968067.4260000001
2000-04-28,1113247.86,863960.11,1101507.5976666666,969729.3443333333
2000-04-29,1016381.77,697293.45,1097756.4106666667,957526.1156666667
2000-04-30,1088319.09,818376.07,1097756.4106666665,954131.0539999999
2000-05-01,1083333.33,917378.92,1095952.0420000001,952184.2353333334
2000-05-02,1222222.22,962250.71,1097495.2516666667,951068.3756666668
2000-05-03,1236467.24,923789.17,1102196.1063333333,953798.67
2000-05-04,1121082.62,962250.71,1102243.5896666667,960398.86
2000-05-05,1146011.4,945156.7,1102552.2316666667,957383.6653333333
2000-05-06,1245014.25,1065527.07,1103406.9326666666,961134.8526666667
2000-05-07,1293447.29,1087606.84,1106089.7436666666,960232.6686666666
2000-05-08,1050569.8,973646.72,1111384.1406666667,955413.1053333335
2000-05-09,1021367.52,870370.37,1116464.8623333334,952279.2023333333
2000-05-10,1096153.85,811965.81,1117556.9803333334,954914.53
2000-05-11,1022079.77,945868.95,1115657.645,949264.0076666666
2000-05-12,943732.19,998575.5,1113449.6676666667,946011.3960000001
2000-05-13,911680.91,806267.81,1106754.511,941310.5413333332
2000-05-14,1086894.59,731481.48,1103003.324,935375.1186666667
2000-05-15,1205840.46,1098290.6,1105543.685,937844.2546666667
2000-05-16,1138176.64,1022079.77,1104071.7003333333,936016.1443333334
2000-05-17,1200854.7,896723.65,1110102.0896666667,936087.3696666666
2000-05-18,948717.95,886752.14,1105175.689,929107.3126666666
2000-05-19,1044159.54,860398.86,1100878.4430000002,922032.289
2000-05-20,1007834.76,973646.72,1092426.4013333332,918542.2603333333
2000-05-21,1021367.52,1176638.18,1088627.7306666665,923575.4986666667
2000-05-22,1109686.61,1048433.05,1089624.8816666666,924501.4246666667
2000-05-23,1111111.11,960826.21,1091405.5083333335,926139.6013333333
2000-05-24,1222934.47,1115384.62,1095322.8869999999,938224.122
2000-05-25,1120370.37,990028.49,1099691.358,946225.0716666667
2000-05-26,1179487.18,858974.36,1107003.7986666667,942497.6263333333
2000-05-27,1199430.2,1019230.77,1106932.5736666666,942972.4603333335
2000-05-28,1229344.73,987891.74,1110802.4693333334,947103.5146666667
2000-05-29,1099715.1,999287.75,1113580.247,957169.9913333334
2000-05-30,1208689.46,974358.97,1117592.5926666667,962369.4213333334
2000-05-31,1273504.27,1094729.34,1123931.624,968281.102
2000-06-01,1289173.79,1037037.04,1126163.3429999999,970773.9796666667
2000-06-02,1086894.59,951566.95,1121177.588,971699.9056666667
2000-06-03,1253561.25,1023504.27,1125593.5423333335,973741.691
2000-06-04,1287037.04,953703.7,1130294.3969999999,974026.591
2000-06-05,805555.56,865384.62,1115645.774,967355.1760000001
2000-06-06,1108262.11,982193.73,1109472.9346666667,963841.4056666667
2000-06-07,1126780.63,928062.68,1112013.2956666667,962321.9376666668
2000-06-08,1119658.12,958689.46,1115289.649,965265.9073333334
2000-06-09,1115384.62,793447.29,1115930.6746666667,964648.6233333333
2000-06-10,989316.24,933760.68,1114838.557,964245.0143333334
2000-06-11,1158119.66,943732.19,1121984.806,962416.904
2000-06-12,1198005.7,854700.85,1131528.9656666666,964031.3386666666
2000-06-13,1150284.9,966524.22,1133641.976,971866.0966666666
2000-06-14,1012820.51,960826.21,1127207.9776666665,967283.9503333332
2000-06-15,1044871.79,835470.09,1124097.8159999999,961063.6276666666
2000-06-16,1103988.6,940170.94,1120868.946,962511.8706666667
2000-06-17,1116096.87,913817.66,1126448.2433333334,963414.0546666667
2000-06-18,1117877.495,1104700.85,1128905.5085,971557.4543333333
2000-06-19,1119658.12,1004273.5,1132632.9538333334,972578.347
2000-06-20,1188746.44,1048433.05,1138212.2511666669,968304.8426666666
2000-06-21,1202991.45,1033475.78,1141322.4125,967806.2670000001
2000-06-22,950142.45,966524.22,1135956.7905,967996.2006666666
2000-06-23,1181623.93,965099.72,1134579.7725,962986.704
2000-06-24,884615.38,949430.2,1126721.2728333334,961633.4276666667
2000-06-25,1064102.56,962962.96,1122875.1188333333,965099.7143333333
2000-06-26,1191595.44,920940.17,1122613.9601666667,961823.3609999999
2000-06-27,1056267.81,925213.68,1116844.7295,959734.0923333333
2000-06-28,947293.45,913817.66,1111764.0078333335,956885.0893333333
2000-06-29,1048433.05,992165.24,1106422.1275000002,957478.6316666667
2000-06-30,1085470.09,948005.7,1100154.3215,952587.8436666668
2000-07-01,1043447.29,1082621.08,1091963.4381666665,954107.3116666666
2000-07-02,1102564.1,1044871.79,1092485.7551666666,957217.4729999999
2000-07-03,1267094.02,883903.13,1092936.8475,952564.1016666667
2000-07-04,1241452.99,990740.74,1091417.3791666667,953798.6696666667
2000-07-05,1066951.57,732905.98,1100130.5795,949382.715
2000-07-06,1150284.9,749287.75,1101531.3391666666,941619.1823333333
2000-07-07,1146011.4,912393.16,1102172.3648333333,941096.865
2000-07-08,1033475.78,1084757.83,1099299.6201666666,945299.144
2000-07-09,1061253.56,923076.92,1097495.2515,949620.1316666666
2000-07-10,1032051.28,896011.4,1098919.7528333333,948361.8223333334
2000-07-11,1004273.5,965811.97,1093791.5474999999,949097.815
2000-07-12,1000712.25,960113.96,1087215.0991666666,952611.5853333335
2000-07-13,1114672.36,958689.46,1086028.0145,952350.4266666666
2000-07-14,1103988.6,1013532.76,1089066.9508333332,954107.3116666668
2000-07-15,1108974.36,1060541.31,1091203.7031666667,961609.6856666667
2000-07-16,1094017.09,1054131.05,1090871.3195,965408.356
2000-07-17,1241452.99,1009259.26,1095049.8568333334,968589.7426666667
2000-07-18,1316239.32,1128205.13,1101661.9176666667,969373.2186666668
2000-07-19,1251424.5,1210826.21,1106054.1303333333,976258.3090000001
2000-07-20,1130341.88,1076923.08,1104107.3116666668,977207.9766666667
2000-07-21,1117521.37,1022792.02,1101258.309,976851.8513333333
2000-07-22,1145299.15,941595.44,1107763.5323333333,976020.8920000001
2000-07-23,1149572.65,977207.98,1106695.1563333333,976424.5006666667
2000-07-24,1138888.89,959401.71,1115170.94,976756.8843333333
2000-07-25,824786.32,877492.88,1107193.732,973907.8816666666
2000-07-26,1111111.11,1002849.0,1104510.921,976638.1760000001
2000-07-27,1193732.19,1069088.32,1109093.067,981433.9973333334
2000-07-28,1097578.35,1009971.51,1114102.5636666666,984639.1256666667
2000-07-29,1018518.52,797008.55,1113105.4126666666,978133.9026666667
2000-07-30,1061253.56,1042735.04,1112298.1949999998,981291.5473333333
2000-07-31,1075498.58,967236.47,1113366.5713333334,977445.3936666667
2000-08-01,1126068.38,916666.67,1114150.0473333334,973171.8896666667
2000-08-02,1272792.02,824074.07,1114339.9806666665,971177.5876666666
2000-08-03,938746.44,755698.01,1104249.7623333333,963342.8300000001
2000-08-04,1134615.38,807692.31,1106505.2226666666,965835.7076666667
2000-08-05,1039173.79,725071.23,1102801.519,965028.4903333334
2000-08-06,1081196.58,980769.23,1100641.025,967307.6926666667
2000-08-07,1101851.85,990740.74,1102920.2273333333,964173.7896666665
2000-08-08,936609.69,867521.37,1098765.4316666666,962321.938
2000-08-09,985754.99,948005.7,1097222.222,964055.0813333334
2000-08-10,1033475.78,959401.71,1098195.6313333334,963841.406
2000-08-11,1005698.01,872507.12,1098361.8233333335,960921.178
2000-08-12,1012820.51,784900.28,1094966.7616666665,955128.2053333333
2000-08-13,1076923.08,843304.84,1094064.5776666668,949453.9413333333
2000-08-14,1116096.87,858974.36,1094301.9946666667,942735.043
2000-08-15,1215099.72,1137464.39,1098338.0823333333,945512.821
2000-08-16,960826.21,1065527.07,1088983.8563333333,947388.4146666665
2000-08-17,1009259.26,1131054.13,1078751.1876666667,947483.3813333332
2000-08-18,1034188.03,1006410.26,1071509.972,940669.5163333333
2000-08-19,1084045.58,898148.15,1069966.7619999999,934710.352
2000-08-20,1242165.24,997863.25,1074121.5576666666,933879.3929999999
2000-08-21,1150284.9,980056.98,1074287.7493333335,935161.4443333333
2000-08-22,1006410.26,848290.6,1069515.6696666668,930864.1983333334
2000-08-23,1201566.95,876068.38,1071604.9383333335,928086.4206666667
2000-08-24,1180199.43,1024216.52,1083452.0420000001,932977.2086666666
2000-08-25,1134615.38,1036324.79,1084235.5176666665,934093.0683333334
2000-08-26,1199430.2,915954.42,1084425.4513333333,928988.605
2000-08-27,1305555.56,1053418.8,1091358.025,930436.848
2000-08-28,1231481.48,982905.98,1098456.7903333334,936633.429
2000-08-29,1357549.86,1029914.53,1108333.3336666666,936206.0786666666
2000-08-30,1049145.3,926638.18,1107454.891,934852.8023333333
2000-08-31,1078347.58,830484.33,1105864.1976666667,931980.0576666667
2000-09-01,1274928.77,843304.84,1105935.4226666666,932621.0833333334
2000-09-02,1122507.12,915242.17,1112060.7786666667,937939.222
2000-09-03,1037037.04,994301.99,1108808.1673333333,944159.5446666667
2000-09-04,1141025.64,939458.69,1112203.229,951305.7933333333
2000-09-05,1056267.81,1149572.65,1111372.27,956932.5739999999
2000-09-06,1188034.19,1045584.05,1114245.0146666667,958760.6843333334
2000-09-07,1275641.03,929487.18,1125546.0593333333,960826.2113333333
2000-09-08,1250000.0,975071.23,1134354.2263333334,961728.3956666667
2000-09-09,1319088.32,885327.64,1143874.6443333332,959259.26
2000-09-10,1172364.67,858974.36,1149430.1996666668,958808.168
2000-09-11,1116096.87,1106125.36,1152872.745,969515.6706666667
2000-09-12,1120370.37,1026353.28,1154320.9880000001,975617.2853333334
2000-09-13,1066951.57,850427.35,1152682.8113333334,975332.385
2000-09-14,1069088.32,902421.65,1147815.7646666665,967497.6270000001
2000-09-15,1016381.77,809116.81,1149667.6166666667,958950.6183333334
2000-09-16,1163817.66,834757.83,1154819.5633333332,949074.0750000001
2000-09-17,1132478.63,953703.7,1158095.9166666667,947317.1896666667
2000-09-18,1012820.51,908831.91,1155721.7476666667,947673.3150000001
2000-09-19,1153133.9,970085.47,1152754.0363333332,946747.3890000001
2000-09-20,1160968.66,980769.23,1153110.1616666666,946771.1306666668
2000-09-21,1301282.05,874643.87,1162939.2213333333,947649.5730000001
2000-09-22,1158119.66,834757.83,1161490.9783333333,946272.5546666667
2000-09-23,1115384.62,965811.97,1159330.4846666667,944325.7363333333
2000-09-24,1129629.63,963675.21,1159164.293,941904.0836666666
2000-09-25,1051994.3,919515.67,1154249.763,942022.792
2000-09-26,1074074.07,922364.67,1146533.7133333334,937654.321
2000-09-27,818376.07,937321.94,1132763.533,936134.853
2000-09-28,842592.59,931623.93,1115598.2906666666,932858.4996666667
2000-09-29,1068376.07,997151.0,1116239.3163333333,935208.9269999999
2000-09-30,1110398.86,1086182.34,1117307.6923333334,943732.194
2000-10-01,1019230.77,902421.65,1108784.4256666666,945702.7543333333
2000-10-02,1256410.26,1189458.69,1113247.8636666667,954843.3049999999
2000-10-03,1141737.89,880341.88,1116737.892,951044.6346666666
2000-10-04,1180911.68,808404.56,1118067.4266666668,946676.1636666667
2000-10-05,1084045.58,1028490.03,1118993.3523333333,942640.0763333333
2000-10-06,1119658.12,1000000.0,1116714.15,941120.6079999999
2000-10-07,1141025.64,950142.45,1112226.9703333334,941809.1170000001
2000-10-08,959401.71,950854.7,1102540.3606666666,941001.8993333334
2000-10-09,999287.75,811965.81,1091880.3416666666,938556.505
2000-10-10,905270.66,833333.33,1082977.208,937701.804
2000-10-11,983618.23,878917.38,1078561.2533333334,930128.2046666667
2000-10-12,1049145.3,1131054.13,1076187.0843333332,933618.2329999999
2000-10-13,1109686.6099999999,1122507.12,1077611.5856666667,942687.5586666667
2000-10-14,1170227.92,1053418.8,1080982.9056666666,947720.797
2000-10-15,1195156.7,1070512.82,1086942.0699999998,956433.9973333334
2000-10-16,1156695.16,1066239.32,1086704.6533333333,964150.047
2000-10-17,969373.22,1091880.34,1081267.8063333333,968755.935
2000-10-18,943019.94,1010683.76,1078941.1206666667,972150.9966666666
2000-10-19,1165242.17,906695.16,1079344.7296666666,970037.9863333333
2000-10-20,1368945.87,856837.61,1086277.3033333332,965906.9323333333
2000-10-21,1245726.5,849002.85,1084425.4516666667,965052.2316666667
2000-10-22,1094729.34,880341.88,1082312.441,966571.7
2000-10-23,1068376.07,896011.4,1080745.4893333332,964245.0143333335
2000-10-24,1088319.09,950854.7,1079368.4713333333,963817.6640000001
2000-10-25,955128.21,896011.4,1076139.6016666668,963034.1883333332
2000-10-26,1037749.29,861823.36,1074928.7756666667,961016.1446666666
2000-10-27,1229344.73,1056267.81,1088627.731,964981.007
2000-10-28,1057692.31,977920.23,1095797.7216666667,966524.2170000001
2000-10-29,1037037.04,780626.78,1094753.0873333334,959306.743
2000-10-30,1113960.11,1009971.51,1094871.7956666667,956766.382
2000-10-31,1231481.48,952279.2,1101946.8193333333,958428.3003333334
2000-11-01,1061965.81,945868.95,1095465.3376666666,950308.6423333333
2000-11-02,1109686.61,872507.12,1094396.9616666667,950047.4836666667
2000-11-03,1272792.02,967236.47,1097459.6396666667,955341.8806666665
2000-11-04,1181623.93,923076.92,1100712.2513333333,951828.1103333334
2000-11-05,1138888.89,1013532.76,1101353.277,952279.2023333333
2000-11-06,1126780.63,949430.2,1100878.4433333334,952255.4606666666
2000-11-07,1309116.81,909544.16,1112535.6133333333,950878.4426666667
2000-11-08,1136752.14,1017806.27,1117117.7596666666,957739.7913333334
2000-11-09,923789.17,1029914.53,1117735.0433333332,964292.4979999999
2000-11-10,966524.22,1019230.77,1117165.243,968969.6109999999
2000-11-11,1079772.08,1119658.12,1118186.1356666668,968589.7440000001
2000-11-12,1012108.26,940883.19,1114933.524,962535.613
2000-11-13,1079059.83,868233.62,1111894.5876666666,956362.7736666667
2000-11-14,1144586.89,946581.2,1110208.9273333333,952231.7196666667
2000-11-15,1163817.66,977207.98,1110446.344,949264.0083333333
2000-11-16,1155270.66,903133.9,1116642.9253333334,942972.4603333332
2000-11-17,1106837.61,860398.86,1122103.5143333334,937962.9636666666
2000-11-18,1356125.36,875356.13,1128466.2873333332,936918.3293333334
2000-11-19,1095441.6,980769.23,1119349.4783333333,941049.3833333333
2000-11-20,1041310.54,885327.64,1112535.6130000001,942260.2096666667
2000-11-21,1460826.21,1065527.07,1124738.8420000002,948433.0493333334
2000-11-22,1024216.52,910968.66,1123266.857,948931.6246666666
2000-11-23,939458.69,957977.21,1118304.8436666667,949169.0416666666
2000-11-24,1115384.62,976495.73,1123646.724,951851.8526666667
2000-11-25,1128917.38,986467.24,1126685.6603333333,956006.6486666667
2000-11-26,1084045.58,1018518.52,1121842.3553333334,954748.3389999999
2000-11-27,1460826.21,1012820.51,1135280.152,955911.6816666666
2000-11-28,1460826.21,755698.01,1149406.4576666665,955080.7226666666
2000-11-29,1460826.21,903846.15,1160968.6609999998,951543.2106666666
2000-11-30,906695.16,824074.07,1150142.4503333336,947269.7063333334
2000-12-01,899572.65,793447.29,1144729.345,942188.9843333333
2000-12-02,1143874.64,903846.15,1145868.946,943233.6186666667
2000-12-03,1236467.24,855413.11,1144658.12,939506.1733333335
2000-12-04,1076923.08,936609.69,1141168.0916666666,939957.2656666667
2000-12-05,1210826.21,1023504.27,1143566.0023333333,940289.6493333334
2000-12-06,1131766.38,1034900.28,1143732.194,943138.652
2000-12-07,925213.68,1055555.56,1130935.423,948005.6986666665
2000-12-08,1108974.36,1069800.57,1130009.497,949738.842
2000-12-09,1050569.8,997863.25,1134235.518,948670.466
2000-12-10,1036324.79,1095441.6,1136562.2036666668,951210.827
2000-12-11,1129629.63,954415.95,1138224.1220000002,945702.7546666667
2000-12-12,1137464.39,967236.47,1142402.6596666665,946581.1973333333
2000-12-13,967948.72,817663.82,1138698.956,944895.5373333333
2000-12-14,1132478.63,883903.13,1138295.3473333335,942806.2683333333
2000-12-15,1198005.7,1024928.77,1139434.9486666666,944396.9613333333
2001-01-18,997863.25,1126068.38,1134188.035,951828.1106666666
2001-01-19,1188746.44,1045584.05,1136918.3293333335,958000.9503333333
2001-01-20,1146723.65,969373.22,1129938.2723333335,961134.8533333334
2001-01-21,989316.24,907407.41,1126400.7603333334,958689.4593333334
2001-01-22,905270.66,824786.32,1121866.0976666666,956671.4153333333
2001-01-23,914529.91,697293.45,1103656.221,944396.9613333333
2001-01-24,1071937.32,1022792.02,1105246.9143333333,948124.4066666666
2001-01-25,988603.99,1115384.62,1106885.0909999998,953371.3203333333
2001-01-26,998575.5,1078347.58,1102991.4536666668,956766.382
2001-01-27,1239316.24,1099715.1,1106671.4156666666,960541.3106666667
2001-01-28,1138888.89,933048.43,1108499.526,957692.3076666667
2001-01-29,1156695.16,805555.56,1098361.8243333334,950783.476
2001-01-30,1026353.28,785612.54,1083879.3933333333,951780.6270000001
2001-01-31,1165242.17,753561.25,1074026.592,946771.1303333334
2001-02-01,1011396.01,880341.88,1077516.6203333333,948646.7239999999
2001-02-02,1044159.54,1150997.15,1082336.1833333333,960565.0526666667
2001-02-03,1056980.0550000002,946581.2,1079439.6971666666,961989.5543333334
2001-02-04,1069800.57,1009971.51,1073884.1415000001,967141.5009999999
2001-02-05,1100427.35,980056.98,1074667.6171666665,968589.7440000001
2001-02-06,1032051.28,1078347.58,1068708.4528333333,970417.8543333334
2001-02-07,1079772.08,1076210.83,1066975.3095,971794.8726666666
2001-02-08,949430.2,1081908.83,1067782.5268333333,972673.3150000001
2001-02-09,1101851.85,931623.93,1067545.1098333332,968067.427
2001-02-10,1051994.3,780626.78,1067592.5931666666,960826.2113333333
2001-02-11,1194444.44,912393.16,1072863.2481666666,954724.5966666666
2001-02-12,1077635.33,964387.46,1071130.1048333333,955056.9803333334
2001-02-13,971509.97,1020655.27,1065598.2908333333,956837.6070000001
2001-02-14,1091880.34,998575.5,1069729.3448333335,962867.9963333333
2001-02-15,1180911.68,1024216.52,1071343.7798333333,967545.1093333332
2001-02-16,928062.68,976495.73,1062345.6791666667,965930.6746666667
2001-02-17,965811.97,1051994.3,1061277.3031666665,963461.5386666667
2001-02-18,1052706.55,1132478.63,1056742.6401666668,966358.0246666666
2001-02-19,1192307.69,1126780.63,1058262.1081666667,971604.9383333334
2001-02-20,1150284.9,1108974.36,1063627.7301666667,978323.8366666667
2001-02-21,967236.47,829059.83,1065693.2571666667,978466.287
2001-02-22,1049857.55,765669.52,1070204.1785,980745.4893333333
2001-02-23,996438.75,841880.34,1067687.5595,974715.1
2001-02-24,1165242.17,907407.41,1073575.4988333334,967782.5263333333
2001-02-25,1043447.29,850427.35,1075071.2251666668,960185.1853333333
2001-02-26,979344.73,1015669.52,1066405.5081666666,957383.666
2001-02-27,1167378.92,1054843.3,1067355.1758333333,961443.495
2001-02-28,1068376.07,888176.64,1064411.2061666667,964197.531
2001-03-01,893874.64,893874.64,1059995.2515,967806.2676666667
2001-03-02,836894.59,893874.64,1049050.3321666666,972483.3806666665
2001-03-03,1098290.6,817663.82,1051946.8185,970394.112
2001-03-04,1131766.38,841880.34,1054867.0465,960090.2183333333
2001-03-05,1076210.83,918803.42,1055508.0723333333,959164.2923333333
2001-03-06,1019230.77,782763.53,1053822.4123333334,951590.6930000001
2001-03-07,1012108.26,875356.13,1050878.4426666668,948100.6646666668
2001-03-08,995014.25,979344.73,1049643.875,944800.5696666667
2001-03-09,1141737.89,1059829.06,1051709.402,944254.5106666667
2001-03-10,938034.19,1055555.56,1051329.535,943376.0683333332
2001-03-11,1202279.2,885327.64,1054677.1133333335,941832.8586666666
2001-03-12,1043447.29,735042.74,1054392.213,940313.3906666668
2001-03-13,1334757.83,724358.97,1059069.3260000001,934045.5843333334
2001-03-14,1329772.08,823361.82,1067473.8843333335,929344.7296666667
2001-03-15,1091880.34,1097578.35,1071486.23,931908.8323333334
2001-03-16,1003561.25,1147435.9,1068542.2603333334,936870.8456666667
2001-03-17,1165954.42,1046296.3,1068043.685,937606.8383333334
2001-03-18,1025641.03,790598.29,1071296.2966666666,931410.257
2001-03-19,947293.45,877492.88,1070679.0126666666,925593.543
2001-03-20,898148.15,967948.72,1065527.066,920109.2126666667
2001-03-21,954415.95,1014957.26,1057597.3413333332,916381.7669999999
2001-03-22,871082.62,926638.18,1048290.5986666667,910303.8943333332
2001-03-23,1032763.53,916666.67,1050474.834,913224.1223333334
2001-03-24,1061253.56,749287.75,1050854.7010000001,912678.0633333334
2001-03-25,1109686.61,801282.05,1054629.6296666667,911324.7870000001
2001-03-26,1058404.56,952279.2,1051068.376,912820.5133333334
2001-03-27,1144586.89,955128.21,1054439.696,916310.542
2001-03-28,1049145.3,877492.88,1056766.3816666666,911704.654
2001-03-29,1082621.08,925213.68,1053941.1203333333,907383.6666666666
2001-03-30,861111.11,929487.18,1047032.2883333334,908760.6846666667
2001-03-31,1069088.32,999287.75,1052872.7443333333,912274.455
2001-04-01,1055555.56,1002136.75,1060161.4433333334,915883.192
2001-04-02,925925.93,988603.99,1054415.9543333333,921581.1976666667
2001-04-03,1061965.81,913105.41,1052089.2686666667,923955.3666666667
2001-04-04,989316.24,910256.41,1049192.7823333335,923670.4663333333
2001-04-05,1057692.31,1105413.11,1050474.8336666666,934425.4523333333
2001-04-06,1140313.39,957264.96,1054748.338,937155.7466666666
2001-04-07,1202991.45,1011396.01,1061680.9113333332,938224.1226666666
2001-04-08,1133190.88,1080484.33,1061396.0110000002,938912.6316666666
2001-04-09,979344.73,976495.73,1062773.0289999999,936277.304
2001-04-10,1102564.1,935185.19,1059449.1923333334,937939.2223333333
2001-04-11,1059116.81,773504.27,1059971.5096666666,939221.2733333333
2001-04-12,993589.74,920940.17,1048599.24,945773.9800000001
2001-04-13,888176.64,940883.19,1033879.3920000001,949691.3589999999
2001-04-14,988603.99,916666.67,1030436.847,943660.9696666667
2001-04-15,1113247.86,873931.62,1034093.0673333333,934544.1603333333
2001-04-16,1164529.91,903133.9,1034045.5836666666,929772.0803333333
