country_code,region,income_group,trade_balance_status,political_stability,economic_sector_dominant,currency_type,policy_framework,season,crisis_event,governance_quality,climate_impact_level,trade_bloc,financial_access,migration_trend,date,year,quarter,gdp_per_capita,inflation_rate,unemployment_rate,interest_rate,exchange_rate,exports_usd,imports_usd,debt_gdp_ratio,investment_pct_gdp,consumption_pct_gdp,population_million,urbanization_pct,internet_penetration,energy_consumption_mwh,renewable_energy_pct,income_inequality_gini,education_index,healthcare_index,poverty_rate,fdi_inflows_usd,business_confidence_index,manufacturing_pmi,economic_day_status
C04,Europe,,Surplus,,Agriculture,Fiat,Mixed,Q1,,High,,,Medium,Neutral,2000-01-19,2000,1,10282.34659715093,,,,,,247132.83416434276,,,,,54.00363292701673,,,,32.58920199052779,0.6274201073672365,,26.57435622885968,,,,High
C04,,,Deficit,,Agriculture,,,Q1,None,High,Low,,,,2000-01-20,2000,1,10646.76032013616,3.1929860277660835,4.997329423156149,,2.2350744731182703,301496.15048992186,,,,,,58.818969793904365,,,,,,,,,,,Low
C04,Europe,Lower-Middle,Surplus,Stable,,Fiat,Mixed,Q1,None,High,Low,,Medium,Neutral,2000-01-21,2000,1,,,,,,,255257.65180926156,41.52606054585922,,,,,,,,,,0.6348487880231027,,,49.70228044923715,,Medium
C04,Europe,Lower-Middle,Deficit,Stable,Agriculture,Fiat,Mixed,,None,,Low,ASEAN,High,Outflow,2000-01-22,2000,1,10726.054118284224,,,,,,,,,,,,,,,,,,,,48.85666895667695,,Low
C04,Europe,,,,Agriculture,Fiat,,,None,High,Medium,ASEAN,Low,Outflow,2000-01-23,2000,1,,2.5933816552917297,6.562935061592221,,2.136065060253856,,,,10.0,,,,,,,52.31648789625244,,,22.930225219616197,,,,Medium
C04,Europe,Lower-Middle,,Stable,,Fiat,Neoliberal,,,High,Medium,ASEAN,,Neutral,2000-01-24,2000,1,,,8.244402430286703,5.087808080670499,,,250265.850894313,,10.0,75.55475843879623,,54.78851811849859,,,,,,0.6456521381055663,19.7917321583733,14289.88057290817,,,Low
C04,Europe,,Neutral,,,,,Q1,None,High,,,,,2000-01-25,2000,1,,,4.609087047981168,4.049785148193035,2.001100665532661,,,,,,31.879637267442103,55.15762316908384,,,,,,,,,,,Low
,,,,Stable,Agriculture,,Keynesian,,None,,Medium,ASEAN,High,Neutral,2000-01-26,2000,1,11106.22974566766,,,,,,278636.2351763397,,,,,51.89812581373944,,,,,,0.6421295424052317,,,50.1779080191355,52.78685620959925,High
C04,Europe,Lower-Middle,Surplus,,Agriculture,,Mixed,,None,,Low,,Medium,Outflow,2000-01-27,2000,1,10725.630476348731,,,,,,,54.47803742560046,,,31.47897435657441,,54.84526365608244,,,,,0.6969571695360399,,,,49.990310595248026,Medium
C04,Europe,Lower-Middle,,Stable,Agriculture,Fiat,Keynesian,Q1,,,Medium,ASEAN,Medium,Inflow,2000-01-28,2000,1,,,5.267207323689006,,,,297637.90514115745,55.56096825491864,,,,,55.30849601092697,,,,,,,,50.8762863846536,,Low
,,Lower-Middle,Surplus,,,Fiat,Neoliberal,Q1,,High,Low,ASEAN,,Outflow,2000-01-29,2000,1,,,,4.426689874075178,,,221891.3547504379,,,,,,,1346.862487776434,,,,0.6298760360905438,,,,,Low
C04,Europe,,,,Agriculture,,,Q1,None,High,Low,,,Outflow,2000-01-30,2000,1,10584.655347437449,,2.9990750968806625,,,,,60.87228991380424,,,,53.497526823383104,,,12.91144349737966,,,0.648332176695883,,,,,Medium
C04,,,,Stable,Agriculture,,,Q1,,High,,ASEAN,Medium,Neutral,2000-01-31,2000,1,,,6.2209551371917975,,,,248085.7132890703,63.05785914386742,,,,,,,,33.37889259875952,,,25.95874898061728,,,,Low
C04,Europe,Lower-Middle,,Stable,Agriculture,Fiat,Mixed,,,High,Medium,ASEAN,Low,,2000-02-01,2000,1,,,,,,286837.66036793805,269798.14810120664,,,,,,,,,,,0.6721227683621369,,,,,Medium
C04,,,Neutral,Stable,,Fiat,Keynesian,,None,High,Medium,ASEAN,,Inflow,2000-02-02,2000,1,,2.638625518199132,4.851911586032843,,,,283531.1898643224,,,,,,,1349.7408176223937,,,,0.63098129753068,,11518.915234936743,,,Medium
,Europe,Lower-Middle,,Stable,Agriculture,,Socialist,Q1,,,,ASEAN,Medium,Outflow,2000-02-03,2000,1,,,,,,,,,,,,,,1319.9369878788325,,,,,29.697682511764576,,,,Medium
C04,Europe,Lower-Middle,Deficit,Stable,Agriculture,Fiat,Socialist,,None,High,Medium,,Medium,Outflow,2000-02-04,2000,1,,,,,1.9423923900792224,,,,,,,,,,18.66872180087452,41.816406355283,,,,15448.660183998463,51.2320145256744,,Medium
,Europe,Lower-Middle,Surplus,,,,,,None,,,,,Neutral,2000-02-05,2000,1,,,,,,277940.3419101461,,,,73.97896738598114,,55.97641095864968,46.35901904004342,,,,,,,,,49.8633792137256,Medium
C04,Europe,Lower-Middle,Surplus,,Agriculture,Fiat,Neoliberal,Q1,None,High,Low,ASEAN,,Neutral,2000-02-06,2000,1,,,4.78438215636664,,,,,51.97214918322507,,,,,47.74561090292266,,7.365616356747335,22.638881079524893,,,,18366.803344979497,,,Medium
,Europe,Lower-Middle,Deficit,Stable,Agriculture,,Socialist,,None,,Medium,ASEAN,Medium,Outflow,2000-02-07,2000,1,10605.170514455676,,,,,,217646.61417573757,,,72.53673261827899,,,,,,,,,23.340664835979656,20994.9491482868,,,Medium
,Europe,Lower-Middle,Deficit,,Agriculture,Fiat,Socialist,Q1,,,,ASEAN,,Outflow,2000-02-08,2000,1,9807.448359766198,,,,,,,,,,,,43.77028615470276,,,,,,,,,,Medium
,,Lower-Middle,,Stable,Agriculture,,Keynesian,Q1,,High,Medium,ASEAN,,Outflow,,2000,1,,2.1384714925916706,,4.971757071217619,,,232801.9155472988,,,,,,,1355.0561556384082,,,0.5956149908398324,,,12567.674863438178,,51.0872332614316,Low
C04,,Lower-Middle,Neutral,,Agriculture,Fiat,Neoliberal,Q1,None,,High,ASEAN,Medium,Neutral,2000-02-10,2000,1,,,5.38169900729557,4.548413923255405,2.15291492143529,,260950.87117518124,,10.0,,,56.08145773296469,,1324.763829445457,,,,,,,,,Low
C04,Europe,,Surplus,Stable,Agriculture,,Neoliberal,Q1,None,High,Low,,Medium,Neutral,2000-02-11,2000,1,,,5.241564138409966,,,,,64.20558108999923,10.0,,31.462114847388477,,,1375.8237889952013,15.360739528008686,,,0.6501039445176343,,,,49.14878250984442,Medium
C04,,Lower-Middle,,,Agriculture,Fiat,Neoliberal,Q1,None,High,Low,ASEAN,Medium,,2000-02-12,2000,1,,,,,,,,,,,31.552004332376804,53.50438396131033,,,11.594279760616024,,,,,,49.7940978505111,,Medium
,Europe,Lower-Middle,Deficit,,,,Socialist,,None,High,High,ASEAN,,Inflow,2000-02-13,2000,1,,,,,2.0103844474726387,,,,10.0,75.46085649150262,,,,,,32.05965116993271,,,,17599.84632969364,,,Medium
C04,Europe,Lower-Middle,Surplus,Stable,Agriculture,,Neoliberal,,None,,High,ASEAN,Medium,Inflow,,2000,1,,,,,,,,,10.0,73.33647725112706,31.86895990435381,,50.34663309800957,1251.8411238652727,14.07876448527156,,,,,,,48.000822003824815,Medium
C04,Europe,Lower-Middle,,Stable,,Fiat,Keynesian,Q1,None,High,,,High,,2000-02-15,2000,1,9038.997218187526,,,,,,,,10.0,72.87683751569305,,,,1411.0864594526165,,,,0.6158631643100443,25.152928954985736,,,50.66652590574255,High
C04,,,,Stable,Agriculture,Fiat,,,None,High,,ASEAN,,Inflow,2000-02-16,2000,1,,,,,,,,,,,,,,,,,,,,9184.88200425437,,50.987169570086,Medium
C04,Europe,,Surplus,,,Fiat,,,None,High,Low,,High,Outflow,,2000,1,,,,4.996555668177547,1.9793299810949756,283751.66327884427,,,,,,,41.16808900250621,1339.8770665165491,,,,,26.781667822129915,,,,Medium
,Europe,,Neutral,,,Fiat,Mixed,,None,,Low,ASEAN,,Outflow,2000-02-18,2000,1,,,,,,,,52.27423255355118,10.0,,,,,,,30.995570318861034,,,,14172.719201827402,52.32565576792252,53.17058286293975,Medium
C04,,Lower-Middle,Deficit,Stable,,,Neoliberal,,,,Medium,ASEAN,,Neutral,2000-02-19,2000,1,9560.763381694043,,4.617772564384947,,,,,,10.0,76.44467083990052,,,,,,,,,,,51.99181154176288,,Low
C04,Europe,Lower-Middle,Deficit,,Agriculture,Fiat,Socialist,,None,High,Low,,,Neutral,2000-02-20,2000,1,,,5.051259256506001,,,,,,,,,,,,,,,0.6703632153236907,,,,46.41495060232779,Medium
C04,,Lower-Middle,Surplus,Stable,,Fiat,Neoliberal,,,High,Low,ASEAN,Medium,Neutral,,2000,1,11021.493814004963,,,,1.985842568488944,,,,10.0,73.96864692504836,31.89368062966468,,,,,,,0.6398403750786932,,,,,Low
,Europe,Lower-Middle,Surplus,,Agriculture,Fiat,Socialist,Q1,None,High,Low,ASEAN,High,,2000-02-22,2000,1,,2.6253510460416978,4.435432896173089,3.4271129713110606,2.081693636233151,,323162.3103486075,,,,,58.40621740982928,,,,,,0.6303115725039008,,,,,Medium
C04,,,Deficit,Stable,Agriculture,,,Q1,None,,Low,ASEAN,Low,,,2000,1,9165.314148205363,,5.369405781770396,,,,,,,,,54.30837563666374,,,15.229555468859711,,,0.6418375657722079,26.171027964235908,,,,Medium
C04,,Lower-Middle,,Stable,Agriculture,,Socialist,,None,,Low,,,,2000-02-24,2000,1,,,5.701844026109679,,,,,58.82641957331809,10.0,,31.635372094459804,50.02390784388688,,1313.4819522945354,12.19829968978516,,,,,,,,Medium
C04,Europe,,,Stable,Agriculture,Fiat,,Q1,,High,High,,,Neutral,2000-02-25,2000,1,,,,,,,,68.76148826961096,10.0,74.61405225387553,,51.92402193611656,49.7961993987128,,0.0,,0.5846620213129115,,,,53.28010937550991,,Low
C04,Europe,,Deficit,,Agriculture,,Mixed,,None,,Low,,,,2000-02-26,2000,1,9818.874935449783,2.387816790953628,,,2.0203407950948384,,,,,,,,47.53341778255239,1348.6630916953986,,,,,,,,,Medium
C04,,Lower-Middle,,Stable,Agriculture,Fiat,Mixed,,,,Low,ASEAN,Low,,2000-02-27,2000,1,11519.520883632133,,,,,,,64.56069849353374,,,31.51986737325028,,,1329.7718930308622,,,,0.6708128143291241,,,,,Low
C04,Europe,,,Stable,,Fiat,Socialist,Q1,None,,,ASEAN,Medium,Neutral,,2000,1,,3.456841619401924,,,,,,,,,,,,,,32.13742154396229,,0.6905749955096324,,15081.510887439845,,48.74976061104776,Medium
C04,Europe,Lower-Middle,Neutral,Stable,Agriculture,Fiat,Socialist,,None,,Low,ASEAN,High,Outflow,,2000,1,,,,,,,,56.550266202172736,,,,50.8525674017766,38.59520878578305,,,,,,,,,,Low
C04,Europe,Lower-Middle,,Moderate,,,Mixed,,None,High,Low,,Medium,Outflow,,2000,1,9446.91807784976,,,,,233081.18466728533,,,,74.17743001349828,32.355347354498576,,,,,,,,,,,,Medium
C04,Europe,Lower-Middle,Deficit,,Agriculture,Fiat,,,,,Medium,ASEAN,High,,2000-03-02,2000,1,,,2.929716260212531,6.404550151094042,2.2596673251989787,,,,,,32.16589088909052,,55.44774778904146,,,,,,24.92805097055401,,,49.13259485155778,Low
,,Lower-Middle,Surplus,,,Fiat,Socialist,Q1,None,High,High,ASEAN,,Inflow,2000-03-03,2000,1,,,,,,,,,,,31.9196070730624,,,1313.2627977785469,,32.55709890496097,,,,,,48.357463938716165,Medium
,Europe,Lower-Middle,Surplus,Moderate,,Fiat,Neoliberal,Q1,None,High,Medium,ASEAN,High,,2000-03-04,2000,1,,,,,,,,,,,,,,,,,,,,,,,Low
C04,,Lower-Middle,Surplus,,Agriculture,,Neoliberal,Q1,,High,Low,ASEAN,,Inflow,2000-03-05,2000,1,,,,,,,,,,,,,,,,,,,,18702.019390164623,53.925464605847935,,Medium
C04,Europe,Lower-Middle,Deficit,,Agriculture,,Socialist,Q1,None,High,Low,ASEAN,Low,Neutral,2000-03-06,2000,1,,,3.647008655733885,,,,,49.72646450516922,,75.68720985890697,31.38944160134085,,,1306.7883133301152,,,,,,,,,High
C04,Europe,Lower-Middle,Surplus,Stable,,,,Q1,,High,Low,ASEAN,High,Outflow,2000-03-07,2000,1,11650.728365598858,,,,,,,62.63786424951516,,,,,,,10.733564891033788,,,,,,,,Low
C04,Europe,Lower-Middle,Deficit,Stable,,,Socialist,Q1,None,High,Medium,ASEAN,,,2000-03-08,2000,1,10611.178173007744,1.5306741836593325,,,,,,,,,,,,,,,,0.6378087505396165,20.61743648923624,,,,Medium
C04,Europe,,Deficit,,Agriculture,Fiat,Keynesian,Q1,None,,Low,ASEAN,Medium,,,2000,1,,,,,,,245262.00551906409,,,,,54.0237643359615,46.26233812280992,,14.79430405591615,,,,,,,,Low
,Europe,Lower-Middle,Deficit,,Agriculture,Fiat,,Q1,None,,,ASEAN,,Inflow,,2000,1,,3.1920559654821057,6.195608890688695,,2.063695101991765,,,48.07990627959038,,,,49.78425137687852,60.38561566919415,1326.1255135855718,,49.09033797114207,,,,,,,Medium
C04,Europe,Lower-Middle,Surplus,Stable,Agriculture,Fiat,Neoliberal,Q1,None,High,Low,ASEAN,High,Outflow,2000-03-11,2000,1,,3.02540345131328,,,2.09846164864829,,202019.74272904944,,,,32.14133903387074,57.8233422962844,,,12.31826927362161,,,,,,,,Medium
C04,Europe,Lower-Middle,Deficit,Stable,Agriculture,Fiat,Neoliberal,,None,,,ASEAN,High,Neutral,2000-03-12,2000,1,,,7.102656314436596,5.631980256475176,,,318968.38282662863,,,,31.210620971579097,55.08829138417771,,,,,,,,13827.135549898496,,,Medium
C04,,Lower-Middle,,Stable,,Fiat,,Q1,None,,Low,ASEAN,,Outflow,,2000,1,,,,5.135703191959416,,,,,,,,,,,,48.01085712780283,,,,,,,Low
C04,Europe,,Surplus,Stable,,,Keynesian,,None,High,Medium,,,Neutral,2000-03-14,2000,1,10608.855382880649,,,,,,285880.5517319031,,,,31.35407545199591,,,1289.8444149697164,7.83642681338255,,,,,,,,Low
,Europe,Lower-Middle,Deficit,,Agriculture,Fiat,Socialist,Q1,None,High,Low,ASEAN,,Outflow,2000-03-15,2000,1,9043.501565740102,,4.878632237173982,,,,,76.65335586122947,,72.54183443332212,31.994305531057734,51.48819924615768,,1272.0823572646111,,,,,,,,,Medium
C04,Europe,,,Stable,Agriculture,,Keynesian,,,High,Medium,,High,Inflow,,2000,1,12269.47872650868,,,3.894664942332122,,,312816.86372926994,,,75.99913626513838,,54.58359038044423,,1354.416280325819,7.145065337786388,,,0.6059138021052938,,,,,Low
C04,Europe,,Surplus,,,Fiat,Neoliberal,,None,High,,ASEAN,High,,2000-03-17,2000,1,,,,,2.1937418463856253,,,,,,,,,1307.9146726835818,,36.01748636503428,,,,,56.87790720232831,,Low
C04,,,Deficit,,Agriculture,Fiat,Neoliberal,Q1,,High,Medium,ASEAN,,Neutral,2000-03-18,2000,1,10797.18194437414,2.7487434968768216,,,,,,,,73.55254967461332,,53.93369654065578,45.12160850464565,,,,0.6113717139490185,,,,,,Low
C04,,Lower-Middle,,,Agriculture,,,,None,High,,,Medium,Inflow,2000-03-19,2000,1,,,,,,,,,,,32.073187315083125,,,1285.7076293867954,,,,,,,57.16040447477365,,Medium
C04,Europe,Lower-Middle,Neutral,Stable,,,Neoliberal,,None,High,,ASEAN,Medium,,2000-03-20,2000,1,,,,,,,,,,,,,48.102787512555565,1295.1612527416196,,,,,23.41371259047053,,53.969562716369374,,High
,Europe,,,,,,,Q1,None,High,High,ASEAN,Medium,,2000-03-21,2000,1,10615.46093516873,2.148680966988889,,,,330334.21075427457,,,10.0,,,,,1335.428470838834,4.468961277924299,,0.5856922412604,0.6491112427936191,25.06679810636699,15117.080876894872,,,Medium
C04,Europe,Lower-Middle,Deficit,Stable,,Fiat,,Q1,None,,,ASEAN,High,Neutral,2000-03-22,2000,1,,2.2808206347030957,,,2.0181883916353813,,202113.76186409508,,10.0,,,54.37716534338033,,,0.5582998856508095,,,,,19170.873772640232,54.59959362761133,,Low
C04,,Lower-Middle,,,,Fiat,Neoliberal,,,High,Low,ASEAN,Medium,Outflow,2000-03-23,2000,1,,,,,,285116.673074765,,,,,,,,,,,,0.6351608012499458,,,51.89962989439073,,Medium
C04,,Lower-Middle,,,Agriculture,Fiat,Neoliberal,Q1,,High,Low,ASEAN,,Neutral,,2000,1,,,,,,,248690.79463590335,50.12604334710633,,77.78028515889393,,,47.47651799293971,1340.890894929004,,34.93922939179738,,,,11138.733772997486,53.29011540486288,,Low
C04,Europe,Lower-Middle,Surplus,Stable,Agriculture,,,Q1,,High,Low,ASEAN,,Outflow,2000-03-25,2000,1,,,,,,260784.60445122668,,,,74.71679038264371,,56.69552720570619,,,4.812446712063184,,0.6213322333263753,,,,,,High
C04,Europe,,,Stable,Agriculture,,,Q1,None,,,ASEAN,Low,,,2000,1,,,3.62944951650016,,,,,60.83798991628241,,75.3098476878008,,,,,,32.740291277569604,0.6279713763994507,,,,,,Low
C04,,,,Stable,,Fiat,Socialist,Q1,None,High,,,Medium,Outflow,,2000,1,10417.698297055736,,5.251253007876011,,,,,,,,,,,,,,,,,,53.011066420315885,,Low
,,Lower-Middle,Surplus,,,,Neoliberal,Q1,None,High,Low,ASEAN,Medium,,2000-03-28,2000,1,,,,,,,,,,,,,,,,41.59144203118119,,,,16238.450576388792,,,High
C04,,,Deficit,,,Fiat,Neoliberal,Q1,None,High,,,Medium,Neutral,2000-03-29,2000,1,,,,,,,,,,,,55.46707772944156,,,11.259546130677537,44.77090749195156,,,,20091.498298216346,,49.07257686095517,Medium
C04,Europe,,,Stable,Agriculture,Fiat,,,None,,Low,ASEAN,,,2000-03-30,2000,1,11405.566634965711,,6.406060209278085,,,,,,,75.27190422617667,,,,,,28.853242083670494,0.5664133576119009,0.6412386043577731,,,,,Low
C04,Europe,Lower-Middle,Neutral,,Agriculture,Fiat,,Q1,None,High,Medium,ASEAN,,,2000-03-31,2000,1,,,,,,264677.763108379,247797.7506750193,64.80752153208687,,77.7050290558709,,,,,4.450895661893584,,,,,17051.90667404341,,,Low
C04,Europe,,Deficit,Moderate,Agriculture,Fiat,,Q2,None,High,Medium,ASEAN,,,2000-04-01,2000,2,,,,,,,,,,,,55.67671464714505,,,,,,,,,,,Low
C04,Europe,Lower-Middle,Surplus,,Agriculture,,Mixed,,None,High,,,High,,2000-04-02,2000,2,,,,,,,,,,,,51.26616759017368,,1353.3796707762735,,39.38381319540153,,,,,,50.64071682377451,Medium
C04,Europe,,Neutral,Stable,Agriculture,,,,None,High,Medium,ASEAN,Medium,Outflow,2000-04-03,2000,2,12569.286709646534,,,,,,,,,,,,46.375259975301,,,,,,24.196530493861875,,,,Medium
C04,,Lower-Middle,Deficit,Moderate,,Fiat,,Q2,,,Medium,ASEAN,Low,Outflow,,2000,2,,,,,,,234374.8396141459,,10.0,,,,47.782348266448665,,,34.87449553351887,,,,,56.84987051072309,,Low
C04,Europe,,Surplus,Stable,,,,,,,Low,ASEAN,Medium,Outflow,2000-04-05,2000,2,9888.508342319708,3.014431199661152,,,,,,,10.0,,,,,,,46.45109077055108,,0.6596081336697165,,17629.12163354248,53.89956056825824,48.22173847168026,High
C04,Europe,Lower-Middle,Surplus,Stable,,Fiat,,Q2,None,,Low,ASEAN,Low,Inflow,2000-04-06,2000,2,,,7.211524109390267,,2.115381459646733,285726.7316323251,,49.83235126781561,10.0,,,,,,11.967633935172294,44.40447582354352,,,,,,,Medium
C04,Europe,Lower-Middle,,,Agriculture,,Keynesian,Q2,None,High,,ASEAN,Medium,Neutral,2000-04-07,2000,2,,,,,2.1446263335428686,,,,,,,51.865022120658494,,,,40.37081845627609,,,,,,,Medium
C04,,,Surplus,Stable,Agriculture,,,Q2,,,,ASEAN,Low,Inflow,2000-04-08,2000,2,,,,,,,265685.56315762986,,10.0,,,60.56471592046361,,,,,,,,7379.866861485671,,,Low
C04,Europe,Lower-Middle,,Stable,Agriculture,,Neoliberal,,None,High,Low,,,Neutral,2000-04-09,2000,2,,,6.031680127841305,4.919144165475179,,,,,,,,53.935972302362245,,,11.496344006526003,,0.5923065438028036,,,,,,Low
C04,Europe,,,Stable,Agriculture,Fiat,,Q2,None,,Medium,,Medium,Neutral,2000-04-10,2000,2,,,,,,,269279.7551770819,45.43476049135942,10.0,,,,49.53443156020098,,0.0,,,0.6054809660111581,,,,,Low
C04,Europe,Lower-Middle,Deficit,Stable,,,,,None,High,,,High,Inflow,2000-04-11,2000,2,11236.47682473352,,4.343120527784383,5.265076932806871,,287783.9003397933,343027.9054056417,,,77.08747156907486,,,,1260.367843976726,,,0.6110209416717824,,,,,,Medium
C04,Europe,,,Stable,Agriculture,Fiat,,Q2,None,High,Medium,,,,2000-04-12,2000,2,,,7.224281746333434,4.6150263786938375,,,,,10.0,75.73979934438826,,55.92959899867202,,,6.469722808796367,,,0.6738889132350561,,,,,Medium
C04,,Lower-Middle,Surplus,Stable,Agriculture,Fiat,Neoliberal,Q2,,High,Low,ASEAN,Medium,Neutral,2000-04-13,2000,2,,,8.524103648022853,2.812160504803998,,,285847.05295445595,,,,,,50.96407683898232,,,,,,,15866.790754388929,,,Low
C04,Europe,Lower-Middle,Deficit,,,Fiat,Socialist,,,High,Low,ASEAN,Low,Inflow,2000-04-14,2000,2,,,,,2.196496556945417,,,,10.0,,,,,1319.8643405757753,,,,,,,,,Medium
C04,,,Surplus,Stable,Agriculture,,,,None,,Low,,,,2000-04-15,2000,2,,,,6.524696389213303,,,,,,,,,,1297.7741743305762,,,,,,,,,Low
C04,Europe,,,,Agriculture,Fiat,,Q2,None,,Low,,,,2000-04-16,2000,2,,,,5.926549724457582,2.211276675569519,,,56.84595277563453,,,31.59329411098671,,47.29725650699568,,,41.059938831254414,,,,21940.192483528685,,50.59681694961967,Low
C04,Europe,Lower-Middle,Deficit,Stable,,,Keynesian,,None,High,,,Low,Outflow,2000-04-17,2000,2,,,,,2.185962618561801,,,,,,32.037648785194335,54.32513606821675,,,0.0,,,,,,,,Medium
,Europe,Lower-Middle,Deficit,,Agriculture,Fiat,Keynesian,,None,,,ASEAN,,Inflow,2000-04-18,2000,2,10574.342334878023,,5.070569561242384,6.495171910803401,2.2535778030911304,312269.2954181095,,,10.0,74.77634065650952,31.666677744210283,,,,,43.78025043669219,,,,,,50.908916443246056,Medium
C04,,,,Moderate,Agriculture,Fiat,Keynesian,,None,,High,ASEAN,,Inflow,2000-04-19,2000,2,,3.1681041880529155,,,,,265338.1002962519,,,,,,,,,,,,,,53.294858287716735,,Medium
,Europe,Lower-Middle,,,,,,Q2,None,High,Medium,ASEAN,,,2000-04-20,2000,2,,,,,,,,,,,,,,,12.144066475754908,,,,,,,,Low
